PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alonzo Mourning,28,5,5,194,7.1,13.5,0.521,0.0,0.0,,7.1,13.5,0.521,5.9,9.1,0.653,1.3,6.3,7.6,0.7,1.5,2.6,2.2,3.5,20.0
Tim Hardaway,32,5,5,182,3.0,11.1,0.268,1.0,4.9,0.2,2.0,6.1,0.32299999999999995,2.0,3.2,0.625,0.6,2.2,2.8,6.3,1.0,0.2,3.6,2.8,8.9
Dan Majerle,33,5,5,152,1.2,6.2,0.192,1.2,5.2,0.22699999999999998,0.0,0.9,0.0,1.2,1.7,0.7140000000000001,0.7,6.2,6.9,1.4,1.2,0.5,0.7,3.6,4.7
Jamal Mashburn,26,5,5,152,4.5,11.6,0.38799999999999996,1.4,3.3,0.429,3.1,8.3,0.371,1.4,2.1,0.667,0.9,2.1,3.1,2.4,0.5,0.0,2.4,2.6,11.8
P.J. Brown,29,5,5,144,5.2,11.3,0.467,0.0,0.2,0.0,5.2,11.0,0.47700000000000004,2.3,2.5,0.9,3.5,4.2,7.7,1.2,0.5,0.5,0.7,4.2,12.7
Terry Porter,35,5,0,139,3.9,8.3,0.469,0.8,3.1,0.25,3.1,5.2,0.6,3.1,3.9,0.8,0.8,4.1,4.9,3.9,0.8,0.0,2.1,2.1,11.7
Clarence Weatherspoon,28,5,0,112,2.9,8.4,0.34600000000000003,0.0,0.0,,2.9,8.4,0.34600000000000003,3.5,5.5,0.647,1.3,5.5,6.8,0.6,2.3,0.3,1.0,2.6,9.3
Voshon Lenard,25,4,0,57,7.6,13.9,0.545,5.7,8.8,0.643,1.9,5.1,0.375,2.5,2.5,1.0,0.0,0.6,0.6,1.9,0.0,0.6,0.6,2.5,23.4
Keith Askins,31,4,0,27,0.0,5.3,0.0,0.0,4.0,0.0,0.0,1.3,0.0,0.0,0.0,,2.7,2.7,5.3,0.0,2.7,1.3,0.0,6.7,0.0
Duane Causwell,30,4,0,20,1.8,3.6,0.5,0.0,0.0,,1.8,3.6,0.5,7.2,10.8,0.667,0.0,3.6,3.6,1.8,1.8,0.0,0.0,3.6,10.8
Rex Walters,28,3,0,13,0.0,8.3,0.0,0.0,5.5,0.0,0.0,2.8,0.0,0.0,0.0,,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0
Mark Strickland,28,2,0,8,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,9.0,9.0,1.0,4.5,9.0,13.5,0.0,4.5,0.0,4.5,0.0,18.0
