Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,16,96,MIA,Miami Heat,25.0,NBA,PF,24.0,1.0,498.0,2.0,4.3,0.47,0.0,0.0,,2.0,4.3,0.47,2.1,3.5,0.59,2.7,4.0,6.7,0.2,0.7,2.2,1.2,4.0,6.1
2009,16,96,MIA,Miami Heat,26.0,NBA,C,65.0,28.0,1048.0,2.0,4.1,0.48,0.0,0.0,,2.0,4.1,0.48,1.0,1.6,0.65,3.1,3.7,6.8,0.9,0.7,3.2,1.4,4.8,4.9
2010,16,96,MIA,Miami Heat,27.0,NBA,C,80.0,16.0,1322.0,2.1,4.3,0.48,0.0,0.0,,2.1,4.3,0.48,1.8,2.5,0.72,3.3,3.4,6.8,0.3,0.5,3.0,1.2,4.3,5.9
2011,16,96,MIA,Miami Heat,28.0,NBA,C,75.0,11.0,1463.0,1.3,2.4,0.54,0.0,0.0,,1.3,2.4,0.54,1.2,1.8,0.64,2.6,4.0,6.5,0.6,0.2,2.3,0.9,4.8,3.8
2012,16,96,MIA,Miami Heat,29.0,NBA,C,64.0,51.0,1349.0,2.3,4.1,0.56,0.0,0.0,,2.3,4.1,0.56,1.3,1.9,0.69,2.7,4.0,6.7,0.2,1.0,2.2,1.2,3.4,5.8
2013,16,96,MIA,Miami Heat,30.0,NBA,C,62.0,3.0,566.0,2.2,4.3,0.52,0.0,0.0,,2.2,4.3,0.52,1.1,1.8,0.61,2.9,4.5,7.3,0.8,0.8,2.7,1.4,3.1,5.5
2014,31,96,TOT,Total After Trade,31.0,NBA,C,33.0,0.0,186.0,2.3,6.2,0.38,0.0,0.0,,2.3,6.2,0.38,0.8,1.5,0.5,2.9,4.5,7.4,0.4,0.6,2.3,0.6,3.3,5.4
2014,16,96,MIA,Miami Heat,31.0,NBA,C,12.0,0.0,37.0,1.9,5.8,0.33,0.0,0.0,,1.9,5.8,0.33,1.9,1.9,1.0,1.9,4.9,6.8,0.0,0.0,3.9,1.0,3.9,5.8
2014,2,96,BOS,Boston Celtics,31.0,NBA,C,21.0,0.0,149.0,2.4,6.3,0.38,0.0,0.0,,2.4,6.3,0.38,0.5,1.4,0.33,3.1,4.3,7.5,0.5,0.7,1.9,0.5,3.1,5.3
2015,9,96,DET,Detroit Pistons,32.0,NBA,C,49.0,0.0,406.0,3.2,5.5,0.58,0.0,0.0,,3.2,5.5,0.58,1.3,2.0,0.68,2.8,5.4,8.2,0.4,1.1,4.3,1.1,4.9,7.7
2016,9,96,DET,Detroit Pistons,33.0,NBA,C,19.0,0.0,96.0,2.3,3.7,0.6,0.0,0.0,,2.3,3.7,0.6,2.3,3.0,0.75,3.0,4.9,7.9,0.4,0.7,4.5,0.7,5.6,6.8
2017,27,96,SAS,San Antonio Spurs,34.0,NBA,C,19.0,0.0,122.0,3.0,4.7,0.62,0.0,0.0,,3.0,4.7,0.62,1.5,2.4,0.62,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4
