Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,26,SAC,Sacramento Kings,Jason Williams,23,50,50,1805,4.6,12.3,0.37,2.0,6.4,0.31,2.6,5.9,0.45,1.6,2.1,0.75,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.8,12.8
1999,26,SAC,Sacramento Kings,Vlade Divac,30,50,50,1761,5.4,11.4,0.47,0.2,0.9,0.26,5.1,10.5,0.49,3.7,5.2,0.7,2.9,7.4,10.2,4.4,0.9,1.0,2.7,3.4,14.6
1999,26,SAC,Sacramento Kings,Chris Webber,25,42,42,1719,7.9,16.3,0.49,0.1,0.7,0.12,7.8,15.6,0.5,1.7,3.6,0.45,3.1,8.3,11.4,3.6,1.3,1.9,3.1,3.0,17.6
1999,26,SAC,Sacramento Kings,Corliss Williamson,25,50,50,1374,7.0,14.5,0.48,0.0,0.1,0.2,7.0,14.4,0.49,3.1,4.9,0.64,2.2,3.2,5.4,1.7,0.8,0.2,2.0,3.1,17.3
1999,26,SAC,Sacramento Kings,Tariq Abdul-Wahad,24,49,49,1205,5.3,12.2,0.44,0.2,0.6,0.29,5.1,11.5,0.44,2.8,4.1,0.69,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6
1999,26,SAC,Sacramento Kings,Peja Stojakovic,21,48,1,1025,5.0,13.1,0.38,2.0,6.3,0.32,3.0,6.8,0.43,2.2,2.6,0.85,1.5,3.5,5.0,2.5,1.4,0.2,1.9,1.5,14.1
1999,26,SAC,Sacramento Kings,Vernon Maxwell,33,46,1,1007,5.9,15.1,0.39,2.9,8.3,0.35,3.0,6.8,0.44,3.0,4.1,0.74,0.5,2.6,3.0,2.7,1.1,0.1,2.4,4.0,17.6
1999,26,SAC,Sacramento Kings,Lawrence Funderburke,28,47,2,936,6.4,11.5,0.56,0.0,0.2,0.2,6.4,11.3,0.56,3.3,4.6,0.71,3.9,4.7,8.5,1.2,0.8,0.9,2.0,3.0,16.2
1999,26,SAC,Sacramento Kings,Jon Barry,29,43,0,736,2.9,6.8,0.43,1.2,3.9,0.3,1.7,2.9,0.59,3.5,4.1,0.84,1.2,3.5,4.7,5.5,2.6,0.2,2.3,3.0,10.4
1999,26,SAC,Sacramento Kings,Scot Pollard,23,16,5,259,4.6,8.5,0.54,0.0,0.0,,4.6,8.5,0.54,2.2,3.2,0.7,5.3,6.1,11.4,0.6,1.1,2.5,0.7,5.7,11.4
1999,26,SAC,Sacramento Kings,Michael Hawkins,26,24,0,203,2.5,7.1,0.35,0.9,3.4,0.26,1.6,3.7,0.43,0.5,0.5,1.0,1.8,2.7,4.4,4.8,0.5,0.2,2.3,2.5,6.4
1999,26,SAC,Sacramento Kings,Kevin Ollie,26,7,0,68,2.1,6.9,0.31,0.0,0.0,,2.1,6.9,0.31,2.1,2.6,0.8,0.0,3.2,3.2,1.6,1.6,0.5,1.6,4.2,6.4
1999,26,SAC,Sacramento Kings,Jerome James,23,16,0,42,7.7,20.6,0.38,0.0,0.0,,7.7,20.6,0.38,5.1,10.3,0.5,5.1,9.4,14.6,0.9,1.7,5.1,7.7,9.4,20.6
1999,26,SAC,Sacramento Kings,Oliver Miller,28,4,0,35,5.1,11.3,0.46,0.0,0.0,,5.1,11.3,0.46,0.0,0.0,,7.2,1.0,8.2,0.0,0.0,2.1,4.1,3.1,10.3
1999,26,SAC,Sacramento Kings,Terry Dehere,27,4,0,20,7.2,19.8,0.36,1.8,9.0,0.2,5.4,10.8,0.5,0.0,0.0,,3.6,0.0,3.6,1.8,3.6,0.0,3.6,3.6,16.2
1999,26,SAC,Sacramento Kings,Peter Aluma,25,2,0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,7.2,7.2,14.4,0.0,7.2,7.2,14.4,28.8,14.4
