Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,3,1036,NJN,New Jersey Nets,Kendall Gill,30,50,47,1606,5.3,13.3,0.4,0.0,0.4,0.12,5.2,12.9,0.41,2.6,3.7,0.68,1.4,4.1,5.5,2.8,3.0,0.6,1.6,3.6,13.2
1999,3,2950,NJN,New Jersey Nets,Keith Van Horn,23,42,42,1576,7.4,17.2,0.43,0.4,1.2,0.3,7.0,16.0,0.44,5.8,6.8,0.86,2.6,5.6,8.2,1.5,1.0,1.2,3.0,3.1,20.9
1999,3,1630,NJN,New Jersey Nets,Kerry Kittles,24,46,40,1570,5.2,14.1,0.37,1.1,3.6,0.32,4.1,10.4,0.39,2.0,2.6,0.77,1.2,3.2,4.4,2.7,1.8,0.6,1.5,1.9,13.6
1999,3,1835,NJN,New Jersey Nets,Stephon Marbury,21,31,31,1234,7.4,16.9,0.44,1.7,4.6,0.37,5.7,12.3,0.47,4.6,5.6,0.83,0.6,1.8,2.3,7.9,0.9,0.1,3.2,2.4,21.2
1999,3,3147,NJN,New Jersey Nets,Jayson Williams,30,30,30,1020,3.4,7.7,0.44,0.0,0.1,0.0,3.4,7.6,0.45,1.7,3.0,0.56,5.2,7.5,12.7,1.2,0.8,2.1,1.6,4.4,8.5
1999,3,897,NJN,New Jersey Nets,Jamie Feick,24,26,16,849,2.8,5.6,0.5,0.0,0.0,,2.8,5.6,0.5,1.8,2.5,0.72,4.7,7.4,12.1,1.0,1.1,0.8,1.4,3.1,7.5
1999,3,430,NJN,New Jersey Nets,Scott Burrell,28,32,10,706,3.8,10.6,0.36,1.4,3.7,0.39,2.4,6.9,0.35,1.7,2.1,0.81,1.6,4.4,6.1,2.3,2.0,0.6,1.2,4.2,10.8
1999,3,1204,NJN,New Jersey Nets,Lucious Harris,28,36,5,602,4.4,10.8,0.4,0.7,3.0,0.22,3.7,7.8,0.47,2.2,2.9,0.75,1.3,2.8,4.0,1.9,1.1,0.4,1.1,3.1,11.5
1999,3,2079,NJN,New Jersey Nets,Eric Murdock,30,15,8,401,4.0,10.2,0.4,0.7,2.0,0.36,3.3,8.3,0.4,1.9,2.3,0.81,0.3,2.9,3.1,5.9,2.0,0.2,2.6,3.1,10.7
1999,3,1257,NJN,New Jersey Nets,Mark Hendrickson,24,22,6,399,3.5,7.9,0.44,0.0,0.1,0.0,3.5,7.8,0.45,3.8,4.5,0.84,2.4,3.7,6.1,1.2,1.1,0.1,1.4,3.5,10.8
1999,3,476,NJN,New Jersey Nets,Chris Carr,24,28,2,364,6.6,17.7,0.37,2.5,6.5,0.38,4.2,11.2,0.37,2.5,3.6,0.69,2.3,3.6,5.8,1.6,0.7,0.1,2.4,3.6,18.2
