Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2019,8,2961,DEN,Denver Nuggets,Jarred Vanderbilt,1999-04-03,19.0,NBA,PF,17.0,0.0,69.0,6.4,13.5,0.47,0.0,0.7,0.0,6.4,12.8,0.5,4.3,7.1,0.6,5.0,11.4,16.4,2.1,4.3,0.7,5.7,5.7,17.1,90.0,101.0
2020,31,2961,TOT,Total After Trade,Jarred Vanderbilt,1999-04-03,20.0,NBA,PF,11.0,0.0,46.0,5.3,8.5,0.62,0.0,1.1,0.0,5.3,7.5,0.71,2.1,2.1,1.0,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8,81.0,108.0
2020,8,2961,DEN,Denver Nuggets,Jarred Vanderbilt,1999-04-03,20.0,NBA,PF,9.0,0.0,41.0,6.0,8.4,0.71,0.0,0.0,,6.0,8.4,0.71,0.0,0.0,,3.6,6.0,9.6,2.4,3.6,1.2,8.4,7.2,12.1,77.0,107.0
2020,18,2961,MIN,Minnesota Timberwolves,Jarred Vanderbilt,1999-04-03,20.0,NBA,PF,2.0,0.0,5.0,0.0,9.3,0.0,0.0,9.3,0.0,0.0,0.0,,18.6,18.6,1.0,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,18.6,124.0,116.0
2021,18,2961,MIN,Minnesota Timberwolves,Jarred Vanderbilt,1999-04-03,21.0,NBA,PF,42.0,24.0,766.0,5.9,9.7,0.61,0.1,0.1,0.5,5.9,9.6,0.61,2.6,4.4,0.58,4.3,10.2,14.5,3.6,2.7,1.9,2.7,5.4,14.5,118.0,110.0
