PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Gus Williams,29.0,80.0,2761.0,0.47700000000000004,0.491,0.046,0.478,0.7509999999999999,0.517,0.267,0.031,98.0,100.0,20.0,98.0,102.0,97.0,85.0,124.0,-30.0,-43.9
Jack Sikma,27.0,75.0,2564.0,0.46399999999999997,0.46799999999999997,0.0,0.46399999999999997,0.8370000000000001,0.546,0.45799999999999996,0.008,96.0,95.0,,95.0,113.0,103.0,145.0,31.0,-50.9,36.0
David Thompson,28.0,75.0,2155.0,0.48100000000000004,0.484,0.2,0.48200000000000004,0.784,0.545,0.41100000000000003,0.011000000000000001,99.0,98.0,84.0,99.0,106.0,103.0,130.0,43.0,-11.6,29.2
Lonnie Shelton,27.0,82.0,2572.0,0.478,0.48,0.16699999999999998,0.478,0.754,0.509,0.204,0.006999999999999999,98.0,98.0,70.0,98.0,102.0,96.0,65.0,26.0,-18.8,-43.9
Fred Brown,34.0,80.0,1432.0,0.52,0.523,0.43799999999999994,0.529,0.8059999999999999,0.546,0.10099999999999999,0.045,107.0,106.0,184.0,108.0,109.0,103.0,32.0,178.0,58.5,21.5
James Donaldson,25.0,82.0,1789.0,0.583,0.583,,0.583,0.688,0.615,0.44,0.0,120.0,118.0,,119.0,93.0,116.0,139.0,,93.5,98.9
Greg Kelser,25.0,80.0,1507.0,0.5489999999999999,0.5529999999999999,0.0,0.5489999999999999,0.6729999999999999,0.5920000000000001,0.5710000000000001,0.006999999999999999,113.0,112.0,,112.0,91.0,111.0,181.0,27.0,54.4,68.6
Danny Vranes,24.0,82.0,2054.0,0.527,0.528,0.0,0.527,0.55,0.544,0.48700000000000004,0.002,109.0,107.0,,108.0,74.0,102.0,154.0,9.0,32.9,13.3
Phil Smith,30.0,79.0,1238.0,0.43799999999999994,0.439,0.375,0.441,0.759,0.495,0.33299999999999996,0.02,90.0,89.0,158.0,90.0,103.0,93.0,105.0,80.0,-37.7,-33.3
Ray Tolbert,24.0,45.0,712.0,0.526,0.532,0.0,0.526,0.545,0.535,0.23199999999999998,0.011000000000000001,108.0,108.0,,108.0,74.0,101.0,73.0,42.0,14.4,1.5
Mark Radford,23.0,54.0,439.0,0.488,0.519,0.222,0.5,0.41100000000000003,0.495,0.424,0.105,101.0,106.0,93.0,102.0,56.0,93.0,135.0,417.0,4.0,-14.9
Steve Hawes,32.0,31.0,556.0,0.493,0.496,0.429,0.503,0.7190000000000001,0.531,0.21899999999999997,0.048,102.0,101.0,180.0,103.0,97.0,100.0,69.0,191.0,4.4,-0.1
John Greig,21.0,9.0,26.0,0.5379999999999999,0.5379999999999999,,0.5379999999999999,0.833,0.607,0.462,0.0,111.0,109.0,,110.0,113.0,114.0,146.0,,1.3,2.4
Team,,,,0.493,0.499,0.20199999999999999,0.495,0.7340000000000001,0.54,0.34299999999999997,0.019,102.0,101.0,85.0,101.0,99.0,102.0,109.0,74.0,95.6,133.8
League Average,,,,0.485,0.49200000000000005,0.23800000000000002,0.488,0.74,0.531,0.315,0.025,,,,,,,,,,
