Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,1,3119,ATL,Atlanta Hawks,23.0,NBA,SF,3.0,109.0,8.5,0.49,0.02,0.33,7.8,6.5,7.1,1.5,0.9,0.5,17.2,23.6,,-0.1,0.1,0.0,-0.0,,-1.5,-2.1,-3.6,0.0
1984,1,3119,ATL,Atlanta Hawks,24.0,NBA,SF,5.0,197.0,16.5,0.49,0.01,0.37,11.9,13.5,12.6,10.5,3.1,0.3,13.3,24.7,,0.0,0.2,0.2,0.06,,1.9,-0.2,1.7,0.2
1986,1,3119,ATL,Atlanta Hawks,26.0,NBA,SF,9.0,360.0,16.7,0.51,0.02,0.36,6.1,10.4,8.3,11.1,1.2,0.3,10.6,32.8,,0.1,0.2,0.3,0.05,,1.9,-1.8,0.1,0.2
1987,1,3119,ATL,Atlanta Hawks,27.0,NBA,SF,9.0,360.0,18.8,0.5,0.05,0.35,8.6,13.7,11.2,12.9,2.3,1.5,9.7,33.2,,0.2,0.6,0.7,0.1,,3.9,-0.2,3.8,0.5
1988,1,3119,ATL,Atlanta Hawks,28.0,NBA,SF,12.0,473.0,22.9,0.53,0.06,0.42,9.2,10.4,9.8,12.0,1.7,0.8,7.8,35.8,,0.9,0.2,1.1,0.11,,5.1,-2.0,3.2,0.6
1989,1,3119,ATL,Atlanta Hawks,29.0,NBA,SF,5.0,212.0,19.3,0.51,0.15,0.33,5.8,10.6,8.1,17.3,1.0,2.6,8.3,31.4,,0.3,0.1,0.4,0.08,,5.2,-1.3,3.9,0.3
1991,1,3119,ATL,Atlanta Hawks,31.0,NBA,SF,5.0,195.0,16.4,0.48,0.16,0.37,3.2,13.6,8.5,13.1,2.4,1.6,9.1,27.1,,0.0,0.2,0.2,0.05,,2.5,-0.2,2.3,0.2
1993,1,3119,ATL,Atlanta Hawks,33.0,NBA,SF,3.0,113.0,22.7,0.51,0.16,0.4,11.1,4.3,7.9,17.3,1.4,0.6,10.2,37.8,,0.2,-0.1,0.1,0.05,,7.7,-2.6,5.2,0.2
1995,2,3119,BOS,Boston Celtics,35.0,NBA,SF,4.0,150.0,19.5,0.55,0.28,0.3,12.5,19.8,16.1,10.9,0.7,1.5,11.6,23.3,,0.3,0.2,0.4,0.14,,5.7,0.4,6.1,0.3
1999,22,3119,ORL,Orlando Magic,39.0,NBA,SF,1.0,3.0,17.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,,0.0,0.0,0.0,0.03,,4.1,-3.2,0.9,0.0
