Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
2019,18,MIN,Minnesota Timberwolves,36,46,0.44,5th of 5,-1.02,100.2,0.2,111.4,1.0,112.9,2.5,,"T. Thibodeau (19-21), R. Saunders (17-25)"
