Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,23.0,CHI,NBA,SF,82.0,42.0,2196.0,6.4,14.4,0.448,0.3,0.8,0.317,6.2,13.5,0.457,4.3,5.4,0.792,3.3,4.3,7.5,3.6,1.4,1.3,2.6,5.1,17.5,,108.0,109.0
1984,24.0,CHI,NBA,SF,78.0,6.0,1577.0,5.9,13.2,0.447,0.0,0.7,0.045,5.9,12.5,0.468,3.4,4.8,0.724,2.7,3.6,6.3,3.5,1.5,0.9,2.3,4.9,15.3,,104.0,109.0
1985,25.0,CHI,NBA,SF,68.0,5.0,942.0,6.1,13.8,0.441,0.5,1.9,0.27,5.6,11.9,0.468,3.1,4.6,0.667,2.8,4.7,7.5,3.7,1.1,0.7,2.5,4.7,15.8,,104.0,112.0
1986,26.0,TOT,NBA,SF,30.0,0.0,332.0,5.6,15.2,0.368,0.1,1.3,0.111,5.4,13.9,0.392,2.7,3.9,0.704,2.0,5.3,7.3,3.4,1.3,1.6,1.9,7.0,14.0,,94.0,109.0
1986,26.0,SEA,NBA,SF,12.0,0.0,94.0,4.7,14.2,0.333,0.5,2.1,0.25,4.2,12.1,0.348,1.6,2.6,0.6,1.6,4.7,6.3,3.1,1.0,0.5,2.1,5.8,11.5,,84.0,108.0
1986,26.0,SAS,NBA,SF,11.0,0.0,128.0,6.5,14.4,0.45,0.0,0.7,0.0,6.5,13.7,0.474,4.0,5.8,0.688,1.8,6.9,8.7,4.3,0.7,1.1,1.8,7.6,17.0,,108.0,109.0
1986,26.0,NJN,NBA,SF,2.0,0.0,29.0,4.8,25.6,0.188,0.0,3.2,0.0,4.8,22.4,0.214,0.0,0.0,,4.8,8.0,12.8,1.6,1.6,6.4,3.2,9.6,9.6,,53.0,100.0
1986,26.0,CHI,NBA,SF,5.0,0.0,81.0,5.3,13.7,0.391,0.0,0.6,0.0,5.3,13.1,0.409,3.0,3.6,0.833,1.8,2.4,4.2,3.0,2.4,1.8,1.2,6.5,13.7,,104.0,112.0
1987,27.0,GSW,NBA,SF,73.0,28.0,1497.0,6.7,13.0,0.519,0.1,0.5,0.176,6.7,12.5,0.534,6.3,7.6,0.833,2.3,5.2,7.5,3.0,1.3,0.7,2.4,4.6,19.9,,120.0,112.0
1988,28.0,GSW,NBA,SF,68.0,67.0,2188.0,8.2,15.7,0.526,0.4,0.8,0.487,7.8,14.8,0.528,5.9,7.0,0.848,2.0,4.3,6.3,4.1,1.5,0.7,2.4,4.1,22.8,,121.0,114.0
1989,29.0,GSW,NBA,PF,81.0,1.0,1887.0,7.1,15.0,0.476,1.6,4.0,0.393,5.6,11.0,0.505,4.5,5.4,0.821,2.6,6.3,8.9,3.8,0.9,1.0,1.8,4.1,20.3,,123.0,110.0
1990,30.0,GSW,NBA,PF,82.0,22.0,1993.0,6.9,14.4,0.481,1.5,4.4,0.347,5.4,10.0,0.54,5.3,6.5,0.821,2.7,6.9,9.6,2.9,1.1,1.2,2.1,4.2,20.7,,120.0,113.0
1991,31.0,GSW,NBA,SF,82.0,9.0,2024.0,5.9,12.8,0.463,1.7,5.0,0.332,4.3,7.8,0.549,4.2,5.2,0.819,2.5,5.6,8.1,2.6,1.2,0.8,1.5,4.5,17.8,,124.0,112.0
1992,32.0,GSW,NBA,SF,25.0,6.0,535.0,7.5,18.3,0.412,2.9,8.2,0.347,4.7,10.1,0.466,4.2,5.1,0.814,2.6,4.8,7.4,1.9,1.3,1.1,1.3,6.5,22.1,,118.0,112.0
1993,33.0,SAC,NBA,SF,69.0,4.0,1425.0,6.7,16.1,0.412,1.4,4.4,0.323,5.2,11.7,0.446,4.3,5.0,0.861,2.2,4.2,6.5,4.0,1.7,1.0,2.1,4.7,19.1,,110.0,111.0
1994,34.0,CLE,NBA,SF,36.0,11.0,547.0,6.8,15.6,0.436,2.1,4.8,0.44,4.7,10.8,0.434,3.0,4.0,0.738,2.4,5.5,7.9,3.4,2.4,1.3,2.0,5.1,18.7,,111.0,104.0
1995,35.0,GSW,NBA,SF,5.0,2.0,46.0,3.2,12.8,0.25,1.1,6.4,0.167,2.1,6.4,0.333,3.2,4.3,0.75,4.3,3.2,7.5,3.2,1.1,1.1,1.1,7.5,10.7,,97.0,115.0
