Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,29,2018,UTA,Utah Jazz,Naz Mitrou-Long,"August 3, 1993",24.0,NBA,SG,1.0,0.0,1.0,36.0,36.0,1.0,36.0,36.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
2019,29,2018,UTA,Utah Jazz,Naz Mitrou-Long,"August 3, 1993",25.0,NBA,SG,14.0,0.0,84.0,2.6,8.6,0.3,0.9,4.7,0.18,1.7,3.9,0.44,0.9,0.9,1.0,0.4,2.1,2.6,6.4,0.4,0.4,3.4,4.3,6.9
2020,12,2018,IND,Indiana Pacers,Naz Mitrou-Long,"August 3, 1993",26.0,NBA,SG,5.0,0.0,47.0,4.6,13.0,0.35,1.5,9.2,0.17,3.1,3.8,0.8,0.0,0.0,,0.0,5.4,5.4,6.1,0.8,0.8,2.3,1.5,10.7
