Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,24,2770,PHO,Phoenix Suns,20.0,NBA,PF,82.0,71.0,2570.0,392.0,830.0,0.47,2.0,10.0,0.2,390.0,820.0,0.48,0.47,320.0,484.0,0.66,250.0,471.0,721.0,78.0,62.0,87.0,189.0,269.0,1106.0
2004,24,2770,PHO,Phoenix Suns,21.0,NBA,PF,55.0,53.0,2025.0,411.0,865.0,0.48,1.0,5.0,0.2,410.0,860.0,0.48,0.48,310.0,435.0,0.71,157.0,339.0,496.0,78.0,64.0,89.0,177.0,188.0,1133.0
2005,24,2770,PHO,Phoenix Suns,22.0,NBA,C,80.0,80.0,2889.0,747.0,1336.0,0.56,3.0,16.0,0.19,744.0,1320.0,0.56,0.56,583.0,795.0,0.73,219.0,494.0,713.0,131.0,77.0,130.0,189.0,278.0,2080.0
2006,24,2770,PHO,Phoenix Suns,23.0,NBA,C,3.0,3.0,50.0,9.0,27.0,0.33,0.0,1.0,0.0,9.0,26.0,0.35,0.33,8.0,9.0,0.89,6.0,10.0,16.0,2.0,1.0,3.0,1.0,4.0,26.0
2007,24,2770,PHO,Phoenix Suns,24.0,NBA,C,82.0,78.0,2689.0,607.0,1055.0,0.57,0.0,3.0,0.0,607.0,1052.0,0.58,0.57,457.0,585.0,0.78,222.0,564.0,786.0,84.0,78.0,110.0,232.0,295.0,1671.0
2008,24,2770,PHO,Phoenix Suns,25.0,NBA,C,79.0,79.0,2677.0,714.0,1211.0,0.59,5.0,31.0,0.16,709.0,1180.0,0.6,0.59,556.0,691.0,0.8,178.0,541.0,719.0,118.0,64.0,163.0,174.0,294.0,1989.0
2009,24,2770,PHO,Phoenix Suns,26.0,NBA,PF,53.0,53.0,1948.0,404.0,749.0,0.54,3.0,7.0,0.43,401.0,742.0,0.54,0.54,323.0,387.0,0.84,116.0,314.0,430.0,104.0,49.0,57.0,150.0,163.0,1134.0
2010,24,2770,PHO,Phoenix Suns,27.0,NBA,PF,82.0,82.0,2838.0,704.0,1264.0,0.56,1.0,6.0,0.17,703.0,1258.0,0.56,0.56,487.0,632.0,0.77,230.0,502.0,732.0,82.0,52.0,83.0,213.0,281.0,1896.0
2011,20,2770,NYK,New York Knicks,28.0,NBA,C,78.0,78.0,2870.0,744.0,1482.0,0.5,10.0,23.0,0.44,734.0,1459.0,0.5,0.5,473.0,597.0,0.79,198.0,438.0,636.0,202.0,71.0,150.0,250.0,274.0,1971.0
2012,20,2770,NYK,New York Knicks,29.0,NBA,PF,47.0,47.0,1543.0,316.0,654.0,0.48,5.0,21.0,0.24,311.0,633.0,0.49,0.49,186.0,243.0,0.76,106.0,261.0,367.0,52.0,38.0,45.0,112.0,138.0,823.0
2013,20,2770,NYK,New York Knicks,30.0,NBA,PF,29.0,0.0,682.0,154.0,267.0,0.58,0.0,0.0,,154.0,267.0,0.58,0.58,105.0,130.0,0.81,60.0,85.0,145.0,13.0,10.0,21.0,50.0,89.0,413.0
2014,20,2770,NYK,New York Knicks,31.0,NBA,C,65.0,21.0,1466.0,311.0,558.0,0.56,0.0,0.0,,311.0,558.0,0.56,0.56,150.0,203.0,0.74,112.0,208.0,320.0,34.0,23.0,37.0,91.0,159.0,772.0
2015,31,2770,TOT,Total After Trade,32.0,NBA,PF,59.0,15.0,1245.0,273.0,490.0,0.56,0.0,4.0,0.0,273.0,486.0,0.56,0.56,134.0,186.0,0.72,110.0,219.0,329.0,45.0,29.0,38.0,78.0,161.0,680.0
2015,20,2770,NYK,New York Knicks,32.0,NBA,PF,36.0,14.0,865.0,169.0,311.0,0.54,0.0,3.0,0.0,169.0,308.0,0.55,0.54,94.0,127.0,0.74,83.0,162.0,245.0,37.0,20.0,34.0,63.0,111.0,432.0
2015,7,2770,DAL,Dallas Mavericks,32.0,NBA,PF,23.0,1.0,380.0,104.0,179.0,0.58,0.0,1.0,0.0,104.0,178.0,0.58,0.58,40.0,59.0,0.68,27.0,57.0,84.0,8.0,9.0,4.0,15.0,50.0,248.0
2016,16,2770,MIA,Miami Heat,33.0,NBA,C,52.0,36.0,762.0,125.0,221.0,0.57,0.0,0.0,,125.0,221.0,0.57,0.57,50.0,67.0,0.75,65.0,157.0,222.0,27.0,18.0,41.0,47.0,92.0,300.0
