Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,26,1632,SAC,Sacramento Kings,24.0,NBA,C,3.0,0.0,45.0,5.0,13.0,0.38,0.0,0.0,,5.0,13.0,0.38,0.38,5.0,6.0,0.83,8.0,6.0,14.0,1.0,1.0,1.0,2.0,8.0,15.0
1989,2,1632,BOS,Boston Celtics,27.0,NBA,C,3.0,0.0,65.0,6.0,11.0,0.55,0.0,1.0,0.0,6.0,10.0,0.6,0.55,7.0,9.0,0.78,4.0,13.0,17.0,2.0,0.0,1.0,6.0,9.0,19.0
1990,2,1632,BOS,Boston Celtics,28.0,NBA,C,5.0,0.0,79.0,13.0,17.0,0.76,0.0,1.0,0.0,13.0,16.0,0.81,0.76,5.0,6.0,0.83,3.0,11.0,14.0,2.0,2.0,3.0,4.0,12.0,31.0
1991,2,1632,BOS,Boston Celtics,29.0,NBA,C,5.0,1.0,31.0,4.0,9.0,0.44,0.0,0.0,,4.0,9.0,0.44,0.44,0.0,0.0,,5.0,6.0,11.0,1.0,0.0,0.0,2.0,7.0,8.0
1992,2,1632,BOS,Boston Celtics,30.0,NBA,C,9.0,0.0,82.0,9.0,22.0,0.41,0.0,1.0,0.0,9.0,21.0,0.43,0.41,2.0,2.0,1.0,6.0,16.0,22.0,1.0,0.0,1.0,3.0,11.0,20.0
1993,2,1632,BOS,Boston Celtics,31.0,NBA,C,4.0,0.0,29.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,0.0,4.0,6.0
1994,24,1632,PHO,Phoenix Suns,32.0,NBA,C,8.0,0.0,81.0,12.0,28.0,0.43,0.0,0.0,,12.0,28.0,0.43,0.43,4.0,6.0,0.67,5.0,12.0,17.0,3.0,1.0,4.0,2.0,15.0,28.0
1995,24,1632,PHO,Phoenix Suns,33.0,NBA,C,10.0,10.0,167.0,31.0,54.0,0.57,1.0,2.0,0.5,30.0,52.0,0.58,0.58,0.0,0.0,,8.0,23.0,31.0,8.0,5.0,3.0,6.0,35.0,63.0
1996,24,1632,PHO,Phoenix Suns,34.0,NBA,C,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1999,24,1632,PHO,Phoenix Suns,37.0,NBA,C,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
