Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,5,1057,CHI,Chicago Bulls,Steve Goodrich,"March 18, 1976",24.0,NBA,PF,12.0,0.0,133.0,2.8,7.3,0.39,0.4,1.2,0.33,2.4,6.1,0.4,1.6,2.8,0.57,2.8,5.7,8.5,2.4,0.8,0.4,3.2,5.7,7.7,,82.0,110.0
2002,3,1057,NJN,New Jersey Nets,Steve Goodrich,"March 18, 1976",25.0,NBA,SF,9.0,0.0,50.0,2.1,10.5,0.2,0.0,0.0,,2.1,10.5,0.2,1.0,2.1,0.5,1.0,4.2,5.2,5.2,1.0,2.1,3.1,10.5,5.2,,59.0,102.0
