NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
50,Joel Anthony,C,6-9,245,1982-08-09,CA,6,UNLV
52,Chris Babb,SG,6-5,225,1990-02-14,US,R,"Penn State, Iowa State"
30,Brandon Bass,PF,6-8,250,1985-04-30,US,8,LSU
11,Jerryd Bayless,PG,6-3,200,1988-08-20,US,5,Arizona
13,Vander Blue,SG,6-4,200,1992-07-17,US,R,Marquette
4,Keith Bogans,SG,6-5,215,1980-05-12,US,10,Kentucky
0,Avery Bradley,SG,6-3,180,1990-11-26,US,3,Texas
12,MarShon Brooks,SG,6-5,200,1989-01-26,US,2,Providence
27,Jordan Crawford,PG,6-4,195,1988-10-23,US,3,"Indiana, Xavier"
38,Vítor Faverani,C,6-11,260,1988-05-05,BR,R,
8,Jeff Green,SF,6-8,235,1986-08-28,US,5,Georgetown
43,Kris Humphries,PF,6-9,235,1985-02-06,US,9,Minnesota
12,Chris Johnson,SF,6-6,206,1990-04-29,US,1,Dayton
11,Courtney Lee,SG,6-5,215,1985-10-03,US,5,Western Kentucky
41,Kelly Olynyk,C,6-11,240,1991-04-19,CA,R,Gonzaga
26,Phil Pressey,PG,5-11,175,1991-02-17,US,R,Missouri
9,Rajon Rondo,PG,6-1,180,1986-02-22,US,7,Kentucky
7,Jared Sullinger,PF,6-9,260,1992-03-04,US,1,Ohio State
45,Gerald Wallace,SF,6-7,215,1982-07-23,US,12,Alabama
