NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Tony Allen,SG,6-4,213,1982-01-11,US,9,"Butler County Community College, Oklahoma State"
7,Jerryd Bayless,PG,6-3,200,1988-08-20,US,5,Arizona
12,Nick Calathes,SG,6-6,213,1989-02-07,US,R,Florida
11,Mike Conley,PG,6-1,175,1987-10-11,US,6,Ohio State
1,Seth Curry,PG,6-2,185,1990-08-23,US,R,"Liberty, Duke"
32,Ed Davis,PF,6-9,218,1989-06-05,US,3,UNC
22,Jamaal Franklin,SG,6-5,191,1991-07-21,US,R,San Diego State
33,Marc Gasol,C,6-11,255,1985-01-29,ES,5,
3,James Johnson,SF,6-7,240,1987-02-20,US,4,Wake Forest
41,Kosta Koufos,C,7-0,245,1989-02-24,US,5,Ohio State
5,Courtney Lee,SG,6-5,215,1985-10-03,US,5,Western Kentucky
30,Jon Leuer,PF,6-10,228,1989-05-14,US,2,Wisconsin
13,Mike Miller,SF,6-8,218,1980-02-19,US,13,Florida
7,Darius Morris,PG,6-4,190,1991-01-03,US,2,Michigan
20,Quincy Pondexter,SG,6-7,230,1988-03-10,US,3,Washington
21,Tayshaun Prince,SF,6-9,212,1980-02-28,US,11,Kentucky
50,Zach Randolph,PF,6-9,250,1981-07-16,US,12,Michigan State
19,Beno Udrih,SG,6-3,205,1982-07-05,SI,9,
