NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
6,Kent Bazemore,SG,6-4,195,1989-07-01,US,1,Old Dominion
5,Steve Blake,PG,6-3,172,1980-02-26,US,10,Maryland
2,MarShon Brooks,SG,6-5,200,1989-01-26,US,2,Providence
24,Kobe Bryant,SG,6-6,212,1978-08-23,US,17,
1,Jordan Farmar,PG,6-2,180,1986-11-30,US,6,UCLA
16,Pau Gasol,C,7-0,250,1980-07-06,ES,12,
2,Elias Harris,SF,6-8,239,1989-07-06,DE,R,Gonzaga
3,Manny Harris,SG,6-5,185,1989-09-21,US,2,Michigan
7,Xavier Henry,SF,6-6,220,1991-03-15,BE,3,Kansas
27,Jordan Hill,PF,6-10,235,1987-07-27,US,4,Arizona
11,Wesley Johnson,SF,6-7,215,1987-07-11,US,3,"Iowa State, Syracuse"
9,Chris Kaman,C,7-0,265,1982-04-28,US,10,Central Michigan University
4,Ryan Kelly,PF,6-11,230,1991-04-09,US,R,Duke
12,Kendall Marshall,PG,6-4,200,1991-08-19,US,1,UNC
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,4,Kentucky
10,Steve Nash,PG,6-3,195,1974-02-07,ZA,17,Santa Clara
50,Robert Sacre,C,7-0,270,1989-06-06,US,1,Gonzaga
3,Shawne Williams,PF,6-9,225,1986-02-16,US,5,Memphis
0,Nick Young,SG,6-7,210,1985-06-01,US,6,USC
