NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
45,Cole Aldrich,C,6-11,250,1988-10-31,US,3,Kansas
7,Carmelo Anthony,PF,6-8,238,1984-05-29,US,10,Syracuse
77,Andrea Bargnani,C,7-0,245,1985-10-26,IT,7,
26,Shannon Brown,SG,6-4,205,1985-11-29,US,7,Michigan State
6,Tyson Chandler,C,7-0,235,1982-10-02,US,12,
0,Earl Clark,PF,6-10,225,1988-01-17,US,4,Louisville
2,Raymond Felton,PG,6-1,205,1984-06-26,US,8,UNC
5,Tim Hardaway,SG,6-5,205,1992-03-16,US,R,Michigan
3,Kenyon Martin,PF,6-9,234,1977-12-30,US,13,Cincinnati
23,Toure' Murry,PG,6-5,195,1989-11-08,US,R,Wichita State
9,Pablo Prigioni,PG,6-3,185,1977-05-17,AR,1,
21,Iman Shumpert,SG,6-5,215,1990-06-26,US,2,Georgia Tech
0,Chris Smith,PG,6-2,200,1987-10-13,US,R,"Manhattan College, Louisville"
8,J.R. Smith,SF,6-6,225,1985-09-09,US,9,
1,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,11,
4,Jeremy Tyler,C,6-10,260,1991-06-21,US,2,
18,Beno Udrih,SG,6-3,205,1982-07-05,SI,9,
51,Metta World Peace,SF,6-6,260,1979-11-13,US,14,St. John's
