NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
4,Quincy Acy,SF,6-7,240,1990-10-06,US,1,Baylor
14,D.J. Augustin,PG,5-11,183,1987-11-10,US,5,Texas
13,Dwight Buycks,PG,6-3,190,1989-03-06,US,R,Marquette
5,Austin Daye,SF,6-11,220,1988-06-05,US,4,Gonzaga
3,Nando De Colo,SF,6-5,200,1987-06-23,FR,1,
10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,4,USC
2,Landry Fields,SF,6-7,210,1988-06-27,US,3,Stanford
22,Rudy Gay,SF,6-8,250,1986-08-17,US,7,UConn
34,Aaron Gray,C,7-0,270,1984-12-07,US,6,Pitt
50,Tyler Hansbrough,PF,6-9,250,1985-11-03,US,4,UNC
44,Chuck Hayes,C,6-6,240,1983-06-11,US,8,Kentucky
15,Amir Johnson,PF,6-9,240,1987-05-01,US,8,
7,Kyle Lowry,PG,6-0,196,1986-03-25,US,7,Villanova
16,Steve Novak,PF,6-10,225,1983-06-13,US,7,Marquette
54,Patrick Patterson,PF,6-8,235,1989-03-14,US,3,Kentucky
31,Terrence Ross,SG,6-6,206,1991-02-05,US,1,Washington
25,John Salmons,SG,6-7,210,1979-12-12,US,11,Miami (FL)
77,Julyan Stone,SG,6-6,200,1988-12-07,US,2,Texas-El Paso
17,Jonas Valančiūnas,C,6-11,265,1992-05-06,LT,1,
21,Greivis Vásquez,PG,6-6,217,1987-01-16,VE,3,Maryland
