NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Trevor Ariza,SF,6-8,215,1985-06-30,US,9,UCLA
3,Bradley Beal,SG,6-3,207,1993-06-28,US,1,Florida
35,Trevor Booker,PF,6-8,228,1987-11-25,US,3,Clemson
90,Drew Gooden,C,6-10,250,1981-09-24,US,11,Kansas
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,6,
7,Al Harrington,PF,6-9,230,1980-02-17,US,15,
42,Nenê Hilário,PF,6-11,250,1982-09-13,BR,11,
6,Eric Maynor,PG,6-3,175,1987-06-11,US,4,VCU
24,Andre Miller,SG,6-3,200,1976-03-19,US,14,Utah
22,Otto Porter,SF,6-8,198,1993-06-03,US,R,Georgetown
14,Glen Rice,SG,6-6,206,1991-01-01,US,R,Georgia Tech
13,Kevin Séraphin,C,6-9,285,1989-12-07,GF,3,
31,Chris Singleton,SF,6-8,230,1989-11-21,US,2,Florida State
17,Garrett Temple,SG,6-5,195,1986-05-08,US,3,LSU
24,Jan Veselý,PF,6-11,240,1990-04-24,CZ,2,
2,John Wall,PG,6-4,210,1990-09-06,US,3,Kentucky
9,Martell Webster,SF,6-7,230,1986-12-04,US,8,
