SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2014,7,DAL,45,DeJuan Blair,PF,6-7,270,1989-04-22,US,4,Pitt
2014,7,DAL,8,Jose Calderon,PG,6-3,200,1981-09-28,ES,8,
2014,7,DAL,25,Vince Carter,SG,6-6,220,1977-01-26,US,15,UNC
2014,7,DAL,9,Jae Crowder,SF,6-6,235,1990-07-06,US,1,Marquette
2014,7,DAL,1,Samuel Dalembert,C,6-11,255,1981-05-10,HT,11,Seton Hall
2014,7,DAL,21,Wayne Ellington,SG,6-4,207,1987-11-29,US,4,UNC
2014,7,DAL,11,Monta Ellis,SG,6-3,185,1985-10-26,US,8,
2014,7,DAL,20,Devin Harris,PG,6-3,185,1983-02-27,US,9,Wisconsin
2014,7,DAL,5,Bernard James,C,6-10,240,1985-02-07,US,1,Florida State
2014,7,DAL,3,Shane Larkin,PG,5-11,175,1992-10-02,US,R,Miami (FL)
2014,7,DAL,7,Ricky Ledo,SG,6-7,195,1992-09-10,US,R,
2014,7,DAL,0,Shawn Marion,SF,6-7,220,1978-05-07,US,14,UNLV
2014,7,DAL,33,Gal Mekel,PG,6-3,191,1988-03-04,IL,R,Wichita State
2014,7,DAL,41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,15,
2014,7,DAL,34,Brandan Wright,C,6-10,210,1987-10-05,US,5,UNC
