NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
4,Jeff Adrien,PF,6-7,245,1986-02-10,US,3,UConn
0,Bismack Biyombo,C,6-8,255,1992-08-28,CD,2,
55,Chris Douglas-Roberts,SF,6-7,200,1987-01-08,US,4,Memphis
8,Ben Gordon,SG,6-3,200,1983-04-04,GB,9,UConn
41,Justin Hamilton,C,7-0,260,1990-04-01,US,R,"Iowa State, LSU"
9,Gerald Henderson,SG,6-5,215,1987-12-09,US,4,Duke
25,Al Jefferson,C,6-10,289,1985-01-04,US,9,
14,Michael Kidd-Gilchrist,SF,6-6,232,1993-09-26,US,1,Kentucky
11,Josh McRoberts,PF,6-10,240,1987-02-28,US,6,Duke
12,Gary Neal,SG,6-4,210,1984-10-03,US,3,"La Salle, Towson University"
5,Jannero Pargo,PG,6-1,175,1979-10-22,US,9,Arkansas
13,Luke Ridnour,PG,6-2,175,1981-02-13,US,10,Oregon
7,Ramon Sessions,PG,6-3,190,1986-04-11,US,6,Nevada
31,James Southerland,SF,6-8,215,1990-04-28,US,R,Syracuse
44,Jeffery Taylor,SF,6-7,225,1989-05-23,SE,1,Vanderbilt
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,5,Creighton
15,Kemba Walker,PG,6-0,184,1990-05-08,US,2,UConn
8,D.J. White,PF,6-9,251,1986-08-31,US,5,Indiana
40,Cody Zeller,C,7-0,240,1992-10-05,US,R,Indiana
