NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,J.J. Barea,PG,5-10,180,1984-06-26,PR,7,Northeastern University
13,Corey Brewer,SF,6-9,186,1986-03-05,US,6,Florida
10,Chase Budinger,SF,6-7,209,1988-05-22,US,4,Arizona
33,Dante Cunningham,PF,6-8,230,1987-04-22,US,4,Villanova
5,Gorgui Dieng,C,6-10,252,1990-01-18,SN,R,Louisville
6,Robbie Hummel,SF,6-8,215,1989-03-08,US,R,Purdue
0,Othyus Jeffers,SG,6-5,200,1985-08-05,US,2,"University of Illinois at Chicago, Robert Morris University (IL)"
42,Kevin Love,PF,6-8,251,1988-09-07,US,5,UCLA
23,Kevin Martin,SG,6-7,199,1983-02-01,US,9,Western Carolina University
12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,5,UCLA
15,Shabazz Muhammad,SG,6-6,223,1992-11-13,US,R,UCLA
14,Nikola Peković,C,6-11,307,1986-01-03,ME,3,
22,A.J. Price,SG,6-2,181,1986-10-07,US,4,UConn
9,Ricky Rubio,PG,6-3,190,1990-10-21,ES,2,
1,Alexey Shved,SG,6-6,190,1988-12-16,RU,1,
32,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,8,Gonzaga
7,Derrick Williams,PF,6-8,240,1991-05-25,US,2,Arizona
