NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,Andris Biedriņš,C,6-11,240,1986-04-02,LV,9,
3,Trey Burke,PG,6-0,185,1992-11-12,US,R,Michigan
10,Alec Burks,SG,6-6,214,1991-07-20,US,2,Colorado
21,Ian Clark,SG,6-3,175,1991-03-07,US,R,Belmont
40,Jeremy Evans,SF,6-9,200,1987-10-24,US,3,Western Kentucky
15,Derrick Favors,PF,6-9,265,1991-07-15,US,3,Georgia Tech
8,Diante Garrett,PG,6-4,190,1988-11-03,US,1,Iowa State
27,Rudy Gobert,C,7-1,258,1992-06-26,FR,R,
33,Mike Harris,PF,6-6,240,1983-06-15,US,3,Rice University
20,Gordon Hayward,SF,6-7,225,1990-03-23,US,3,Butler
24,Richard Jefferson,SF,6-7,233,1980-06-21,US,12,Arizona
0,Enes Kanter,C,6-10,250,1992-05-20,CH,2,
5,John Lucas III,PG,5-11,166,1982-11-21,US,5,"Baylor, Oklahoma State"
25,Brandon Rush,SG,6-6,220,1985-07-07,US,5,Kansas
22,Malcolm Thomas,PF,6-9,225,1988-11-08,US,2,"Pepperdine, San Diego State"
6,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,10,Iowa State
2,Marvin Williams,PF,6-8,237,1986-06-19,US,8,UNC
