SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2014,19,NOP,12-42,Alexis Ajinca,C,7-2,248,1988-05-06,FR,3,
2014,19,NOP,0,Al-Farouq Aminu,SF,6-8,220,1990-09-21,US,3,Wake Forest
2014,19,NOP,17,Lou Amundson,PF,6-9,220,1982-12-07,US,7,UNLV
2014,19,NOP,33,Ryan Anderson,PF,6-9,240,1988-05-06,US,5,California
2014,19,NOP,8,Luke Babbitt,PF,6-9,225,1989-06-20,US,3,Nevada
2014,19,NOP,8,Josh Childress,SF,6-8,210,1983-06-20,US,7,Stanford
2014,19,NOP,23,Anthony Davis,PF,6-10,253,1993-03-11,US,1,Kentucky
2014,19,NOP,4,Melvin Ely,C,6-10,260,1978-05-02,US,8,Fresno State
2014,19,NOP,1,Tyreke Evans,SF,6-6,220,1989-09-19,US,4,Memphis
2014,19,NOP,10,Eric Gordon,SG,6-3,215,1988-12-25,US,5,Indiana
2014,19,NOP,11,Jrue Holiday,PG,6-3,205,1990-06-12,US,4,UCLA
2014,19,NOP,2,Darius Miller,SF,6-6,225,1990-03-21,US,1,Kentucky
2014,19,NOP,3,Anthony Morrow,SG,6-5,210,1985-09-27,US,5,Georgia Tech
2014,19,NOP,21,Arinze Onuaku,PF,6-9,255,1987-07-13,US,R,Syracuse
2014,19,NOP,25,Austin Rivers,PG,6-3,200,1992-08-01,US,1,Duke
2014,19,NOP,22,Brian Roberts,PG,6-1,173,1985-12-03,US,1,Dayton
2014,19,NOP,14,Jason Smith,PF,7-0,240,1986-03-02,US,5,Colorado State
2014,19,NOP,31,James Southerland,SF,6-8,215,1990-04-28,US,R,Syracuse
2014,19,NOP,34,Greg Stiemsma,C,6-11,260,1985-09-26,US,2,Wisconsin
2014,19,NOP,42,Lance Thomas,SF,6-8,240,1988-04-24,US,2,Duke
2014,19,NOP,5,Jeff Withey,C,7-0,231,1990-03-07,US,R,Kansas
