NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Jeff Adrien,PF,6-7,245,1986-02-10,US,3,UConn
34,Giannis Antetokounmpo,SF,6-11,242,1994-12-06,GR,R,
3,Caron Butler,SF,6-7,228,1980-03-13,US,11,UConn
31,John Henson,PF,6-9,219,1990-12-28,US,1,UNC
7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,5,
11,Brandon Knight,PG,6-2,182,1991-12-02,US,2,Kentucky
0,O.J. Mayo,SG,6-5,210,1987-11-05,US,5,USC
22,Khris Middleton,SF,6-7,222,1991-08-12,US,1,Texas A&M
18,Tony Mitchell,SF,6-6,216,1989-08-07,US,R,Alabama
12,Gary Neal,SG,6-4,210,1984-10-03,US,3,"La Salle, Towson University"
27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,10,
9,Miroslav Raduljica,C,7-0,250,1988-01-05,RS,R,
13,Luke Ridnour,PG,6-2,175,1981-02-13,US,10,Oregon
8,Larry Sanders,C,6-11,235,1988-11-21,US,3,VCU
13,Ramon Sessions,PG,6-3,190,1986-04-11,US,6,Nevada
15,D.J. Stephens,SG,6-5,188,1990-12-19,US,R,Memphis
5,Ekpe Udoh,PF,6-10,245,1987-05-20,US,3,"Michigan, Baylor"
6,Nate Wolters,PG,6-4,190,1991-05-15,US,R,South Dakota State
15,Chris Wright,SF,6-8,226,1988-09-30,US,1,Dayton
