Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,22.0,NYK,NBA,SG,81.0,,949.0,165.0,373.0,0.442,1.0,5.0,0.2,164.0,368.0,0.446,0.444,49.0,64.0,0.766,33.0,64.0,97.0,75.0,36.0,12.0,54.0,95.0,380.0
1982,23.0,TOT,NBA,SG,83.0,74.0,2331.0,538.0,1069.0,0.503,7.0,25.0,0.28,531.0,1044.0,0.509,0.507,221.0,286.0,0.773,102.0,145.0,247.0,222.0,142.0,35.0,153.0,220.0,1304.0
1982,23.0,NJN,NBA,SG,7.0,0.0,145.0,30.0,68.0,0.441,0.0,1.0,0.0,30.0,67.0,0.448,0.441,23.0,32.0,0.719,5.0,8.0,13.0,16.0,7.0,2.0,9.0,21.0,83.0
1982,23.0,KCK,NBA,SG,76.0,74.0,2186.0,508.0,1001.0,0.507,7.0,24.0,0.292,501.0,977.0,0.513,0.511,198.0,254.0,0.78,97.0,137.0,234.0,206.0,135.0,33.0,144.0,199.0,1221.0
1983,24.0,KCK,NBA,SG,81.0,3.0,2426.0,584.0,1154.0,0.506,7.0,33.0,0.212,577.0,1121.0,0.515,0.509,298.0,377.0,0.79,84.0,164.0,248.0,254.0,137.0,59.0,174.0,203.0,1473.0
1984,25.0,KCK,NBA,SG,71.0,12.0,1838.0,389.0,816.0,0.477,2.0,8.0,0.25,387.0,808.0,0.479,0.478,247.0,302.0,0.818,62.0,113.0,175.0,175.0,83.0,28.0,115.0,174.0,1027.0
1985,26.0,KCK,NBA,SG,78.0,3.0,1998.0,530.0,1068.0,0.496,5.0,21.0,0.238,525.0,1047.0,0.501,0.499,264.0,330.0,0.8,69.0,129.0,198.0,143.0,117.0,28.0,139.0,216.0,1329.0
1986,27.0,SAC,NBA,SG,81.0,51.0,2417.0,510.0,1073.0,0.475,2.0,13.0,0.154,508.0,1060.0,0.479,0.476,242.0,289.0,0.837,94.0,132.0,226.0,197.0,92.0,37.0,145.0,215.0,1264.0
1987,28.0,LAC,NBA,SG,74.0,66.0,2126.0,494.0,1130.0,0.437,34.0,123.0,0.276,460.0,1007.0,0.457,0.452,240.0,290.0,0.828,68.0,94.0,162.0,196.0,100.0,16.0,168.0,201.0,1262.0
1988,29.0,LAC,NBA,SG,80.0,77.0,2534.0,562.0,1263.0,0.445,18.0,78.0,0.231,544.0,1185.0,0.459,0.452,296.0,341.0,0.868,64.0,126.0,190.0,273.0,109.0,26.0,186.0,210.0,1438.0
1989,30.0,HOU,NBA,SG,81.0,79.0,2259.0,410.0,936.0,0.438,31.0,89.0,0.348,379.0,847.0,0.447,0.455,195.0,237.0,0.823,51.0,143.0,194.0,206.0,89.0,18.0,136.0,195.0,1046.0
1990,31.0,HOU,NBA,SG,61.0,11.0,972.0,160.0,405.0,0.395,12.0,41.0,0.293,148.0,364.0,0.407,0.41,62.0,86.0,0.721,25.0,63.0,88.0,66.0,42.0,11.0,49.0,100.0,394.0
1991,32.0,TOT,NBA,SG,15.0,3.0,171.0,26.0,77.0,0.338,1.0,7.0,0.143,25.0,70.0,0.357,0.344,11.0,13.0,0.846,3.0,10.0,13.0,15.0,5.0,5.0,12.0,18.0,64.0
1991,32.0,HOU,NBA,SG,11.0,3.0,125.0,21.0,54.0,0.389,1.0,6.0,0.167,20.0,48.0,0.417,0.398,10.0,12.0,0.833,2.0,9.0,11.0,10.0,5.0,4.0,7.0,11.0,53.0
1991,32.0,CLE,NBA,SG,4.0,0.0,46.0,5.0,23.0,0.217,0.0,1.0,0.0,5.0,22.0,0.227,0.217,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,5.0,7.0,11.0
