Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2015,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",20.0,NBA,C,12.0,0.0,90.0,14.0,29.0,0.48,0.0,0.0,,14.0,29.0,0.48,0.48,4.0,23.0,0.17,10.0,26.0,36.0,2.0,1.0,9.0,5.0,14.0,32.0,,0.0
2016,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",21.0,NBA,C,77.0,35.0,1471.0,231.0,397.0,0.58,0.0,1.0,0.0,231.0,396.0,0.58,0.58,80.0,211.0,0.38,194.0,300.0,494.0,47.0,59.0,92.0,60.0,190.0,542.0,,0.0
2017,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",22.0,NBA,C,65.0,59.0,1551.0,362.0,563.0,0.64,0.0,0.0,,362.0,563.0,0.64,0.64,94.0,177.0,0.53,178.0,348.0,526.0,63.0,34.0,79.0,87.0,179.0,818.0,,0.0
2018,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",23.0,NBA,C,74.0,74.0,2034.0,441.0,676.0,0.65,0.0,1.0,0.0,441.0,675.0,0.65,0.65,144.0,257.0,0.56,241.0,561.0,802.0,68.0,58.0,137.0,103.0,185.0,1026.0,,0.0
2019,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",24.0,NBA,C,67.0,67.0,2249.0,474.0,732.0,0.65,0.0,0.0,,474.0,732.0,0.65,0.65,166.0,261.0,0.64,298.0,550.0,848.0,96.0,44.0,102.0,94.0,168.0,1114.0,,0.0
2020,11,467,HOU,Houston Rockets,Clint Capela,"May 18, 1994",25.0,NBA,C,39.0,39.0,1279.0,244.0,388.0,0.63,0.0,0.0,,244.0,388.0,0.63,0.63,55.0,104.0,0.53,168.0,369.0,537.0,48.0,33.0,72.0,63.0,102.0,543.0,,0.0
2021,1,467,ATL,Atlanta Hawks,Clint Capela,"May 18, 1994",26.0,NBA,C,20.0,20.0,593.0,120.0,218.0,0.55,0.0,0.0,,120.0,218.0,0.55,0.55,34.0,63.0,0.54,96.0,195.0,291.0,22.0,15.0,47.0,27.0,44.0,274.0,,1.0
