Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2014,22,2197,ORL,Orlando Magic,21.0,NBA,PG,80.0,44.0,2487.0,392.0,936.0,0.42,74.0,226.0,0.33,318.0,710.0,0.45,0.46,248.0,318.0,0.78,43.0,286.0,329.0,327.0,129.0,37.0,256.0,210.0,1106.0,,1.0
2015,22,2197,ORL,Orlando Magic,22.0,NBA,SG,72.0,71.0,2573.0,473.0,1086.0,0.44,84.0,248.0,0.34,389.0,838.0,0.46,0.47,262.0,320.0,0.82,51.0,251.0,302.0,295.0,120.0,19.0,204.0,187.0,1292.0,,0.0
2016,22,2197,ORL,Orlando Magic,23.0,NBA,SG,72.0,52.0,2379.0,425.0,970.0,0.44,98.0,282.0,0.35,327.0,688.0,0.48,0.49,205.0,247.0,0.83,48.0,297.0,345.0,282.0,116.0,54.0,153.0,174.0,1153.0,,1.0
2017,21,2197,OKC,Oklahoma City Thunder,24.0,NBA,SG,67.0,67.0,2222.0,412.0,932.0,0.44,127.0,352.0,0.36,285.0,580.0,0.49,0.51,116.0,154.0,0.75,39.0,252.0,291.0,176.0,78.0,21.0,119.0,155.0,1067.0,,0.0
2018,12,2197,IND,Indiana Pacers,25.0,NBA,SG,75.0,75.0,2552.0,640.0,1342.0,0.48,161.0,434.0,0.37,479.0,908.0,0.53,0.54,294.0,368.0,0.8,47.0,343.0,390.0,323.0,177.0,57.0,219.0,175.0,1735.0,,0.0
2019,12,2197,IND,Indiana Pacers,26.0,NBA,SG,36.0,36.0,1147.0,249.0,588.0,0.42,74.0,216.0,0.34,175.0,372.0,0.47,0.49,103.0,141.0,0.73,21.0,181.0,202.0,186.0,60.0,11.0,82.0,72.0,675.0,,0.0
2020,12,2197,IND,Indiana Pacers,27.0,NBA,SG,19.0,16.0,528.0,97.0,246.0,0.39,33.0,104.0,0.32,64.0,142.0,0.45,0.46,48.0,59.0,0.81,9.0,66.0,75.0,56.0,17.0,4.0,47.0,36.0,275.0,,0.0
2021,31,2197,TOT,Total After Trade,28.0,NBA,SG,17.0,17.0,554.0,127.0,311.0,0.41,44.0,130.0,0.34,83.0,181.0,0.46,0.48,48.0,65.0,0.74,3.0,84.0,87.0,79.0,24.0,7.0,38.0,40.0,346.0,,0.0
2021,12,2197,IND,Indiana Pacers,28.0,NBA,SG,9.0,9.0,300.0,64.0,152.0,0.42,25.0,69.0,0.36,39.0,83.0,0.47,0.5,27.0,37.0,0.73,1.0,50.0,51.0,38.0,15.0,2.0,18.0,23.0,180.0,,0.0
2021,11,2197,HOU,Houston Rockets,28.0,NBA,SG,8.0,8.0,254.0,63.0,159.0,0.4,19.0,61.0,0.31,44.0,98.0,0.45,0.46,21.0,28.0,0.75,2.0,34.0,36.0,41.0,9.0,5.0,20.0,17.0,166.0,,0.0
