Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,21,OKC,Oklahoma City Thunder,Kevin Durant,20,74,74,2885,8.2,17.3,0.48,1.2,2.9,0.42,7.0,14.5,0.49,5.6,6.5,0.86,1.0,5.1,6.0,2.6,1.2,0.7,2.8,1.7,23.3
2009,21,OKC,Oklahoma City Thunder,Jeff Green,22,78,78,2873,6.0,13.4,0.45,1.2,3.1,0.39,4.8,10.3,0.46,3.0,3.8,0.79,1.5,5.0,6.5,1.9,1.0,0.4,2.2,2.5,16.2
2009,21,OKC,Oklahoma City Thunder,Russell Westbrook,20,82,65,2668,5.9,14.8,0.4,0.5,1.7,0.27,5.4,13.0,0.42,4.7,5.8,0.82,2.4,3.0,5.4,5.9,1.5,0.2,3.7,2.6,16.9
2009,21,OKC,Oklahoma City Thunder,Nick Collison,28,71,40,1831,4.8,8.4,0.57,0.0,0.0,0.0,4.8,8.4,0.57,1.9,2.7,0.72,3.6,6.1,9.6,1.3,1.0,1.0,1.4,4.7,11.5
2009,21,OKC,Oklahoma City Thunder,Earl Watson,29,68,18,1776,3.5,9.2,0.38,0.4,1.7,0.24,3.1,7.5,0.42,1.6,2.1,0.76,0.7,3.0,3.7,7.9,1.0,0.2,3.2,2.8,9.1
2009,21,OKC,Oklahoma City Thunder,Kyle Weaver,22,56,19,1166,3.5,7.6,0.46,1.0,2.9,0.34,2.5,4.7,0.53,1.3,1.8,0.71,1.0,3.1,4.0,3.1,1.5,0.8,2.1,2.5,9.2
2009,21,OKC,Oklahoma City Thunder,Nenad Krstic,25,46,29,1141,6.0,12.8,0.47,0.0,0.0,,6.0,12.8,0.47,2.0,2.5,0.8,2.7,5.3,8.0,0.9,0.7,1.5,1.4,3.6,14.0
2009,21,OKC,Oklahoma City Thunder,Desmond Mason,31,39,19,1064,4.2,9.6,0.44,0.0,0.1,0.0,4.2,9.5,0.44,1.6,2.9,0.54,1.4,3.9,5.3,1.6,0.5,1.0,1.9,3.2,9.9
2009,21,OKC,Oklahoma City Thunder,Chris Wilcox,26,37,6,719,6.5,13.4,0.48,0.0,0.2,0.0,6.5,13.3,0.49,2.6,4.4,0.6,3.3,6.5,9.8,1.7,0.9,0.6,2.8,4.5,15.6
2009,21,OKC,Oklahoma City Thunder,Thabo Sefolosha,24,23,22,718,3.7,8.8,0.42,0.5,1.9,0.24,3.2,6.9,0.46,2.0,2.4,0.83,1.4,4.6,6.0,2.3,2.0,1.3,1.4,2.7,9.8
2009,21,OKC,Oklahoma City Thunder,Joe Smith,33,36,3,691,5.2,11.4,0.45,0.1,0.2,0.5,5.1,11.1,0.45,2.0,2.8,0.7,2.8,5.7,8.5,1.3,0.5,1.4,0.8,3.8,12.4
2009,21,OKC,Oklahoma City Thunder,Damien Wilkins,29,41,14,636,4.4,12.1,0.36,1.5,4.1,0.38,2.8,8.0,0.36,2.1,2.6,0.8,1.1,2.8,4.0,2.1,1.2,0.4,2.1,3.1,12.3
2009,21,OKC,Oklahoma City Thunder,Robert Swift,23,26,10,343,3.9,7.5,0.52,0.0,0.0,,3.9,7.5,0.52,1.3,1.7,0.75,2.2,7.1,9.3,0.9,0.5,1.8,0.8,5.2,9.0
2009,21,OKC,Oklahoma City Thunder,Johan Petro,23,22,12,342,4.8,11.9,0.41,0.0,0.1,0.0,4.8,11.8,0.41,1.1,1.6,0.67,2.8,7.2,10.0,0.6,1.7,0.5,1.6,5.4,10.7
2009,21,OKC,Oklahoma City Thunder,Malik Rose,34,20,0,310,3.9,10.5,0.38,0.0,0.3,0.0,3.9,10.1,0.39,3.7,4.6,0.8,1.5,6.0,7.5,3.0,1.0,0.2,2.2,5.6,11.6
2009,21,OKC,Oklahoma City Thunder,Chucky Atkins,34,19,0,297,3.0,10.4,0.29,1.2,4.8,0.25,1.8,5.6,0.33,1.3,1.5,0.92,0.6,1.6,2.2,3.8,1.0,0.1,1.6,2.7,8.6
2009,21,OKC,Oklahoma City Thunder,Shaun Livingston,23,8,1,190,5.3,9.9,0.54,0.0,0.0,,5.3,9.9,0.54,1.1,1.1,1.0,0.6,4.4,4.9,3.0,0.9,0.4,1.1,1.5,11.7
2009,21,OKC,Oklahoma City Thunder,D.J. White,22,7,0,130,7.2,13.8,0.52,0.0,0.0,,7.2,13.8,0.52,2.8,3.6,0.77,2.8,6.1,8.9,1.7,0.8,1.4,0.8,2.8,17.2
2009,21,OKC,Oklahoma City Thunder,Mouhamed Sene,22,5,0,23,7.8,11.0,0.71,0.0,0.0,,7.8,11.0,0.71,11.0,14.1,0.78,4.7,9.4,14.1,0.0,1.6,3.1,4.7,3.1,26.6
2009,21,OKC,Oklahoma City Thunder,Steven Hill,23,1,0,2,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,0.0,0.0,,36.0,18.0,54.0,0.0,0.0,0.0,0.0,0.0,36.0
