SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,11,HOU,Moses Malone,24,7,,275,74,138,0.54,0,1,0.0,74,137,0.54,0.54,33,43,0.77,42,55,97,7,4,16,22,18,181
1980,11,HOU,Robert Reid,24,7,,266,52,102,0.51,0,1,0.0,52,101,0.52,0.51,22,26,0.85,14,41,55,26,6,7,19,28,126
1980,11,HOU,Calvin Murphy,31,7,,265,58,108,0.54,2,4,0.5,56,104,0.54,0.55,13,13,1.0,4,6,10,26,11,0,16,29,131
1980,11,HOU,Tom Henderson,28,7,,203,22,46,0.48,0,1,0.0,22,45,0.49,0.48,12,15,0.8,5,11,16,42,7,4,11,19,56
1980,11,HOU,Rudy Tomjanovich,31,7,,185,24,64,0.38,1,7,0.14,23,57,0.4,0.38,9,13,0.69,12,28,40,10,2,0,14,21,58
1980,11,HOU,Allen Leavell,22,7,,149,10,38,0.26,0,4,0.0,10,34,0.29,0.26,19,21,0.9,2,10,12,24,6,0,6,12,39
1980,11,HOU,Billy Paultz,31,7,,128,13,40,0.32,0,0,,13,40,0.32,0.32,4,7,0.57,12,21,33,8,1,3,11,13,30
1980,11,HOU,Rick Barry,35,6,,79,12,33,0.36,3,12,0.25,9,21,0.43,0.41,6,6,1.0,0,6,6,15,1,1,10,11,33
1980,11,HOU,Major Jones,26,6,,70,11,18,0.61,0,0,,11,18,0.61,0.61,6,9,0.67,8,14,22,4,0,2,4,8,28
1980,11,HOU,Mike Dunleavy,25,6,,45,6,12,0.5,0,2,0.0,6,10,0.6,0.5,5,6,0.83,2,3,5,13,5,0,6,11,17
1980,11,HOU,Alonzo Bradley,26,4,,15,6,9,0.67,1,1,1.0,5,8,0.62,0.72,3,5,0.6,1,2,3,1,1,0,0,2,16
