Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,25,184,POR,Portland Trail Blazers,12,Billy Ray Bates,SG,6-4,210,"May 31, 1956",US,1,Kentucky State University
1981,25,345,POR,Portland Trail Blazers,10,Ron Brewer,SG,6-4,180,"July 16, 1955",US,2,Arkansas
1981,25,634,POR,Portland Trail Blazers,45,Geoff Crompton,C,6-11,280,"July 4, 1955",US,1,UNC
1981,25,981,POR,Portland Trail Blazers,11,Mike Gale,PG,6-4,185,"July 18, 1950",US,9,Elizabeth City State University
1981,25,1131,POR,Portland Trail Blazers,30,Bob Gross,SF,6-6,200,"August 3, 1953",US,5,"Seattle University, Cal State Long Beach"
1981,25,1161,POR,Portland Trail Blazers,23,Roy Hamilton,PG,6-2,180,"July 20, 1957",US,1,UCLA
1981,25,1190,POR,Portland Trail Blazers,32,Mike Harper,PF,6-10,195,"December 9, 1957",US,R,North Park University
1981,25,1662,POR,Portland Trail Blazers,44,Kevin Kunnert,C,7-0,230,"November 11, 1951",US,7,Iowa
1981,25,2115,POR,Portland Trail Blazers,33,Calvin Natt,SF,6-6,220,"January 8, 1957",US,1,Louisiana-Monroe
1981,25,2228,POR,Portland Trail Blazers,25,Tom Owens,PF,6-10,215,"June 28, 1949",US,9,South Carolina
1981,25,2264,POR,Portland Trail Blazers,4,Jim Paxson,SG,6-6,200,"July 9, 1957",US,1,Dayton
1981,25,2397,POR,Portland Trail Blazers,14,Kelvin Ransey,PG,6-1,170,"May 3, 1958",US,R,Ohio State
1981,25,2872,POR,Portland Trail Blazers,43,Mychal Thompson,C,6-10,226,"January 30, 1955",BS,1,Minnesota
1981,25,3033,POR,Portland Trail Blazers,42,Kermit Washington,PF,6-8,230,"September 17, 1951",US,7,American University
