Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,3,593,NJN,New Jersey Nets,12,Darwin Cook,SG,6-3,184,"August 6, 1958",US,R,University of Portland
1981,3,846,NJN,New Jersey Nets,54,Bob Elliott,C,6-9,225,"August 18, 1955",US,2,Arizona
1981,3,1049,NJN,New Jersey Nets,42,Mike Gminski,C,6-11,250,"August 3, 1959",US,R,Duke
1981,3,1543,NJN,New Jersey Nets,42,Edgar Jones,PF,6-10,225,"June 17, 1956",US,R,Nevada
1981,3,1565,NJN,New Jersey Nets,15,Eddie Jordan,PG,6-1,170,"January 29, 1955",US,3,Rutgers University
1981,3,1785,NJN,New Jersey Nets,20,Maurice Lucas,PF,6-9,215,"February 18, 1952",US,6,Marquette
1981,3,1890,NJN,New Jersey Nets,21,Bob McAdoo,PF,6-9,210,"September 25, 1951",US,8,UNC
1981,3,2039,NJN,New Jersey Nets,11,Lowes Moore,PG,6-1,170,"May 5, 1957",US,R,West Virginia
1981,3,2135,NJN,New Jersey Nets,14,Mike Newlin,SG,6-4,200,"January 2, 1949",US,9,Utah
1981,3,2175,NJN,New Jersey Nets,31,Mike O'Koren,SF,6-7,207,"February 7, 1958",US,R,UNC
1981,3,2469,NJN,New Jersey Nets,44,Cliff Robinson,PF,6-9,220,"March 13, 1960",US,1,USC
1981,3,2723,NJN,New Jersey Nets,34,Rory Sparrow,PG,6-2,175,"June 12, 1958",US,R,Villanova
1981,3,2987,NJN,New Jersey Nets,22,Jan van Breda Kolff,SF,6-7,195,"December 16, 1951",US,6,Vanderbilt
1981,3,3000,NJN,New Jersey Nets,10,Foots Walker,PG,6-0,184,"May 21, 1951",US,6,West Georgia
