Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,19,2453,NOH,New Orleans Hornets,20.0,NBA,SG,61.0,26.0,23.2,2.4,6.4,0.37,0.5,1.4,0.33,1.9,5.0,0.38,0.41,1.0,1.8,0.55,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2
2014,19,2453,NOP,New Orleans Pelicans,21.0,NBA,PG,69.0,4.0,19.4,2.8,6.9,0.4,0.5,1.4,0.36,2.3,5.4,0.42,0.44,1.6,2.5,0.64,0.4,1.5,1.9,2.3,0.7,0.1,1.1,1.9,7.7
2015,31,2453,TOT,Total After Trade,22.0,NBA,"PG,SG",76.0,5.0,20.6,2.7,6.5,0.41,0.5,1.7,0.3,2.2,4.8,0.45,0.45,1.1,1.7,0.68,0.4,1.6,2.0,2.0,0.6,0.2,0.9,1.9,7.0
2015,19,2453,NOP,New Orleans Pelicans,22.0,NBA,SG,35.0,3.0,22.1,2.5,6.3,0.39,0.4,1.4,0.28,2.1,4.9,0.42,0.42,1.5,2.0,0.75,0.3,1.6,1.9,2.5,0.5,0.2,0.9,1.9,6.8
2015,13,2453,LAC,Los Angeles Clippers,22.0,NBA,PG,41.0,2.0,19.3,2.9,6.7,0.43,0.6,2.0,0.31,2.2,4.7,0.48,0.47,0.8,1.3,0.58,0.4,1.7,2.0,1.7,0.7,0.2,0.9,2.0,7.1
2016,13,2453,LAC,Los Angeles Clippers,23.0,NBA,SG,67.0,7.0,21.9,3.4,7.7,0.44,0.9,2.8,0.34,2.4,4.9,0.5,0.5,1.2,1.7,0.68,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2.0,8.9
2017,13,2453,LAC,Los Angeles Clippers,24.0,NBA,SG,74.0,29.0,27.8,4.4,9.9,0.44,1.5,4.0,0.37,2.9,5.8,0.49,0.52,1.8,2.6,0.69,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12.0
2018,13,2453,LAC,Los Angeles Clippers,25.0,NBA,SG,61.0,59.0,33.7,5.6,13.2,0.42,2.2,5.9,0.38,3.4,7.3,0.46,0.51,1.7,2.6,0.64,0.4,1.9,2.4,4.0,1.2,0.3,1.8,2.5,15.1
2019,31,2453,TOT,Total After Trade,26.0,NBA,SG,76.0,15.0,26.7,3.1,7.5,0.41,1.4,4.3,0.32,1.7,3.2,0.52,0.5,0.7,1.3,0.53,0.3,1.8,2.1,2.2,0.6,0.3,0.9,2.7,8.1
2019,30,2453,WAS,Washington Wizards,26.0,NBA,SG,29.0,2.0,23.6,2.6,6.7,0.39,1.1,3.7,0.31,1.5,3.0,0.49,0.48,0.9,1.6,0.54,0.3,2.1,2.4,2.0,0.6,0.3,1.2,2.5,7.2
2019,11,2453,HOU,Houston Rockets,26.0,NBA,SG,47.0,13.0,28.6,3.3,8.0,0.41,1.5,4.7,0.32,1.8,3.3,0.54,0.51,0.5,1.0,0.51,0.3,1.6,1.9,2.3,0.6,0.3,0.7,2.9,8.7
2020,11,2453,HOU,Houston Rockets,27.0,NBA,SG,68.0,4.0,23.4,3.1,7.4,0.42,1.4,4.0,0.36,1.7,3.4,0.5,0.52,1.1,1.6,0.7,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8
2021,20,2453,NYK,New York Knicks,28.0,NBA,SG,17.0,2.0,24.2,3.3,7.5,0.44,1.6,4.3,0.38,1.6,3.2,0.51,0.55,0.4,0.6,0.7,0.3,2.2,2.5,2.2,0.7,0.0,1.2,1.7,8.6
