Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",22.0,NBA,SG,42.0,359.0,12.5,0.53,0.14,0.71,7.3,10.1,8.7,5.7,1.6,1.0,11.9,14.9,0.5,0.6,1.1,0.14,-1.8,0.5,-1.3,0.1
2013,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",23.0,NBA,SF,82.0,2134.0,15.2,0.57,0.2,0.46,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,7.0,0.16,1.0,1.0,2.0,2.1
2014,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",24.0,NBA,SG,67.0,2591.0,13.5,0.52,0.35,0.49,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,2.4,4.6,7.1,0.13,-0.9,2.0,1.1,2.0
2015,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",25.0,NBA,SG,65.0,2513.0,21.3,0.58,0.21,0.51,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,8.2,3.0,11.2,0.21,3.4,1.2,4.6,4.2
2016,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",26.0,NBA,SG,67.0,2474.0,21.3,0.56,0.2,0.46,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,9.1,0.18,3.2,1.2,4.4,3.9
2017,5,439,CHI,Chicago Bulls,Jimmy Butler,"September 14, 1989",27.0,NBA,SF,76.0,2809.0,25.1,0.59,0.2,0.54,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.24,5.6,1.7,7.3,6.6
2018,18,439,MIN,Minnesota Timberwolves,Jimmy Butler,"September 14, 1989",28.0,NBA,SG,59.0,2164.0,23.7,0.59,0.22,0.46,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.2,5.0,0.7,5.8,4.2
2019,31,439,TOT,Total After Trade,Jimmy Butler,"September 14, 1989",29.0,NBA,"SF,SG",65.0,2185.0,20.2,0.57,0.21,0.4,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.17,2.8,0.9,3.7,3.2
2019,18,439,MIN,Minnesota Timberwolves,Jimmy Butler,"September 14, 1989",29.0,NBA,SG,10.0,361.0,22.3,0.58,0.29,0.39,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,1.0,0.4,1.3,0.18,4.7,2.2,6.9,0.8
2019,23,439,PHI,Philadelphia 76Ers,Jimmy Butler,"September 14, 1989",29.0,NBA,SF,55.0,1824.0,19.8,0.57,0.2,0.41,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.17,2.4,0.7,3.1,2.4
2020,16,439,MIA,Miami Heat,Jimmy Butler,"September 14, 1989",30.0,NBA,SF,58.0,1959.0,23.6,0.58,0.16,0.69,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9.0,0.22,4.0,1.5,5.4,3.7
2021,16,439,MIA,Miami Heat,Jimmy Butler,"September 14, 1989",31.0,NBA,SF,10.0,307.0,25.1,0.56,0.1,0.56,7.0,16.3,11.9,34.1,3.3,1.7,8.9,25.9,1.0,0.5,1.4,0.22,2.9,2.9,5.8,0.6
