Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,25,34,POR,Portland Trail Blazers,21.0,NBA,C,63.0,22.0,1392.0,9.4,18.7,0.5,0.0,0.1,0.0,9.4,18.6,0.5,3.2,4.5,0.72,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,,113.0,109.0
2008,25,34,POR,Portland Trail Blazers,22.0,NBA,PF,76.0,76.0,2649.0,11.6,23.9,0.48,0.0,0.1,0.14,11.5,23.8,0.49,4.7,6.1,0.76,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,,108.0,107.0
2009,25,34,POR,Portland Trail Blazers,23.0,NBA,PF,81.0,81.0,3004.0,11.1,22.9,0.48,0.1,0.5,0.25,11.0,22.4,0.49,4.8,6.2,0.78,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,,115.0,108.0
2010,25,34,POR,Portland Trail Blazers,24.0,NBA,PF,78.0,78.0,2922.0,10.8,21.9,0.5,0.1,0.3,0.31,10.7,21.6,0.5,4.3,5.7,0.76,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,,113.0,107.0
2011,25,34,POR,Portland Trail Blazers,25.0,NBA,PF,81.0,81.0,3211.0,12.0,24.1,0.5,0.1,0.4,0.17,12.0,23.7,0.5,6.0,7.5,0.79,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,,114.0,107.0
2012,25,34,POR,Portland Trail Blazers,26.0,NBA,PF,55.0,55.0,1994.0,12.7,24.9,0.51,0.1,0.3,0.18,12.7,24.6,0.52,5.9,7.2,0.81,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,,113.0,106.0
2013,25,34,POR,Portland Trail Blazers,27.0,NBA,PF,74.0,74.0,2790.0,12.0,24.8,0.48,0.0,0.3,0.14,12.0,24.6,0.49,5.3,6.6,0.81,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,,108.0,107.0
2014,25,34,POR,Portland Trail Blazers,28.0,NBA,PF,69.0,69.0,2498.0,13.2,28.8,0.46,0.1,0.3,0.2,13.1,28.5,0.46,6.0,7.3,0.82,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,,108.0,104.0
2015,25,34,POR,Portland Trail Blazers,29.0,NBA,PF,71.0,71.0,2512.0,13.4,28.7,0.47,0.8,2.1,0.35,12.6,26.6,0.48,6.2,7.3,0.84,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,,108.0,102.0
2016,27,34,SAS,San Antonio Spurs,30.0,NBA,PF,74.0,74.0,2261.0,12.1,23.7,0.51,0.0,0.4,0.0,12.1,23.3,0.52,5.9,6.8,0.86,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,,114.0,99.0
2017,27,34,SAS,San Antonio Spurs,31.0,NBA,PF,72.0,72.0,2335.0,10.9,22.9,0.48,0.5,1.2,0.41,10.4,21.7,0.48,4.8,5.9,0.81,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,,111.0,104.0
2018,27,34,SAS,San Antonio Spurs,32.0,NBA,C,75.0,75.0,2509.0,13.8,27.1,0.51,0.5,1.9,0.29,13.3,25.3,0.53,6.7,8.0,0.84,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,,118.0,105.0
2019,27,34,SAS,San Antonio Spurs,33.0,NBA,C,81.0,81.0,2687.0,12.4,24.0,0.52,0.2,0.8,0.24,12.3,23.2,0.53,6.3,7.5,0.85,4.6,9.0,13.5,3.5,0.8,1.9,2.6,3.3,31.4,,117.0,110.0
2020,27,34,SAS,San Antonio Spurs,34.0,NBA,C,53.0,53.0,1754.0,10.7,21.6,0.49,1.7,4.3,0.39,9.0,17.3,0.52,4.3,5.2,0.83,2.8,7.9,10.7,3.5,1.0,2.4,2.0,3.5,27.3,,115.0,112.0
2021,27,34,SAS,San Antonio Spurs,35.0,NBA,C,18.0,18.0,480.0,10.7,22.4,0.48,2.4,6.7,0.36,8.3,15.7,0.52,1.6,2.1,0.76,1.5,6.3,7.8,3.5,0.7,1.6,1.6,2.7,25.3,,107.0,112.0
