Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
969,Channing Frye,1983-05-17,1013.0,21667.0,12.95,0.56,0.47,0.36,4.02,18.56,11.32,7.37,1.15,1.89,9.79,17.4,1.38,1.19,43.4,0.09,-0.51,-0.11,-0.62,0.54
