PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kobe Bryant,23,19,19,43.8,9.8,22.7,0.434,1.2,3.1,0.379,8.7,19.6,0.442,0.45899999999999996,5.8,7.6,0.759,1.5,4.4,5.8,4.6,1.4,0.9,2.8,3.4,26.6
Shaquille O'Neal,29,19,19,40.8,10.7,20.2,0.529,0.0,0.0,,10.7,20.2,0.529,0.529,7.1,10.9,0.649,3.5,9.1,12.6,2.8,0.5,2.5,3.3,3.3,28.5
Robert Horry,31,19,14,37.0,3.2,7.2,0.449,1.3,3.3,0.387,1.9,3.9,0.5,0.537,1.6,2.0,0.789,1.9,6.2,8.1,3.2,1.7,0.8,1.6,3.5,9.3
Rick Fox,32,19,19,34.3,3.5,7.3,0.48200000000000004,0.8,2.3,0.349,2.7,5.1,0.542,0.536,1.9,2.6,0.755,1.3,4.1,5.4,3.4,1.1,0.3,2.4,3.7,9.8
Derek Fisher,27,19,19,34.2,3.2,8.8,0.35700000000000004,1.5,4.3,0.358,1.6,4.6,0.35600000000000004,0.44299999999999995,2.3,2.9,0.7859999999999999,0.5,2.7,3.3,2.7,1.0,0.1,1.1,2.6,10.2
Devean George,24,19,0,17.2,2.0,5.5,0.365,0.4,1.8,0.22899999999999998,1.6,3.6,0.435,0.40399999999999997,0.6,0.8,0.733,1.3,2.3,3.6,0.6,0.6,0.5,0.6,2.7,5.0
Samaki Walker,25,19,5,12.6,1.3,2.7,0.462,0.1,0.1,1.0,1.2,2.7,0.451,0.47100000000000003,0.7,0.9,0.765,1.7,2.4,4.1,0.2,0.1,0.3,0.6,2.2,3.3
Brian Shaw,35,19,0,12.5,1.1,3.3,0.33299999999999996,0.5,1.7,0.281,0.6,1.6,0.387,0.405,0.2,0.2,1.0,0.5,1.4,1.8,1.6,0.3,0.3,0.4,0.8,2.9
Lindsey Hunter,31,18,0,7.3,0.8,2.5,0.311,0.4,1.6,0.276,0.3,0.9,0.375,0.4,0.0,0.0,,0.1,0.3,0.4,0.6,0.1,0.0,0.3,1.1,2.0
Stanislav Medvedenko,22,7,0,3.0,0.4,0.7,0.6,0.0,0.0,,0.4,0.7,0.6,0.6,0.0,0.0,,0.1,0.4,0.6,0.0,0.0,0.0,0.1,1.1,0.9
Mitch Richmond,36,2,0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5
Mark Madsen,26,7,0,1.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.0
