PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Swen Nater,31,82,,2809,8.8,15.9,0.5529999999999999,0.0,0.0,,8.8,15.9,0.5529999999999999,4.2,5.2,0.795,5.0,12.3,17.3,3.4,0.8,0.8,3.6,5.0,21.8,,114,105
Michael Brooks,22,82,,2479,9.4,19.7,0.479,0.0,0.1,0.0,9.4,19.5,0.48200000000000004,4.4,6.2,0.706,4.1,4.5,8.5,4.0,1.9,0.6,3.1,4.5,23.2,,107,108
Phil Smith,28,76,,2378,10.5,21.3,0.491,0.1,0.4,0.222,10.4,20.9,0.496,4.8,6.3,0.757,1.0,2.2,3.1,7.5,1.7,0.4,3.5,4.7,25.8,,108,110
Joe Bryant,26,82,,2359,7.7,16.1,0.479,0.0,0.3,0.133,7.7,15.8,0.486,3.9,5.0,0.7909999999999999,3.0,6.0,8.9,3.8,1.5,0.7,3.6,5.4,19.3,,103,108
Brian Taylor,29,80,,2312,6.4,12.2,0.525,0.9,2.4,0.38299999999999995,5.5,9.9,0.5589999999999999,3.0,3.8,0.789,1.2,1.9,3.1,9.1,2.4,0.5,2.3,4.4,16.8,,124,109
Freeman Williams,24,82,,1976,15.6,33.5,0.465,1.2,3.4,0.34,14.4,30.1,0.479,6.1,7.2,0.852,1.8,1.3,3.1,4.0,2.2,0.1,4.0,3.8,38.4,,105,110
Gar Heard,32,78,,1631,4.4,11.6,0.376,0.0,0.2,0.0,4.4,11.4,0.38299999999999995,2.3,3.0,0.782,3.5,6.7,10.2,3.6,3.1,2.1,2.4,5.8,11.1,,96,103
Henry Bibby,31,73,,1112,5.1,13.2,0.386,1.4,4.1,0.337,3.7,9.1,0.408,2.9,4.2,0.684,1.1,2.1,3.2,8.6,2.0,0.1,3.3,3.7,14.4,,101,110
Sidney Wicks,31,49,,1083,5.5,12.6,0.43700000000000006,0.0,0.0,0.0,5.5,12.6,0.439,3.4,6.6,0.507,3.5,6.4,9.9,4.9,1.8,1.8,4.2,7.4,14.4,,91,106
Ron Davis,26,64,,817,8.1,18.4,0.44299999999999995,0.1,0.5,0.25,8.0,17.9,0.44799999999999995,5.5,9.3,0.595,2.8,4.2,7.0,2.8,2.1,0.6,3.6,5.7,21.9,,97,108
Jerome Whitehead,24,38,,562,5.6,11.8,0.475,0.0,0.1,0.0,5.6,11.8,0.478,2.0,3.8,0.511,4.1,11.5,15.6,2.0,1.3,0.7,3.8,8.5,13.2,,91,104
Wally Rank,22,25,,153,6.6,17.8,0.368,0.0,0.0,,6.6,17.8,0.368,4.1,8.8,0.46399999999999997,5.3,4.1,9.4,5.3,2.2,0.3,8.1,10.3,17.2,,75,108
Stan Pietkiewicz,24,6,,30,3.2,8.0,0.4,0.0,0.0,,3.2,8.0,0.4,0.0,0.0,,0.0,1.6,1.6,3.2,0.0,0.0,8.0,3.2,6.4,,46,115
Tony Price,24,5,,29,3.3,11.6,0.28600000000000003,0.0,0.0,,3.3,11.6,0.28600000000000003,0.0,0.0,,0.0,0.0,0.0,5.0,3.3,1.7,3.3,5.0,6.6,,63,107
