Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,1,3214,ATL,Atlanta Hawks,24.0,NBA,SG,78.0,1071.0,9.3,0.52,0.02,0.14,1.5,6.2,3.8,10.0,0.8,0.0,8.6,14.9,,0.6,0.6,1.2,0.05,,-2.0,-0.9,-3.0,-0.3
1985,1,3214,ATL,Atlanta Hawks,25.0,NBA,SG,41.0,1168.0,11.2,0.55,0.02,0.12,1.5,5.3,3.4,15.1,1.2,0.3,13.3,15.1,,0.9,0.7,1.6,0.06,,-1.4,-0.6,-1.9,0.0
1986,1,3214,ATL,Atlanta Hawks,26.0,NBA,SG,81.0,2760.0,13.0,0.56,0.02,0.15,2.0,4.7,3.4,15.8,1.4,0.3,10.8,15.6,,3.9,2.0,5.9,0.1,,0.3,0.2,0.5,1.7
1987,1,3214,ATL,Atlanta Hawks,27.0,NBA,SG,71.0,2049.0,13.0,0.53,0.02,0.16,1.6,4.9,3.3,15.2,0.9,0.5,9.4,18.8,,2.6,1.5,4.2,0.1,,-0.1,-0.5,-0.6,0.7
1988,1,3214,ATL,Atlanta Hawks,28.0,NBA,SG,82.0,2412.0,11.6,0.5,0.0,0.11,1.8,6.1,3.9,17.5,1.0,0.5,9.0,15.8,,2.2,1.3,3.5,0.07,,-0.7,-0.5,-1.2,0.5
1989,31,3214,TOT,Total After Trade,29.0,NBA,SF,64.0,1120.0,8.7,0.48,0.02,0.14,2.7,5.1,3.9,13.5,1.0,0.1,9.5,12.4,,0.6,0.2,0.7,0.03,,-1.7,-0.9,-2.6,-0.2
1989,26,3214,SAC,Sacramento Kings,29.0,NBA,SF,31.0,416.0,8.2,0.47,0.03,0.19,1.5,5.2,3.4,10.5,1.1,0.0,8.7,13.7,,0.1,0.1,0.2,0.02,,-2.8,-1.0,-3.8,-0.2
1989,12,3214,IND,Indiana Pacers,29.0,NBA,SF,33.0,704.0,9.0,0.49,0.01,0.11,3.3,5.1,4.3,15.2,0.9,0.2,10.1,11.7,,0.5,0.1,0.6,0.04,,-1.0,-0.8,-1.8,0.0
1990,12,3214,IND,Indiana Pacers,30.0,NBA,SF,61.0,544.0,6.9,0.52,0.02,0.05,0.9,5.3,3.2,9.7,0.6,0.4,15.6,11.8,,0.0,0.1,0.0,0.0,,-2.6,-1.6,-4.2,-0.3
1991,12,3214,IND,Indiana Pacers,31.0,NBA,SF,41.0,355.0,7.4,0.45,0.06,0.08,2.0,8.4,5.3,9.1,1.4,0.7,10.9,10.8,,0.0,0.1,0.0,0.01,,-1.8,-1.1,-3.0,-0.1
1992,12,3214,IND,Indiana Pacers,32.0,NBA,SG,24.0,115.0,5.4,0.43,0.0,0.1,1.0,7.3,4.3,11.9,0.8,0.0,13.1,8.3,,0.0,0.0,0.0,0.01,,-3.6,-0.8,-4.4,-0.1
