Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,24.0,IND,NBA,C,71,9,1152,3.1,6.7,0.469,0.1,0.2,0.286,3.1,6.4,0.476,1.5,2.8,0.516,4.5,7.7,12.2,1.0,1.2,0.9,1.6,4.7,7.8
2002,25.0,IND,NBA,C,82,48,1786,3.6,7.9,0.449,0.0,0.3,0.133,3.5,7.6,0.462,2.2,3.7,0.61,4.2,7.1,11.2,1.4,1.4,0.8,1.6,4.7,9.4
2003,26.0,IND,NBA,C,77,2,802,2.9,8.0,0.36,0.0,0.1,0.0,2.9,7.9,0.364,1.5,2.8,0.54,5.3,7.2,12.5,2.3,1.3,0.9,1.5,4.6,7.3
2004,27.0,IND,NBA,C,82,79,1961,3.6,6.6,0.544,0.0,0.1,0.0,3.6,6.6,0.55,1.9,2.8,0.669,4.6,6.6,11.2,1.2,1.3,0.5,1.1,3.5,9.1
2005,28.0,IND,NBA,C,61,43,1594,3.8,7.3,0.519,0.0,0.1,0.0,3.8,7.2,0.527,2.0,3.2,0.634,4.6,7.8,12.4,1.0,1.0,0.3,1.2,4.2,9.6
2006,29.0,IND,NBA,C,63,37,1581,3.1,5.7,0.552,0.0,0.1,0.0,3.1,5.6,0.561,2.2,3.6,0.604,5.1,8.0,13.1,1.1,0.9,0.6,1.5,4.3,8.5
2007,30.0,IND,NBA,C,75,43,1740,2.5,5.4,0.469,0.0,0.0,0.0,2.5,5.4,0.471,1.6,2.5,0.639,5.2,7.4,12.6,1.2,1.3,0.8,1.4,4.2,6.7
2008,31.0,IND,NBA,C,77,52,1884,3.9,7.1,0.55,0.0,0.1,0.0,3.9,7.1,0.554,1.6,2.8,0.593,5.0,7.7,12.8,2.5,1.1,0.6,1.2,4.2,9.5
2009,32.0,IND,NBA,C,74,26,1828,3.5,7.0,0.501,0.0,0.1,0.286,3.4,6.8,0.506,1.9,2.9,0.658,4.2,5.8,10.0,2.6,1.0,1.0,1.7,4.5,8.9
2010,33.0,IND,NBA,C,16,3,255,3.1,6.5,0.478,0.0,0.1,0.0,3.1,6.4,0.489,0.7,1.3,0.556,4.8,6.6,11.4,3.0,0.4,0.6,2.0,6.4,6.9
2011,34.0,IND,NBA,C,56,3,940,3.1,6.4,0.479,0.0,0.1,0.0,3.1,6.3,0.488,1.0,1.8,0.563,6.1,7.3,13.4,1.8,0.9,1.2,1.0,4.9,7.2
2012,35.0,IND,NBA,C,11,0,141,2.3,4.6,0.5,0.3,0.3,1.0,2.0,4.3,0.471,1.5,2.3,0.667,4.6,6.1,10.7,1.0,2.0,0.3,1.8,6.6,6.4
