Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1987,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",25.0,NBA,SF,77.0,1.0,1155.0,213.0,391.0,0.55,0.0,1.0,0.0,213.0,390.0,0.55,0.55,74.0,126.0,0.59,163.0,169.0,332.0,56.0,38.0,48.0,93.0,166.0,500.0,,0.0
1988,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",26.0,NBA,SF,82.0,32.0,2147.0,398.0,709.0,0.56,5.0,17.0,0.29,393.0,692.0,0.57,0.56,152.0,284.0,0.54,318.0,397.0,715.0,110.0,75.0,45.0,156.0,273.0,953.0,,0.0
1989,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",27.0,NBA,SF,82.0,8.0,2208.0,316.0,531.0,0.6,6.0,26.0,0.23,310.0,505.0,0.61,0.6,97.0,155.0,0.63,327.0,445.0,772.0,99.0,55.0,76.0,126.0,292.0,735.0,,0.0
1990,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",28.0,NBA,SF,82.0,43.0,2377.0,288.0,496.0,0.58,1.0,9.0,0.11,287.0,487.0,0.59,0.58,142.0,217.0,0.65,336.0,456.0,792.0,72.0,52.0,60.0,90.0,276.0,719.0,,0.0
1991,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",29.0,NBA,SF,82.0,77.0,2747.0,276.0,560.0,0.49,6.0,30.0,0.2,270.0,530.0,0.51,0.5,111.0,176.0,0.63,361.0,665.0,1026.0,85.0,65.0,55.0,94.0,281.0,669.0,,0.0
1992,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",30.0,NBA,PF,82.0,80.0,3301.0,342.0,635.0,0.54,32.0,101.0,0.32,310.0,534.0,0.58,0.56,84.0,140.0,0.6,523.0,1007.0,1530.0,191.0,68.0,70.0,140.0,248.0,800.0,,0.0
1993,9,2494,DET,Detroit Pistons,Dennis Rodman,"May 13, 1961",31.0,NBA,PF,62.0,55.0,2410.0,183.0,429.0,0.43,15.0,73.0,0.2,168.0,356.0,0.47,0.44,87.0,163.0,0.53,367.0,765.0,1132.0,102.0,48.0,45.0,103.0,201.0,468.0,,0.0
1994,27,2494,SAS,San Antonio Spurs,Dennis Rodman,"May 13, 1961",32.0,NBA,PF,79.0,51.0,2989.0,156.0,292.0,0.53,5.0,24.0,0.21,151.0,268.0,0.56,0.54,53.0,102.0,0.52,453.0,914.0,1367.0,184.0,52.0,32.0,138.0,229.0,370.0,,0.0
1995,27,2494,SAS,San Antonio Spurs,Dennis Rodman,"May 13, 1961",33.0,NBA,PF,49.0,26.0,1568.0,137.0,240.0,0.57,0.0,2.0,0.0,137.0,238.0,0.58,0.57,75.0,111.0,0.68,274.0,549.0,823.0,97.0,31.0,23.0,98.0,159.0,349.0,,0.0
1996,5,2494,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",34.0,NBA,PF,64.0,57.0,2088.0,146.0,304.0,0.48,3.0,27.0,0.11,143.0,277.0,0.52,0.48,56.0,106.0,0.53,356.0,596.0,952.0,160.0,36.0,27.0,138.0,196.0,351.0,,1.0
1997,5,2494,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",35.0,NBA,PF,55.0,54.0,1947.0,128.0,286.0,0.45,5.0,19.0,0.26,123.0,267.0,0.46,0.46,50.0,88.0,0.57,320.0,563.0,883.0,170.0,32.0,19.0,111.0,172.0,311.0,,0.0
1998,5,2494,CHI,Chicago Bulls,Dennis Rodman,"May 13, 1961",36.0,NBA,PF,80.0,66.0,2856.0,155.0,360.0,0.43,4.0,23.0,0.17,151.0,337.0,0.45,0.44,61.0,111.0,0.55,421.0,780.0,1201.0,230.0,47.0,18.0,147.0,238.0,375.0,,0.0
1999,14,2494,LAL,Los Angeles Lakers,Dennis Rodman,"May 13, 1961",37.0,NBA,PF,23.0,11.0,657.0,16.0,46.0,0.35,0.0,2.0,0.0,16.0,44.0,0.36,0.35,17.0,39.0,0.44,62.0,196.0,258.0,30.0,10.0,12.0,31.0,71.0,49.0,,0.0
2000,7,2494,DAL,Dallas Mavericks,Dennis Rodman,"May 13, 1961",38.0,NBA,PF,12.0,12.0,389.0,12.0,31.0,0.39,0.0,1.0,0.0,12.0,30.0,0.4,0.39,10.0,14.0,0.71,48.0,123.0,171.0,14.0,2.0,1.0,19.0,41.0,34.0,,0.0
