Player_ID,Player_Name,Team_ID
6,"Tom Abernethy",12
49,"Jerome Allen",12
51,"Lavoy Allen",12
65,"Lou Amundson",12
77,"Kenny Anderson",12
82,"Ron Anderson",12
87,"Ike Anigbogu",12
109,"Darrell Armstrong",12
115,"Vincent Askew",12
119,"D.J. Augustin",12
128,"Jeff Ayres",12
160,"Mike Bantom",12
161,"Leandro Barbosa",12
182,"Maceo Baston",12
215,"Jonathan Bender",12
234,"Travis Best",12
248,"Goga Bitadze",12
277,"Bojan Bogdanovic",12
280,"Etdrick Bohannon",12
294,"Trevor Booker",12
308,"Brian Bowen",12
324,"Dudley Bradley",12
335,"Brad Branson",12
343,"Jamison Brewer",12
347,"Primoz Brezec",12
360,"Malcolm Brogdon",12
361,"Aaron Brooks",12
365,"Michael Brooks",12
401,"Tony Brown",12
415,"Quinn Buckner",12
416,"Chase Budinger",12
435,"Don Buse",12
441,"Rasual Butler",12
444,"Andrew Bynum",12
446,"Marty Byrnes",12
454,"Adrian Caldwell",12
456,"Corky Calhoun",12
486,"Butch Carter",12
491,"Ron Carter",12
523,"Phil Chenier",12
535,"Rakeem Christmas",12
578,"Darren Collison",12
583,"Leroy Combs",12
588,"Lester Conner",12
606,"Chris Copeland",12
636,"Austin Croshere",12
655,"Michael Curry",12
661,"Erick Dampier",12
666,"Marquis Daniels",12
677,"Antonio Davis",12
680,"Brad Davis",12
683,"Dale Davis",12
690,"Johnny Davis",12
745,"Travis Diener",12
749,"Byron Dinkins",12
751,"Ike Diogu",12
781,"Greg Dreiling",12
802,"Mike Dunleavy Jr.",12
807,"John Duren",12
809,"Devin Durrant",12
822,"Kenton Edelin",12
824,"Tyus Edney",12
832,"James Edwards",12
834,"John Edwards",12
853,"Monta Ellis",12
863,"Alex English",12
881,"Tyreke Evans",12
910,"Duane Ferrell",12
913,"Kyrylo Fesenko",12
922,"Vern Fleming",12
939,"T.J. Ford",12
945,"Jeff Foster",12
949,"Tremaine Fowlkes",12
962,"Anthony Frederick",12
996,"Bill Garnett",12
1019,"Paul George",12
1035,"Eddie Gill",12
1073,"Stephen Graham",12
1077,"Danny Granger",12
1095,"Stuart Gray",12
1103,"Gerald Green",12
1112,"Rickey Green",12
1113,"Sean Green",12
1118,"Orien Greene",12
1149,"Marcus Haislip",12
1156,"Darvin Ham",12
1173,"Ben Hansbrough",12
1174,"Tyler Hansbrough",12
1181,"Tim Hardaway",12
1197,"Al Harrington",12
1214,"David Harrison",12
1221,"Scott Haskin",12
1224,"Joe Hassett",12
1243,"Luther Head",12
1276,"Roy Hibbert",12
1289,"George Hill",12
1291,"Jordan Hill",12
1292,"Solomon Hill",12
1306,"Fred Hoiberg",12
1308,"Aaron Holiday",12
1310,"Justin Holiday",12
1394,"Jarrett Jack",12
1409,"Mark Jackson",12
1414,"Ralph Jackson",12
1418,"Stephen Jackson",12
1420,"Tracy Jackson",12
1436,"Sarunas Jasikevicius",12
1441,"Al Jefferson",12
1461,"Britton Johnsen",12
1463,"Alize Johnson",12
1465,"Anthony Johnson",12
