Player_ID,Player_Name,Team_ID
1,"Alaa Abdelnaby",23
32,"Furkan Aldemir",23
51,"Lavoy Allen",23
59,"Derrick Alston",23
65,"Lou Amundson",23
74,"J.J. Anderson",23
75,"James Anderson",23
76,"Justin Anderson",23
82,"Ron Anderson",23
88,"Michael Ansley",23
115,"Vincent Askew",23
121,"Isaac Austin",23
160,"Mike Bantom",23
165,"Charles Barkley",23
169,"Matt Barnes",23
173,"Dana Barros",23
188,"Tony Battie",23
195,"Jerryd Bayless",23
208,"Marco Belinelli",23
211,"Raja Bell",23
217,"Benoit Benjamin",23
220,"Elmer Bennett",23
239,"Henry Bibby",23
270,"Corie Blount",23
282,"Manute Bol",23
283,"Jonah Bolden",23
294,"Trevor Booker",23
297,"Calvin Booth",23
309,"Bruce Bowen",23
313,"Ira Bowman",23
319,"Craig Brackins",23
325,"Michael Bradley",23
326,"Shawn Bradley",23
328,"Mark Bradtke",23
333,"Elton Brand",23
342,"Corey Brewer",23
347,"Primoz Brezec",23
366,"Scott Brooks",23
373,"Damone Brown",23
384,"Kedrick Brown",23
385,"Kwame Brown",23
387,"Lorenzo Brown",23
390,"Mike Brown",23
409,"Mark Bryant",23
414,"Greg Buckner",23
418,"Rodney Buford",23
422,"Trey Burke",23
424,"Alec Burks",23
433,"Willie Burton",23
439,"Jimmy Butler",23
451,"Michael Cage",23
454,"Adrian Caldwell",23
465,"Isaiah Canaan",23
473,"Rodney Carney",23
486,"Butch Carter",23
494,"Michael Carter-Williams",23
500,"Terry Catledge",23
512,"Tom Chambers",23
515,"Wilson Chandler",23
522,"Maurice Cheeks",23
551,"Speedy Claxton",23
562,"Ben Coleman",23
563,"Derrick Coleman",23
569,"Doug Collins",23
582,"Steve Colter",23
608,"Lanard Copeland",23
616,"Joe Courtney",23
619,"Robert Covington",23
644,"Terry Cummings",23
645,"Vonteego Cummings",23
648,"William Cunningham",23
650,"Earl Cureton",23
655,"Michael Curry",23
660,"Samuel Dalembert",23
663,"Antonio Daniels",23
665,"Lloyd Daniels",23
675,"Brandon Davies",23
691,"Josh Davis",23
693,"Mark Anthony Davis",23
695,"Monti Davis",23
704,"Darryl Dawkins",23
705,"Johnny Dawkins",23
717,"Dewayne Dedmon",23
785,"Larry Drew II",23
798,"Richard Dumas",23
826,"Bill Edwards",23
831,"Franklin Edwards",23
842,"Mario Elie",23
856,"Francisco Elson",23
858,"Joel Embiid",23
866,"James Ennis",23
869,"Julius Erving",23
880,"Reggie Evans",23
892,"Jim Farmer",23
932,"Alphonso Ford",23
960,"Tim Frazier",23
964,"World B. Free",23
971,"Markelle Fultz",23
977,"Deng Gai",23
978,"Corey Gaines",23
1016,"Matt Geiger",23
1038,"Armen Gilliam",23
1041,"Gordan Giricek",23
1049,"Mike Gminski",23
1062,"Drew Gordon",23
1069,"Greg Graham",23
1081,"Greg Grant",23
1082,"Harvey Grant",23
1084,"Jerami Grant",23
1097,"Jeff Grayer",23
1109,"Kenny Green",23
1112,"Rickey Green",23
1113,"Sean Green",23
1116,"Willie Green",23
1165,"Zendon Hamilton",23
1187,"Jerome Harmon",23
1190,"Justin Harper",23
1193,"Matt Harpring",23
1205,"Lucious Harris",23
1210,"Tobias Harris",23
1211,"Tony Harris",23
1227,"Spencer Hawes",23
1229,"Hersey Hawkins",23
1238,"Steve Hayes",23
1248,"Alan Henderson",23
1251,"Dave Henderson",23
1252,"Gerald Henderson",23
1253,"Gerald Henderson Jr.",23
1258,"Mark Hendrickson",23
1283,"Sean Higgins",23
1286,"Haywood Highsmith",23
1294,"Tyrone Hill",23
1298,"Roy Hinson",23
1309,"Jrue Holiday",23
1310,"Justin Holiday",23
1313,"Lionel Hollins",23
1316,"Richaun Holmes",23
1318,"Jerald Honeycutt",23
1322,"Dave Hoppen",23
1326,"Al Horford",23
1328,"Jeff Hornacek",23
1356,"Larry Hughes",23
1370,"Steven Hunter",23
1375,"Marc Iavaroni",23
1377,"Andre Iguodala",23
1381,"Ersan Ilyasova",23
1391,"Allen Iverson",23
1392,"Royal Ivey",23
1399,"Demetrius Jackson",23
1401,"Jaren Jackson",23
1404,"Jim Jackson",23
1408,"Marc Jackson",23
1432,"Tim James",23
1448,"Charles Jenkins",23
1464,"Amir Johnson",23
1475,"Chris Johnson (1990)",23
1477,"Clemon Johnson",23
1490,"George Lee Johnson",23
1508,"Ollie Johnson",23
1511,"Reggie Johnson",23
1519,"Darius Johnson-Odom",23
1523,"Alvin Jones",23
1527,"Robert Jones",23
1528,"Bobby Ray Jones",23
1529,"Caldwell Jones",23
1530,"Charles Jones",23
1550,"Jumaine Jones",23
1559,"Shelton Jones",23
1570,"Thomas Jordan",23
1581,"Jason Kapono",23
1607,"Warren Kidd",23
1615,"Albert King",23
1618,"Frankie King",23
1648,"Furkan Korkmaz",23
1652,"Kyle Korver",23
1660,"Bruce Kuczenski",23
1662,"Toni Kukoc",23
1685,"Jim Lampley",23
1687,"Carl Landry",23
