Player_ID,Player_Name,Team_ABV
3,"Mahmoud Abdul-Rauf",VAN
5,"Shareef Abdur-Rahim",VAN
15,"Jordan Adams",MEM
47,"Grayson Allen",MEM
55,"Tony Allen",MEM
63,"Ashraf Amaya",VAN
66,"Chris Andersen",MEM
78,"Kyle Anderson",MEM
80,"Nick Anderson",MEM
95,"Greg Anthony",VAN
101,"Robert Archibald",MEM
104,"Gilbert Arenas",MEM
112,"Darrell Arthur",MEM
117,"Chucky Atkins",MEM
121,"Isaac Austin",VAN
121,"Isaac Austin",MEM
124,"Anthony Avent",VAN
149,"Wade Baldwin",MEM
169,"Matt Barnes",MEM
187,"Mike Batiste",MEM
189,"Shane Battier",MEM
195,"Jerryd Bayless",MEM
210,"Jordan Bell",MEM
212,"Troy Bell",MEM
217,"Benoit Benjamin",VAN
240,"Mike Bibby",VAN
322,"Avery Bradley",MEM
346,"Ronnie Brewer",MEM
362,"Dillon Brooks",MEM
364,"MarShon Brooks",MEM
367,"Andre Brown",MEM
385,"Kwame Brown",MEM
414,"Greg Buckner",MEM
418,"Rodney Buford",MEM
425,"Antonio Burks",MEM
448,"Bruno Caboclo",MEM
452,"Nick Calathes",MEM
469,"Brian Cardinal",MEM
473,"Rodney Carney",MEM
474,"Antoine Carr",VAN
481,"DeMarre Carroll",MEM
488,"Jevon Carter",MEM
492,"Vince Carter",MEM
498,"Omri Casspi",MEM
511,"Mario Chalmers",MEM
526,"Pete Chilcutt",VAN
544,"Brandon Clarke",MEM
572,"Jason Collins",MEM
585,"Mike Conley",MEM
589,"Will Conroy",MEM
613,"Bryce Cotton",MEM
633,"Javaris Crittenton",MEM
641,"Jae Crowder",MEM
646,"Dante Cunningham",MEM
656,"Seth Curry",MEM
663,"Antonio Daniels",VAN
667,"Troy Daniels",MEM
684,"Deyonta Davis",MEM
685,"Ed Davis",MEM
691,"Josh Davis",MEM
711,"Austin Daye",MEM
718,"Terry Dehere",VAN
744,"Michael Dickerson",VAN
744,"Michael Dickerson",MEM
746,"Gorgui Dieng",MEM
759,"Keyon Dooling",MEM
763,"Tyler Dorsey",MEM
772,"Toney Douglas",MEM
827,"Blue Edwards",VAN
830,"Doug Edwards",VAN
835,"Kevin Edwards",VAN
840,"Obinna Ekezie",VAN
845,"Wayne Ellington",MEM
859,"Andre Emmett",MEM
866,"James Ennis",MEM
881,"Tyreke Evans",MEM
890,"Jordan Farmar",MEM
928,"Isaac Fontaine",MEM
947,"Antonis Fotsis",MEM
953,"Adonal Foyle",MEM
957,"Jamaal Franklin",MEM
1007,"Marc Gasol",MEM
1008,"Pau Gasol",MEM
1010,"Kenny Gattison",VAN
1011,"Rudy Gay",MEM
1031,"Trey Gilder",MEM
1035,"Eddie Gill",MEM
1041,"Gordan Giricek",MEM
1056,"Drew Gooden",MEM
1104,"JaMychal Green",MEM
1106,"Jeff Green",MEM
1135,"Marko Guduric",MEM
1143,"Hamed Haddadi",MEM
1148,"P.J. Hairston",MEM
1172,"Dusty Hannahs",MEM
1198,"Junior Harrington",MEM
1199,"Othella Harrington",VAN
1213,"Andrew Harrison",MEM
1219,"Antonio Harvey",VAN
1254,"J.R. Henderson",VAN
1261,"Myke Henry",MEM
1263,"Xavier Henry",MEM
1270,"Carl Herrera",VAN
1292,"Solomon Hill",MEM
1310,"Justin Holiday",MEM
1314,"Ryan Hollins",MEM
1346,"Lester Hudson",MEM
1359,"Ryan Humphrey",MEM
1370,"Steven Hunter",MEM
1371,"Vince Hunter",MEM
1372,"Bobby Hurley",VAN
1391,"Allen Iverson",MEM
1396,"Bobby Jackson",MEM
1402,"Jaren Jackson Jr.",MEM
1405,"Josh Jackson",MEM
1421,"Casey Jacobsen",MEM
1435,"Marko Jaric",MEM
1462,"Alexander Johnson",MEM
1469,"Brice Johnson",MEM
1475,"Chris Johnson (1990)",MEM
1493,"James Johnson",MEM
1509,"Omari Johnson",MEM
1528,"Bobby Ray Jones",MEM
1533,"Dahntay Jones",MEM
1535,"Damon Jones",VAN
1543,"Eddie Jones",MEM
1563,"Tyus Jones",MEM
1617,"Chris King",VAN
1626,"Tarence Kinsey",MEM
1638,"Brevin Knight",MEM
1646,"John Konchar",MEM
1653,"Kosta Koufos",MEM
1704,"Acie Law",MEM
1715,"Eric Leckner",VAN
1719,"Courtney Lee",MEM
1740,"Jon Leuer",MEM
1770,"Grant Long",VAN
1770,"Grant Long",MEM
1776,"Felipe Lopez",VAN
1782,"Kyle Lowry",MEM
1785,"Kalin Lucas",MEM
1792,"George Lynch",VAN
1800,"Sam Mack",VAN
1801,"Shelvin Mack",MEM
1830,"Rich Manning",VAN
1854,"Cuonzo Martin",VAN
1855,"Darrick Martin",VAN
1857,"Jarell Martin",MEM
1870,"Tony Massenburg",VAN
1870,"Tony Massenburg",MEM
1884,"Lee Mayberry",VAN
1888,"O.J. Mayo",MEM
1895,"Ray McCallum",MEM
1950,"Ben McLemore",MEM
1970,"De'Anthony Melton",MEM
1985,"C.J. Miles",MEM
1986,"Darius Miles",MEM
1988,"Darko Milicic",MEM
1996,"Mike Miller",MEM
2021,"Eric Mobley",VAN
2045,"Ja Morant",MEM
2051,"Darius Morris",MEM
2066,"Lawrence Moten",VAN
2079,"Xavier Munford",MEM
2081,"Eric Murdock",VAN
2104,"Makhtar N'Diaye",VAN
2119,"Juan Carlos Navarro",MEM
2135,"Ivano Newbill",VAN
2150,"Joakim Noah",MEM
2158,"Moochie Norris",VAN
2222,"Bo Outlaw",MEM
2227,"Chris Owens",MEM
2237,"Scott Padgett",MEM
2239,"Milt Palacio",VAN
2245,"Jeremy Pargo",MEM
2252,"Cherokee Parks",VAN
2253,"Chandler Parsons",MEM
2277,"Anthony Peeler",VAN
2290,"Elliot Perry",MEM
2294,"Wesley Person",MEM
2318,"Dexter Pittman",MEM
2332,"Quincy Pondexter",MEM
2347,"James Posey",MEM
2350,"Leon Powe",MEM
2362,"Brent Price",VAN
2368,"Tayshaun Prince",MEM
2382,"Ivan Rabb",MEM
2398,"Zach Randolph",MEM
2402,"Xavier Rathan-Mayes",MEM
2420,"Bryant Reeves",VAN
2436,"Rodrick Rhodes",VAN
2443,"Jeremy Richardson",MEM
2460,"Anthony Roberson",MEM
2465,"Lawrence Roberts",MEM
2471,"Chris Robinson",VAN
2485,"Larry Robinson",VAN
2503,"Roy Rogers",VAN
2512,"Quinton Ross",MEM
2563,"Jason Sasser",VAN
2584,"Byron Scott",VAN
2586,"Dennis Scott",VAN
2595,"Josh Selby",MEM
2596,"Wayne Selden",MEM
2639,"Kobi Simmons",MEM
2658,"Brian Skinner",MEM
2681,"Ish Smith",MEM
2696,"Michael Smith (1972)",VAN
2704,"Russ Smith",MEM
2709,"Theron Smith",MEM
2719,"Will Solomon",MEM
2727,"Marreese Speights",MEM
2745,"D.J. Stephens",MEM
2747,"Joe Stephens",VAN
2748,"Lance Stephenson",MEM
2749,"Alex Stepheson",MEM
2767,"Jarnell Stokes",MEM
2771,"Damon Stoudamire",MEM
2775,"Erick Strickland",VAN
2796,"Stromile Swift",VAN
2796,"Stromile Swift",MEM
2827,"Marquis Teague",MEM
2830,"Garrett Temple",MEM
2837,"Hasheem Thabeet",MEM
2854,"John Thomas",MEM
2862,"Tyrus Thomas",MEM
2884,"Otis Thorpe",VAN
2889,"Jamaal Tinsley",MEM
2894,"Anthony Tolliver",MEM
2914,"Cezary Trybanski",MEM
2915,"Jake Tsakalidis",MEM
2941,"Beno Udrih",MEM
2946,"Jarrod Uthoff",MEM
2948,"Jonas Valanciunas",MEM
2963,"Greivis Vasquez",MEM
3030,"Hakim Warrick",MEM
3032,"Julian Washburn",MEM
3040,"Yuta Watanabe",MEM
3044,"Earl Watson",MEM
3058,"Briante Weber",MEM
3065,"Bonzi Wells",MEM
3076,"Doug West",VAN
3083,"DeJuan Wheat",VAN
3124,"Gerald Wilkins",VAN
3128,"Aaron Williams",VAN
3138,"Elliot Williams",MEM
3147,"Jason Williams",MEM
3161,"Marcus Darell Williams",MEM
3186,"Troy Williams",MEM
3240,"Brandan Wright",MEM
3243,"Delon Wright",MEM
3248,"Lorenzen Wright",MEM
3252,"Tony Wroten",MEM
3264,"Sam Young",MEM
3271,"Tyler Zeller",MEM
