Player_ID,Player_Name,Team_ABV
3,"Mahmoud Abdul-Rauf",VAN
5,"Shareef Abdur-Rahim",VAN
63,"Ashraf Amaya",VAN
95,"Greg Anthony",VAN
121,"Isaac Austin",VAN
124,"Anthony Avent",VAN
217,"Benoit Benjamin",VAN
240,"Mike Bibby",VAN
474,"Antoine Carr",VAN
526,"Pete Chilcutt",VAN
663,"Antonio Daniels",VAN
718,"Terry Dehere",VAN
744,"Michael Dickerson",VAN
827,"Blue Edwards",VAN
830,"Doug Edwards",VAN
835,"Kevin Edwards",VAN
840,"Obinna Ekezie",VAN
1010,"Kenny Gattison",VAN
1199,"Othella Harrington",VAN
1219,"Antonio Harvey",VAN
1254,"J.R. Henderson",VAN
1270,"Carl Herrera",VAN
1372,"Bobby Hurley",VAN
1535,"Damon Jones",VAN
1617,"Chris King",VAN
1715,"Eric Leckner",VAN
1770,"Grant Long",VAN
1776,"Felipe Lopez",VAN
1792,"George Lynch",VAN
1800,"Sam Mack",VAN
1830,"Rich Manning",VAN
1854,"Cuonzo Martin",VAN
1855,"Darrick Martin",VAN
1870,"Tony Massenburg",VAN
1884,"Lee Mayberry",VAN
2021,"Eric Mobley",VAN
2066,"Lawrence Moten",VAN
2081,"Eric Murdock",VAN
2104,"Makhtar N'Diaye",VAN
2135,"Ivano Newbill",VAN
2158,"Moochie Norris",VAN
2239,"Milt Palacio",VAN
2252,"Cherokee Parks",VAN
2277,"Anthony Peeler",VAN
2362,"Brent Price",VAN
2420,"Bryant Reeves",VAN
2436,"Rodrick Rhodes",VAN
2471,"Chris Robinson",VAN
2485,"Larry Robinson",VAN
2503,"Roy Rogers",VAN
2563,"Jason Sasser",VAN
2584,"Byron Scott",VAN
2586,"Dennis Scott",VAN
2696,"Michael Smith (1972)",VAN
2747,"Joe Stephens",VAN
2775,"Erick Strickland",VAN
2796,"Stromile Swift",VAN
2884,"Otis Thorpe",VAN
3076,"Doug West",VAN
3083,"DeJuan Wheat",VAN
3124,"Gerald Wilkins",VAN
3128,"Aaron Williams",VAN
