Player_ID,Player_Name,Team_ID
2,"Kareem Abdul-Jabbar",14
91,"Kostas Antetokounmpo",14
105,"Trevor Ariza",14
117,"Chucky Atkins",14
153,"Lonzo Ball",14
169,"Matt Barnes",14
176,"Jon Barry",14
180,"Brandon Bass",14
184,"Billy Ray Bates",14
198,"Kent Bazemore",14
203,"Michael Beasley",14
217,"Benoit Benjamin",14
221,"Mario Bennett",14
253,"Tarik Black",14
255,"Alex Blackwell",14
260,"Steve Blake",14
270,"Corie Blount",14
272,"Vander Blue",14
274,"Tony Bobbitt",14
279,"Andrew Bogut",14
289,"Isaac Bonga",14
296,"Ron Boone",14
299,"Carlos Boozer",14
312,"Sam Bowie",14
322,"Avery Bradley",14
332,"Adrian Branch",14
342,"Corey Brewer",14
344,"Jim Brewer",14
348,"Frank Brickowski",14
364,"MarShon Brooks",14
368,"Anthony Brown",14
372,"Chucky Brown",14
381,"Jabari Brown",14
385,"Kwame Brown",14
398,"Shannon Brown",14
400,"Tierre Brown",14
401,"Tony Brown",14
408,"Kobe Bryant",14
410,"Thomas Bryant",14
413,"Steve Bucknall",14
420,"Reggie Bullock",14
436,"Caron Butler",14
442,"Dwight Buycks",14
444,"Andrew Bynum",14
446,"Marty Byrnes",14
449,"Devontae Cacok",14
453,"Jose Calderon",14
455,"Kentavious Caldwell-Pope",14
457,"Demetrius Calip",14
463,"Elden Campbell",14
464,"Tony Campbell",14
468,"Derrick Caracter",14
478,"Kenny Carr",14
486,"Butch Carter",14
489,"Maurice Carter",14
496,"Alex Caruso",14
508,"Cedric Ceballos",14
509,"John Celestand",14
514,"Tyson Chandler",14
531,"Jim Chones",14
533,"Doug Christie",14
540,"Earl Clark",14
546,"Jordan Clarkson",14
588,"Lester Conner",14
591,"Brian Cook",14
596,"Quinn Cook",14
601,"Duane Cooper",14
602,"Joe Cooper",14
603,"Michael Cooper",14
630,"Joe Crispin",14
633,"Javaris Crittenton",14
665,"Lloyd Daniels",14
667,"Troy Daniels",14
676,"Anthony Davis",14
685,"Ed Davis",14
731,"Luol Deng",14
753,"Vlade Divac",14
784,"Larry Drew",14
793,"Jared Dudley",14
795,"Chris Duhon",14
818,"Devin Ebanks",14
832,"James Edwards",14
845,"Wayne Ellington",14
867,"Tyler Ennis",14
878,"Maurice Evans",14
886,"Christian Eyenga",14
890,"Jordan Farmar",14
919,"Derek Fisher",14
935,"Don Ford",14
944,"Greg Foster",14
951,"Rick Fox",14
967,"Channing Frye",14
1000,"Calvin Garrett",14
1008,"Pau Gasol",14
1018,"Devean George",14
1066,"Andrew Goudelock",14
1079,"Brian Grant",14
1083,"Horace Grant",14
1098,"A.C. Green",14
1099,"Danny Green",14
1100,"Devin Green",14
1134,"Petur Gudmundsson",14
1150,"Jack Haley",14
1184,"Alan Hardy",14
1188,"Derek Harper",14
1192,"Ron Harper",14
1201,"Elias Harris",14
1206,"Manny Harris",14
1217,"Josh Hart",14
1219,"Antonio Harvey",14
1237,"Nigel Hayes",14
1242,"Spencer Haywood",14
1255,"Jerome Henderson",14
1263,"Xavier Henry",14
1276,"Roy Hibbert",14
1281,"Mike Higgins",14
1291,"Jordan Hill",14
1311,"Brad Holland",14
1330,"Robert Horry",14
1332,"Talen Horton-Tucker",14
1339,"Dwight Howard",14
1348,"Marcelo Huertas",14
1367,"Lindsey Hunter",14
1380,"D.J. Mbenga",14
1384,"Andre Ingram",14
1385,"Brandon Ingram",14
1404,"Jim Jackson",14
1419,"Tony Jackson",14
1422,"Sam Jacobson",14
1429,"LeBron James",14
1433,"Antawn Jamison",14
1476,"Clay Johnson",14
1504,"Magic Johnson",14
1515,"Trey Johnson",14
1518,"Wesley Johnson",14
1519,"Darius Johnson-Odom",14
1541,"Dwight Jones",14
1542,"Earl Jones",14
1543,"Eddie Jones",14
1549,"Jemerrio Jones",14
1550,"Jumaine Jones",14
1566,"Eddie Jordan",14
1569,"Reggie Jordan",14
1578,"Chris Kaman",14
1581,"Jason Kapono",14
1583,"Coby Karl",14
1591,"Ryan Kelly",14
1600,"Jerome Kersey",14
1603,"Randolph Keys",14
1618,"Frankie King",14
1633,"Joe Kleine",14
1642,"Travis Knight",14
1659,"Larry Krystkowiak",14
1664,"Mitch Kupchak",14
1668,"Kyle Kuzma",14
1683,"Jeff Lamp",14
1689,"Mark Landsberger",14
1718,"Butch Lee",14
1738,"Ronnie Lester",14
1754,"Jeremy Lin",14
1775,"Brook Lopez",14
1786,"Maurice Lucas",14
1788,"Tyronn Lue",14
1792,"George Lynch",14
1797,"Scott Machado",14
1799,"Ollie Mack",14
1811,"Mark Madsen",14
1823,"Karl Malone",14
