Player_ID,Player_Name,Team_ABV
5,"Shareef Abdur-Rahim",ATL
14,"Jaylen Adams",ATL
59,"Derrick Alston",ATL
73,"Greg Anderson",ATL
76,"Justin Anderson",ATL
77,"Kenny Anderson",ATL
97,"Pero Antic",ATL
110,"Hilton Armstrong",ATL
118,"Stacey Augmon",ATL
127,"Gustavo Ayon",ATL
133,"Luke Babbitt",ATL
137,"John Bagley",ATL
175,"Drew Barry",ATL
176,"Jon Barry",ATL
186,"Esteban Batista",ATL
190,"John Battle",ATL
197,"Sergei Bazarevich",ATL
198,"Kent Bazemore",ATL
208,"Marco Belinelli",ATL
213,"DeAndre' Bembry",ATL
218,"Corey Benjamin",ATL
240,"Mike Bibby",ATL
266,"Mookie Blaylock",ATL
307,"Cal Bowdler",ATL
313,"Ira Bowman",ATL
315,"Donnie Boyce",ATL
318,"Cedric Bozeman",ATL
324,"Dudley Bradley",ATL
325,"Michael Bradley",ATL
333,"Elton Brand",ATL
341,"Randy Breuer",ATL
371,"Charlie Brown",ATL
372,"Chucky Brown",ATL
383,"John Brown",ATL
396,"Rickey Brown",ATL
406,"Nicolas Brussino",ATL
419,"Matt Bullard",ATL
427,"Tom Burleson",ATL
433,"Willie Burton",ATL
453,"Jose Calderon",ATL
474,"Antoine Carr",ATL
481,"DeMarre Carroll",ATL
492,"Vince Carter",ATL
506,"Tyler Cavanaugh",ATL
518,"Lorenzo Charles",ATL
522,"Maurice Cheeks",ATL
527,"Josh Childress",ATL
551,"Speedy Claxton",ATL
555,"Antonius Cleveland",ATL
565,"Bimbo Coles",ATL
566,"Jason Collier",ATL
567,"Art Collins",ATL
568,"Don Collins",ATL
572,"Jason Collins",ATL
573,"John Collins",ATL
581,"Sean Colson",ATL
609,"Tyrone Corbin",ATL
622,"Allen Crabbe",ATL
624,"Chris Crawford",ATL
625,"Jamal Crawford",ATL
627,"Jordan Crawford",ATL
631,"Charlie Criss",ATL
647,"Jared Cunningham",ATL
661,"Erick Dampier",ATL
684,"Deyonta Davis",ATL
686,"Emanual Davis",ATL
690,"Johnny Davis",ATL
691,"Josh Davis",ATL
711,"Austin Daye",ATL
717,"Dewayne Dedmon",ATL
722,"Malcolm Delaney",ATL
726,"Tony Delk",ATL
739,"Boris Diaw",ATL
742,"Dan Dickau",ATL
763,"Tyler Dorsey",ATL
783,"John Drew",ATL
788,"Predrag Drobnjak",ATL
802,"Mike Dunleavy Jr.",ATL
817,"Jerry Eaves",ATL
823,"Keith Edmonson",ATL
830,"Doug Edwards",ATL
834,"John Edwards",ATL
838,"Craig Ehlo",ATL
840,"Obinna Ekezie",ATL
851,"LaPhonso Ellis",ATL
877,"Jeremy Evans",ATL
878,"Maurice Evans",ATL
907,"Bruno Fernando",ATL
910,"Duane Ferrell",ATL
944,"Greg Foster",ATL
966,"Matt Freije",ATL
968,"Hiram Fuller",ATL
973,"Terry Furlow",ATL
990,"Thomas Gardner",ATL
1042,"Jack Givens",ATL
1045,"Mike Glenn",ATL
1047,"Dion Glover",ATL
1059,"Brandon Goodwin",ATL
1067,"Ricky Grace",ATL
1072,"Paul Graham",ATL
1074,"Treveon Graham",ATL
1076,"Ron Grandison",ATL
1078,"Stewart Granger",ATL
1092,"Ed Gray",ATL
1116,"Willie Green",ATL
1132,"Anthony Grundy",ATL
1136,"Tom Gugliotta",ATL
1156,"Darvin Ham",ATL
1158,"Daniel Hamilton",ATL
1170,"Darrin Hancock",ATL
1176,"Travis Hansen",ATL
1182,"Tim Hardaway Jr.",ATL
1197,"Al Harrington",ATL
1200,"Devin Harris",ATL
1219,"Antonio Harvey",ATL
1225,"Scott Hastings",ATL
1228,"Steve Hawes",ATL
1248,"Alan Henderson",ATL
1249,"Cedric Henderson",ATL
1265,"Steve Henson",ATL
1288,"Armond Hill",ATL
1297,"Kirk Hinrich",ATL
1310,"Justin Holiday",ATL
1326,"Al Horford",ATL
1337,"Tom Hovasse",ATL
1339,"Dwight Howard",ATL
1349,"Kevin Huerter",ATL
1360,"Isaac Humphries",ATL
1362,"Kris Humphries",ATL
1366,"De'Andre Hunter",ATL
1368,"Othello Hunter",ATL
1381,"Ersan Ilyasova",ATL
1392,"Royal Ivey",ATL
1403,"Jermaine Jackson",ATL
1404,"Jim Jackson",ATL
1418,"Stephen Jackson",ATL
1426,"Henry James",ATL
1450,"John Jenkins",ATL
1465,"Anthony Johnson",ATL
1468,"B.J. Johnson",ATL
1483,"DerMarr Johnson",ATL
1484,"Edward Lee Johnson",ATL
1489,"George Thomas Johnson",ATL
1491,"Ivan Johnson",ATL
1494,"Joe Johnson",ATL
1533,"Dahntay Jones",ATL
1534,"Damian Jones",ATL
1560,"Solomon Jones",ATL
1569,"Reggie Jordan",ATL
1587,"Adam Keefe",ATL
1591,"Ryan Kelly",ATL
1594,"Tim Kempton",ATL
1638,"Brevin Knight",ATL
1645,"Jon Koncak",ATL
1652,"Kyle Korver",ATL
1662,"Toni Kukoc",ATL
1677,"Christian Laettner",ATL
1689,"Mark Landsberger",ATL
1691,"Andrew Lang",ATL
1702,"Priest Lauderdale",ATL
1704,"Acie Law",ATL
1720,"Damion Lee",ATL
1727,"Ron Lee",ATL
1731,"Alex Len",ATL
1733,"Gary Leonard",ATL
1736,"Jim Les",ATL
1742,"Cliff Levingston",ATL
1754,"Jeremy Lin",ATL
1758,"Randy Livingston",ATL
1770,"Grant Long",ATL
1771,"John Long",ATL
1781,"Sidney Lowe",ATL
1788,"Tyronn Lue",ATL
1801,"Shelvin Mack",ATL
1803,"Rudy Macklin",ATL
1812,"Josh Magette",ATL
1824,"Moses Malone",ATL
1825,"Matt Maloney",ATL
1829,"Danny Manning",ATL
1832,"Pace Mannion",ATL
1835,"Roy Marble",ATL
1852,"Cartier Martin",ATL
1875,"Wes Matthews",ATL
1890,"Travis Mays",ATL
1902,"Amal McCaskill",ATL
1910,"Tim McCormick",ATL
1911,"Jelani McCoy",ATL
1929,"Jim McElroy",ATL
1933,"Mike McGee",ATL
1935,"Tracy McGrady",ATL
1952,"Roshown McLeod",ATL
1954,"Tom McMillen",ATL
1962,"Stanislav Medvedenko",ATL
1990,"Anthony Miller",ATL
2004,"Paul Millsap",ATL
2022,"Nazr Mohammed",ATL
2026,"Sidney Moncrief",ATL
2032,"Rodney Monroe",ATL
2042,"Mikki Moore",ATL
2053,"Jaylen Morris",ATL
2057,"Randolph Morris",ATL
2061,"Anthony Morrow",ATL
2069,"Hanno Mottola",ATL
2078,"Todd Mundt",ATL
2093,"Ronald Murray",ATL
2097,"Mike Muscala",ATL
2099,"Dikembe Mutombo",ATL
2105,"Mamadou N'Diaye",ATL
2109,"Lee Nailon",ATL
2116,"Howard Nathan",ATL
2122,"Gary Neal",ATL
2135,"Ivano Newbill",ATL
2136,"Ira Newble",ATL
2156,"Ken Norman",ATL
2166,"James Nunnally",ATL
2205,"Brian Oliver",ATL
2234,"Zaza Pachulia",ATL
2241,"Andy Panko",ATL
2244,"Jannero Pargo",ATL
2248,"Jabari Parker",ATL
2253,"Chandler Parsons",ATL
2259,"Lamar Patterson",ATL
2265,"Billy Paultz",ATL
2269,"Adreian Payne",ATL
2280,"Sam Pellom",ATL
2294,"Wesley Person",ATL
2298,"Johan Petro",ATL
2313,"John Pinone",ATL
2318,"Dexter Pittman",ATL
2323,"Miles Plumlee",ATL
2352,"Josh Powell",ATL
2356,"Alex Poythress",ATL
2367,"Taurean Prince",ATL
2373,"Joel Przybilla",ATL
2385,"Vladimir Radmanovic",ATL
2401,"Blair Rasmussen",ATL
2403,"Theo Ratliff",ATL
2405,"Leo Rautins",ATL
2410,"Zeljko Rebraca",ATL
2411,"Eldridge Recasner",ATL
2413,"Cam Reddish",ATL
2443,"Jeremy Richardson",ATL
2451,"Isaiah Rider",ATL
2458,"Doc Rivers",ATL
2478,"Glenn Robinson",ATL
2485,"Larry Robinson",ATL
2489,"Rumeal Robinson",ATL
2504,"Tree Rollins",ATL
2507,"Sean Rooks",ATL
2516,"Dan Roundfield",ATL
2538,"Walker Russell",ATL
2554,"Pepe Sanchez",ATL
2556,"Jeff Sanders",ATL
2579,"Dennis Schroder",ATL
2588,"Mike Scott",ATL
2593,"Thabo Sefolosha",ATL
2614,"Craig Shelton",ATL
2617,"Jeff Sheppard",ATL
2619,"Paul Shirley",ATL
2626,"Jordan Sibert",ATL
2643,"Dickey Simpkins",ATL
2659,"Reggie Slater",ATL
2662,"Donald Sloan",ATL
2678,"Donta Smith",ATL
2688,"Joe Smith",ATL
2689,"Josh Smith",ATL
2691,"Kenny Smith",ATL
2694,"Leon Smith",ATL
2701,"Randy Smith",ATL
2706,"Steve Smith",ATL
2710,"Tony Smith",ATL
2726,"Rory Sparrow",ATL
2728,"Omari Spellman",ATL
2729,"Andre Spencer",ATL
2732,"Tiago Splitter",ATL
2736,"Jerry Stackhouse",ATL
2753,"DeShawn Stevenson",ATL
2757,"Michael Stewart",ATL
2761,"Alex Stivrins",ATL
2772,"Salim Stoudamire",ATL
2776,"Mark Strickland",ATL
2790,"Bob Sura",ATL
2798,"Pape Sy",ATL
2810,"Edy Tavares",ATL
2814,"Isaiah Taylor",ATL
2826,"Jeff Teague",ATL
2835,"Jason Terry",ATL
2839,"Reggie Theus",ATL
2847,"Etan Thomas",ATL
2852,"James Thomas",ATL
2854,"John Thomas",ATL
2869,"Dijon Thompson",ATL
2892,"Ray Tolbert",ATL
2894,"Anthony Tolliver",ATL
2897,"Sedric Toney",ATL
2927,"Evan Turner",ATL
2936,"Jeremy Tyler",ATL
2966,"Jacque Vaughn",ATL
2978,"Fred Vinson",ATL
2980,"Alexander Volkov",ATL
3001,"Antoine Walker",ATL
3014,"Rasheed Wallace",ATL
3015,"Tyrone Wallace",ATL
3031,"Chris Washburn",ATL
3046,"Paul Watson",ATL
3056,"Spud Webb",ATL
3077,"Mario West",ATL
3078,"Mark West",ATL
3082,"Ennis Whatley",ATL
3086,"Andrew White",ATL
3104,"Donald Whiteside",ATL
3117,"Morlon Wiley",ATL
3121,"Damien Wilkins",ATL
3122,"Dominique Wilkins",ATL
3127,"Mike Wilks",ATL
3131,"Brandon Williams",ATL
3141,"Freeman Williams",ATL
3143,"Gus Williams",ATL
3160,"Lou Williams",ATL
3163,"Marvin Williams",ATL
3166,"Mike Williams",ATL
3171,"Ray Williams",ATL
3180,"Shammond Williams",ATL
3182,"Shelden Williams",ATL
3183,"Sly Williams",ATL
3192,"Kevin Willis",ATL
3198,"Michael Wilson",ATL
3201,"Rick Wilson",ATL
3203,"Trevor Wilson",ATL
3217,"Randy Wittman",ATL
3222,"Al Wood",ATL
3226,"Leon Wood",ATL
3233,"Haywoode Workman",ATL
3245,"Howard Wright",ATL
3248,"Lorenzen Wright",ATL
3267,"Trae Young",ATL
3271,"Tyler Zeller",ATL
