Player_ID,Player_Name,Team_ABV
11,"Quincy Acy",BRK
13,"Hassan Adams",NJN
18,"Rafael Addison",NJN
23,"Maurice Ager",NJN
48,"Jarrett Allen",BRK
52,"Malik Allen",NJN
60,"Rafer Alston",NJN
68,"Alan Anderson",BRK
73,"Greg Anderson",NJN
76,"Justin Anderson",BRK
77,"Kenny Anderson",NJN
82,"Ron Anderson",NJN
83,"Ryan Anderson",NJN
108,"Brandon Armstrong",NJN
109,"Darrell Armstrong",NJN
115,"Vincent Askew",NJN
137,"John Bagley",NJN
141,"James Bailey",NJN
164,"Andrea Bargnani",BRK
181,"Tim Bassett",NJN
188,"Tony Battie",NJN
217,"Benoit Benjamin",NJN
219,"Anthony Bennett",BRK
225,"David Benoit",NJN
230,"Walter Berry",NJN
234,"Travis Best",NJN
247,"Otis Birdsong",NJN
265,"Andray Blatche",BRK
266,"Mookie Blaylock",NJN
275,"Keith Bogans",NJN
275,"Keith Bogans",BRK
277,"Bojan Bogdanovic",BRK
294,"Trevor Booker",BRK
295,"Josh Boone",NJN
312,"Sam Bowie",NJN
316,"Earl Boykins",NJN
317,"Winford Boynes",NJN
324,"Dudley Bradley",NJN
326,"Shawn Bradley",NJN
332,"Adrian Branch",NJN
345,"Ron Brewer",NJN
364,"MarShon Brooks",NJN
364,"MarShon Brooks",BRK
372,"Chucky Brown",NJN
373,"Damone Brown",NJN
389,"Markel Brown",BRK
393,"P.J. Brown",NJN
401,"Tony Brown",NJN
403,"Stanley Brundy",NJN
417,"Jud Buechler",NJN
418,"Rodney Buford",NJN
428,"David Burns",NJN
430,"Scott Burrell",NJN
451,"Michael Cage",NJN
454,"Adrian Caldwell",NJN
463,"Elden Campbell",NJN
472,"Rick Carlisle",NJN
476,"Chris Carr",NJN
481,"DeMarre Carroll",BRK
482,"Joe Barry Carroll",NJN
492,"Vince Carter",NJN
497,"Sam Cassell",NJN
502,"Bobby Cattage",NJN
507,"Ron Cavenall",NJN
515,"Wilson Chandler",BRK
522,"Maurice Cheeks",NJN
527,"Josh Childress",BRK
529,"Chris Childs",NJN
530,"Chris Chiozza",BRK
540,"Earl Clark",BRK
550,"Nicolas Claxton",BRK
562,"Ben Coleman",NJN
563,"Derrick Coleman",NJN
572,"Jason Collins",NJN
572,"Jason Collins",BRK
584,"Dallas Comegys",NJN
588,"Lester Conner",NJN
593,"Darwin Cook",NJN
602,"Joe Cooper",NJN
622,"Allen Crabbe",BRK
625,"Jamal Crawford",BRK
628,"Mitch Creek",BRK
646,"Dante Cunningham",BRK
648,"William Cunningham",NJN
665,"Lloyd Daniels",NJN
