Player_ID,Player_Name,Team_ABV
27,"Alexis Ajinca",NOP
44,"Nickeil Alexander-Walker",NOP
55,"Tony Allen",NOP
64,"Al-Farouq Aminu",NOP
65,"Lou Amundson",NOP
83,"Ryan Anderson",NOP
114,"Omer Asik",NOP
133,"Luke Babbitt",NOP
153,"Lonzo Ball",NOP
231,"Dairis Bertans",NOP
368,"Anthony Brown",NOP
498,"Omri Casspi",NOP
521,"Zylan Cheatham",NOP
527,"Josh Childress",NOP
542,"Ian Clark",NOP
561,"Norris Cole",NOP
596,"Quinn Cook",NOP
598,"Charles Cooke",NOP
618,"DeMarcus Cousins",NOP
627,"Jordan Crawford",NOP
646,"Dante Cunningham",NOP
676,"Anthony Davis",NOP
719,"Bryce Dejean-Jones",NOP
737,"Cheick Diallo",NOP
772,"Toney Douglas",NOP
785,"Larry Drew II",NOP
857,"Melvin Ely",NOP
866,"James Ennis",NOP
881,"Tyreke Evans",NOP
895,"Derrick Favors",NOP
960,"Tim Frazier",NOP
963,"Jimmer Fredette",NOP
984,"Langston Galloway",NOP
1015,"Alonzo Gee",NOP
1058,"Archie Goodwin",NOP
1063,"Eric Gordon",NOP
1094,"Josh Gray",NOP
1159,"Jordan Hamilton",NOP
1213,"Andrew Harrison",NOP
1217,"Josh Hart",NOP
1235,"Jaxson Hayes",NOP
1279,"Buddy Hield",NOP
1292,"Solomon Hill",NOP
1309,"Jrue Holiday",NOP
1385,"Brandon Ingram",NOP
1394,"Jarrett Jack",NOP
1400,"Frank Jackson",NOP
1431,"Michael Perry James",NOP
1510,"Orlando Johnson",NOP
1512,"Stanley Johnson",NOP
1518,"Wesley Johnson",NOP
1547,"Jalen Jones",NOP
1561,"Terrence Jones",NOP
1730,"Walt Lemon Jr.",NOP
1752,"DeAndre Liggins",NOP
1967,"Gal Mekel",NOP
1968,"Nicolo Melli",NOP
1993,"Darius Miller",NOP
2010,"Nikola Mirotic",NOP
2039,"E'Twaun Moore",NOP
2061,"Anthony Morrow",NOP
2067,"Donatas Motiejunas",NOP
2126,"Jameer Nelson",NOP
2191,"Emeka Okafor",NOP
2192,"Jahlil Okafor",NOP
2212,"Arinze Onuaku",NOP
2272,"Elfrid Payton",NOP
2286,"Kendrick Perkins",NOP
2332,"Quincy Pondexter",NOP
2395,"Julius Randle",NOP
2414,"J.J. Redick",NOP
2456,"Austin Rivers",NOP
2463,"Brian Roberts",NOP
2487,"Nate Robinson",NOP
2506,"Rajon Rondo",NOP
2544,"John Salmons",NOP
2596,"Wayne Selden",NOP
2681,"Ish Smith",NOP
2685,"Jason Smith",NOP
2689,"Josh Smith",NOP
2704,"Russ Smith",NOP
2721,"James Southerland",NOP
2748,"Lance Stephenson",NOP
2758,"Greg Stiemsma",NOP
2858,"Lance Thomas",NOP
2870,"Hollis Thompson",NOP
2883,"Sindarius Thornwell",NOP
2903,"Axel Toupane",NOP
3138,"Elliot Williams",NOP
3157,"Kenrich Williams",NOP
3173,"Reginald Leon Williams",NOP
3191,"Zion Williamson",NOP
3216,"Jeff Withey",NOP
3221,"Nate Wolters",NOP
3223,"Christian Wood",NOP
