Player_ID,Player_Name,Team_ID
25,"Blake Ahearn",29
47,"Grayson Allen",29
58,"Morris Almond",29
62,"John Amaechi",29
65,"Lou Amundson",29
74,"J.J. Anderson",29
84,"Shandon Anderson",29
100,"Rafael Araujo",29
111,"Carlos Arroyo",29
121,"Isaac Austin",29
124,"Anthony Avent",29
142,"Thurl Bailey",29
211,"Raja Bell",29
216,"Jerrelle Benimon",29
222,"Mel Bennett",29
225,"David Benoit",29
227,"Kent Benson",29
241,"Andris Biedrins",29
277,"Bojan Bogdanovic",29
285,"Joel Bolomboy",29
286,"Walter Bond",29
294,"Trevor Booker",29
296,"Ron Boone",29
299,"Carlos Boozer",29
300,"Curtis Borchardt",29
304,"Tom Boswell",29
327,"Tony Bradley",29
336,"Jarrell Brantley",29
346,"Ronnie Brewer",29
354,"Allan Bristow",29
375,"Dee Brown",29
377,"Devin Brown",29
383,"John Brown",29
390,"Mike Brown",29
395,"Raymond Brown",29
401,"Tony Brown",29
422,"Trey Burke",29
424,"Alec Burks",29
459,"Mack Calvin",29
474,"Antoine Carr",29
481,"DeMarre Carroll",29
502,"Bobby Cattage",29
506,"Tyler Cavanaugh",29
512,"Tom Chambers",29
520,"Calbert Cheaney",29
526,"Pete Chilcutt",29
537,"Patrick Christopher",29
542,"Ian Clark",29
543,"Keon Clark",29
546,"Jordan Clarkson",29
571,"Jarron Collins",29
585,"Mike Conley",29
594,"Jeff Cook",29
600,"Jack Cooley",29
604,"Wayne Cooper",29
609,"Tyrone Corbin",29
613,"Bryce Cotton",29
617,"Marcus Cousin",29
639,"John Crotty",29
640,"Corey Crowder",29
641,"Jae Crowder",29
643,"Pat Cummings",29
648,"William Cunningham",29
652,"Dell Curry",29
669,"Adrian Dantley",29
680,"Brad Davis",29
685,"Ed Davis",29
704,"Darryl Dawkins",29
706,"Paul Dawkins",29
716,"Greg Deane",29
739,"Boris Diaw",29
756,"James Donaldson",29
783,"John Drew",29
807,"John Duren",29
816,"Mark Eaton",29
817,"Jerry Eaves",29
827,"Blue Edwards",29
839,"Howard Eisley",29
856,"Francisco Elson",29
877,"Jeremy Evans",29
885,"Dante Exum",29
892,"Jim Farmer",29
895,"Derrick Favors",29
913,"Kyrylo Fesenko",29
919,"Derek Fisher",29
944,"Greg Foster",29
952,"Randy Foye",29
969,"Todd Fuller",29
973,"Terry Furlow",29
980,"Sundiata Gaines",29
982,"Chad Gallagher",29
1002,"Diante Garrett",29
1025,"John Gianelli",29
1038,"Armen Gilliam",29
1041,"Gordan Giricek",29
1050,"Rudy Gobert",29
1087,"Paul Grant",29
1102,"Erick Green",29
1106,"Jeff Green",29
1112,"Rickey Green",29
1113,"Sean Green",29
1129,"Darrell Griffith",29
1136,"Tom Gugliotta",29
1171,"Ben Handlogten",29
1175,"Bob Hansen",29
1185,"James Hardy",29
1193,"Matt Harpring",29
1200,"Devin Harris",29
1207,"Mike Harris",29
1216,"Jason Hart",29
1238,"Steve Hayes",29
1239,"Gordon Hayward",29
1289,"George Hill",29
1321,"Rodney Hood",29
1328,"Jeff Hornacek",29
1340,"Josh Howard",29
1343,"Stephen Howard",29
1347,"Troy Hudson",29
1353,"Eddie Hughes",29
1361,"Jay Humphries",29
1362,"Kris Humphries",29
1375,"Marc Iavaroni",29
