Player_ID,Player_Name,Team_ABV
10,"Mark Acres",WSB
16,"Michael Adams",WSB
31,"Mark Alarie",WSB
63,"Ashraf Amaya",WSB
82,"Ron Anderson",WSB
140,"Gus Bailey",WSB
154,"Greg Ballard",WSB
184,"Billy Ray Bates",WSB
192,"Dave Batton",WSB
207,"Ron Behagen",WSB
278,"Muggsy Bogues",WSB
282,"Manute Bol",WSB
303,"Lawrence Boston",WSB
324,"Dudley Bradley",WSB
356,"Dave Britton",WSB
386,"Lewis Brown",WSB
434,"Steve Burtt",WSB
440,"Mitchell Butler",WSB
475,"Austin Carr",WSB
500,"Terry Catledge",WSB
517,"Rex Chapman",WSB
520,"Calbert Cheaney",WSB
523,"Phil Chenier",WSB
531,"Jim Chones",WSB
552,"Jim Cleamons",WSB
568,"Don Collins",WSB
582,"Steve Colter",WSB
586,"Marty Conlon",WSB
593,"Darwin Cook",WSB
602,"Joe Cooper",WSB
610,"Chris Corchiani",WSB
611,"Dave Corzine",WSB
621,"Chubby Cox",WSB
655,"Michael Curry",WSB
662,"Bob Dandridge",WSB
682,"Charles Davis",WSB
712,"Darren Daye",WSB
791,"Kevin Duckworth",WSB
813,"Ledell Eackles",WSB
854,"Pervis Ellison",WSB
862,"A.J. English",WSB
898,"Dave Feitl",WSB
918,"Matt Fish",WSB
944,"Greg Foster",WSB
1012,"Andrew Gaze",WSB
1028,"Mike Gibson",WSB
1081,"Greg Grant",WSB
1082,"Harvey Grant",WSB
1109,"Kenny Green",WSB
1121,"Claude Gregory",WSB
1123,"Kevin Grevey",WSB
1136,"Tom Gugliotta",WSB
1167,"Tom Hammonds",WSB
1233,"Elvin Hayes",WSB
1242,"Spencer Haywood",WSB
1311,"Brad Holland",WSB
1327,"Tito Horford",WSB
1331,"Ed Horton",WSB
1341,"Juwan Howard",WSB
1386,"Byron Irvin",WSB
1401,"Jaren Jackson",WSB
1470,"Buck Johnson",WSB
1488,"Frank Johnson",WSB
1490,"George Lee Johnson",WSB
1524,"Anthony Jones",WSB
1530,"Charles Jones",WSB
1531,"Charles Alexander Jones",WSB
1615,"Albert King",WSB
1616,"Bernard King",WSB
1647,"Joe Kopicki",WSB
1664,"Mitch Kupchak",WSB
1729,"Tim Legler",WSB
1743,"Cedric Lewis",WSB
1755,"Steve Lingenfelter",WSB
1784,"John Lucas",WSB
1796,"Don MacLean",WSB
1817,"Rick Mahorn",WSB
1822,"Jeff Malone",WSB
1824,"Moses Malone",WSB
1826,"Steve Malovic",WSB
1875,"Wes Matthews",WSB
1896,"Bob McCann",WSB
1899,"Andre McCarter",WSB
1909,"Keith McCord",WSB
1939,"Jim McIlvaine",WSB
1941,"Kevin McKenna",WSB
1954,"Tom McMillen",WSB
2065,"Perry Moss",WSB
2082,"Gheorghe Muresan",WSB
2085,"Jay Murphy",WSB
2094,"Tracy Murray",WSB
2143,"Gaylon Nickerson",WSB
2177,"Mike O'Koren",WSB
2188,"Alan Ogg",WSB
2205,"Brian Oliver",WSB
2224,"Doug Overton",WSB
2235,"Robert Pack",WSB
2236,"Gerald Paddio",WSB
2284,"Mike Peplowski",WSB
2301,"Roger Phegley",WSB
2340,"Kevin Porter",WSB
2359,"Dominic Pressley",WSB
2362,"Brent Price",WSB
2363,"Mark Price",WSB
2369,"Kevin Pritchard",WSB
2462,"Anthony Roberts",WSB
2472,"Cliff Robinson",WSB
2485,"Larry Robinson",WSB
2514,"Doug Roth",WSB
2516,"Dan Roundfield",WSB
2531,"Jeff Ruland",WSB
2552,"Ralph Sampson",WSB
2570,"DeWayne Scales",WSB
2603,"Tom Sewell",WSB
2656,"Scott Skiles",WSB
2674,"Clinton Smith",WSB
2692,"LaBradford Smith",WSB
2718,"Ricky Sobers",WSB
2756,"Larry Stewart",WSB
2777,"Rod Strickland",WSB
2779,"Derek Strong",WSB
2833,"Carlos Terry",WSB
2881,"Bob Thornton",WSB
2918,"Anthony Tucker",WSB
2925,"Andre Turner",WSB
2933,"Melvin Turpin",WSB
2944,"Wes Unseld",WSB
2975,"Jay Vincent",WSB
3002,"Darrell Walker",WSB
3006,"Kenny Walker",WSB
3011,"Ben Wallace",WSB
3014,"Rasheed Wallace",WSB
3029,"Bryan Warrick",WSB
3057,"Chris Webber",WSB
3059,"Jeff Webster",WSB
3082,"Ennis Whatley",WSB
3107,"Chris Whitney",WSB
3141,"Freeman Williams",WSB
3143,"Gus Williams",WSB
3144,"Guy Williams",WSB
3152,"John Williams",WSB
3159,"Lorenzo Williams",WSB
3190,"John Williamson",WSB
3198,"Michael Wilson",WSB
3207,"David Wingate",WSB
3218,"Garry Witts",WSB
3226,"Leon Wood",WSB
3233,"Haywoode Workman",WSB
3247,"Larry Wright",WSB
