Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,5,CHI,Charlotte Bobcats,Scottie Pippen,25,17,17,704,7.3,14.4,0.5,0.2,0.9,0.24,7.1,13.6,0.52,4.1,5.2,0.79,1.9,5.8,7.7,5.1,2.1,1.0,2.8,3.0,18.8
1991,5,CHI,Charlotte Bobcats,Michael Jordan,27,17,17,689,10.3,19.6,0.52,0.5,1.4,0.38,9.8,18.3,0.53,6.5,7.7,0.84,0.9,4.7,5.6,7.4,2.1,1.2,2.2,2.8,27.6
1991,5,CHI,Charlotte Bobcats,Horace Grant,25,17,17,666,4.9,8.4,0.58,0.0,0.0,,4.9,8.4,0.58,2.4,3.2,0.73,3.0,4.4,7.5,2.1,0.8,0.3,1.1,2.4,12.2
1991,5,CHI,Charlotte Bobcats,Bill Cartwright,33,17,17,511,4.9,9.5,0.52,0.0,0.0,,4.9,9.5,0.52,1.5,2.3,0.69,1.8,3.9,5.6,2.3,0.6,0.5,1.5,3.9,11.4
1991,5,CHI,Charlotte Bobcats,John Paxson,30,17,17,487,4.6,8.6,0.53,0.1,1.0,0.14,4.4,7.6,0.58,1.0,1.0,1.0,0.1,1.6,1.7,3.9,0.8,0.0,0.4,2.4,10.3
1991,5,CHI,Charlotte Bobcats,B.J. Armstrong,23,17,0,273,4.6,9.2,0.5,0.4,0.7,0.6,4.2,8.6,0.49,2.6,3.3,0.8,0.7,2.9,3.6,5.7,2.5,0.1,1.7,1.7,12.3
1991,5,CHI,Charlotte Bobcats,Craig Hodges,30,17,0,209,5.7,13.4,0.42,1.9,4.8,0.39,3.8,8.6,0.44,0.5,0.7,0.75,0.0,0.7,0.7,1.7,1.9,0.0,1.9,3.6,13.8
1991,5,CHI,Charlotte Bobcats,Will Perdue,25,17,0,198,5.3,9.6,0.55,0.0,0.0,,5.3,9.6,0.55,2.2,4.0,0.55,5.8,6.0,11.8,0.7,0.4,1.5,2.5,7.5,12.7
1991,5,CHI,Charlotte Bobcats,Cliff Levingston,30,17,0,192,3.9,7.7,0.51,0.0,0.0,,3.9,7.7,0.51,0.6,1.1,0.5,4.1,3.6,7.7,1.3,1.9,1.3,0.4,5.2,8.4
1991,5,CHI,Charlotte Bobcats,Stacey King,24,11,0,86,3.3,11.3,0.3,0.0,0.4,0.0,3.3,10.9,0.31,2.9,4.6,0.64,3.8,5.4,9.2,0.8,0.4,0.4,3.8,6.3,9.6
1991,5,CHI,Charlotte Bobcats,Scott Williams,22,12,0,72,3.0,6.5,0.46,0.0,0.5,0.0,3.0,6.0,0.5,5.5,10.0,0.55,2.0,8.0,10.0,1.5,0.5,1.5,2.0,7.5,11.5
1991,5,CHI,Charlotte Bobcats,Dennis Hopson,25,5,0,18,4.0,12.0,0.33,0.0,0.0,,4.0,12.0,0.33,8.0,18.0,0.44,4.0,4.0,8.0,2.0,0.0,2.0,2.0,4.0,16.0
