Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1999,7,2161,DAL,Dallas Mavericks,20.0,NBA,PF,47,24,958,136,336,0.4,14,68,0.21,122,268,0.46,0.43,99,128,0.77,41,121,162,47,29,27,73,105,385,,0
2001,7,2161,DAL,Dallas Mavericks,22.0,NBA,PF,82,82,3125,591,1247,0.47,151,390,0.39,440,857,0.51,0.53,451,538,0.84,119,635,754,173,79,101,156,245,1784,,0
2002,7,2161,DAL,Dallas Mavericks,23.0,NBA,C,76,76,2891,600,1258,0.48,139,350,0.4,461,908,0.51,0.53,440,516,0.85,120,635,755,186,83,77,145,222,1779,,0
2003,7,2161,DAL,Dallas Mavericks,24.0,NBA,PF,80,80,3117,690,1489,0.46,148,390,0.38,542,1099,0.49,0.51,483,548,0.88,81,710,791,239,111,82,152,206,2011,,0
2004,7,2161,DAL,Dallas Mavericks,25.0,NBA,C,77,77,2915,605,1310,0.46,99,290,0.34,506,1020,0.5,0.5,371,423,0.88,90,580,670,207,92,104,135,216,1680,,0
2005,7,2161,DAL,Dallas Mavericks,26.0,NBA,PF,78,78,3020,663,1445,0.46,91,228,0.4,572,1217,0.47,0.49,615,708,0.87,96,661,757,240,97,119,176,219,2032,,0
2006,7,2161,DAL,Dallas Mavericks,27.0,NBA,PF,81,81,3089,751,1564,0.48,110,271,0.41,641,1293,0.5,0.52,539,598,0.9,115,613,728,226,58,83,156,164,2151,,0
2007,7,2161,DAL,Dallas Mavericks,28.0,NBA,PF,78,78,2820,673,1341,0.5,72,173,0.42,601,1168,0.52,0.53,498,551,0.9,122,571,693,263,52,62,167,171,1916,,0
2008,7,2161,DAL,Dallas Mavericks,29.0,NBA,PF,77,77,2769,630,1314,0.48,79,220,0.36,551,1094,0.5,0.51,478,544,0.88,95,564,659,266,51,71,160,198,1817,,1
2009,7,2161,DAL,Dallas Mavericks,30.0,NBA,PF,81,81,3050,774,1616,0.48,61,170,0.36,713,1446,0.49,0.5,485,545,0.89,88,593,681,197,61,63,157,176,2094,,0
2010,7,2161,DAL,Dallas Mavericks,31.0,NBA,PF,81,80,3039,720,1496,0.48,51,121,0.42,669,1375,0.49,0.5,536,586,0.92,80,540,620,218,70,79,149,208,2027,,1
2011,7,2161,DAL,Dallas Mavericks,32.0,NBA,PF,73,73,2504,610,1179,0.52,66,168,0.39,544,1011,0.54,0.55,395,443,0.89,50,463,513,190,38,47,137,172,1681,,0
2012,7,2161,DAL,Dallas Mavericks,33.0,NBA,PF,62,62,2079,473,1034,0.46,78,212,0.37,395,822,0.48,0.5,318,355,0.9,46,372,418,136,42,30,117,129,1342,,0
2013,7,2161,DAL,Dallas Mavericks,34.0,NBA,PF,53,47,1661,343,728,0.47,65,157,0.41,278,571,0.49,0.52,166,193,0.86,37,326,363,132,38,37,70,93,917,,0
2014,7,2161,DAL,Dallas Mavericks,35.0,NBA,PF,80,80,2628,633,1273,0.5,131,329,0.4,502,944,0.53,0.55,338,376,0.9,40,458,498,216,73,45,117,165,1735,,0
2015,7,2161,DAL,Dallas Mavericks,36.0,NBA,PF,77,77,2282,487,1062,0.46,104,274,0.38,383,788,0.49,0.51,255,289,0.88,44,413,457,143,39,33,82,160,1333,,0
2016,7,2161,DAL,Dallas Mavericks,37.0,NBA,PF,75,75,2364,498,1112,0.45,126,342,0.37,372,770,0.48,0.5,250,280,0.89,52,437,489,132,52,52,84,161,1372,,0
2017,7,2161,DAL,Dallas Mavericks,38.0,NBA,PF,54,54,1424,296,678,0.44,79,209,0.38,217,469,0.46,0.5,98,112,0.88,23,330,353,82,30,38,51,113,769,,0
2018,7,2161,DAL,Dallas Mavericks,39.0,NBA,C,77,77,1900,346,758,0.46,138,337,0.41,208,421,0.49,0.55,97,108,0.9,22,416,438,120,43,45,51,146,927,,0
2019,7,2161,DAL,Dallas Mavericks,40.0,NBA,PF,51,20,795,135,376,0.36,64,205,0.31,71,171,0.42,0.44,39,50,0.78,5,153,158,35,9,18,18,76,373,,0
