Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,5,3175,CHI,Charlotte Bobcats,22.0,NBA,PF,51.0,0.0,337.0,7.9,15.5,0.51,0.1,0.3,0.5,7.7,15.2,0.51,3.0,4.2,0.71,6.3,8.3,14.6,2.4,1.8,1.9,3.4,7.6,18.9,,109.0,103.0
1992,5,3175,CHI,Charlotte Bobcats,23.0,NBA,PF,63.0,0.0,690.0,6.1,12.7,0.48,0.0,0.2,0.0,6.1,12.5,0.49,3.5,5.5,0.65,6.6,11.6,18.2,3.7,1.0,2.7,2.6,9.0,15.8,,114.0,101.0
1993,5,3175,CHI,Charlotte Bobcats,24.0,NBA,PF,71.0,5.0,1369.0,6.3,13.5,0.47,0.0,0.3,0.0,6.3,13.2,0.48,3.4,4.8,0.71,6.4,10.7,17.1,2.6,2.1,2.5,2.8,8.7,16.0,,110.0,101.0
1994,5,3175,CHI,Charlotte Bobcats,25.0,NBA,C,38.0,11.0,638.0,9.3,19.3,0.48,0.1,0.4,0.2,9.3,18.9,0.49,4.9,8.0,0.61,5.6,9.2,14.8,3.2,1.3,1.7,3.6,9.2,23.7,,105.0,101.0
1995,23,3175,PHI,Philadelphia 76Ers,26.0,NBA,PF,77.0,43.0,1781.0,6.1,12.9,0.48,0.0,0.2,0.0,6.1,12.6,0.48,2.3,3.2,0.74,5.1,9.2,14.4,1.7,2.1,1.2,2.5,7.0,14.5,,106.0,107.0
1996,23,3175,PHI,Philadelphia 76Ers,27.0,NBA,PF,13.0,1.0,193.0,4.0,7.8,0.52,0.0,0.5,0.0,4.0,7.3,0.56,2.7,3.2,0.83,3.5,8.9,12.4,1.3,1.6,1.9,2.2,7.3,10.8,,111.0,110.0
1997,23,3175,PHI,Philadelphia 76Ers,28.0,NBA,C,62.0,52.0,1317.0,6.2,12.2,0.51,0.0,0.1,0.0,6.2,12.1,0.51,1.5,2.1,0.69,5.9,9.3,15.2,1.6,1.7,1.6,1.9,7.9,13.8,,113.0,108.0
1998,23,3175,PHI,Philadelphia 76Ers,29.0,NBA,C,58.0,7.0,801.0,6.2,14.1,0.44,0.0,0.3,0.0,6.2,13.8,0.45,3.4,4.2,0.81,5.8,8.2,14.0,1.9,1.1,1.4,2.0,8.7,15.7,,108.0,105.0
1999,31,3175,TOT,Total After Trade,30.0,NBA,C,7.0,0.0,46.0,6.0,20.2,0.29,0.0,0.0,,6.0,20.2,0.29,4.8,8.3,0.57,3.6,13.1,16.7,1.2,3.6,2.4,4.8,10.7,16.7,,70.0,91.0
1999,23,3175,PHI,Philadelphia 76Ers,30.0,NBA,C,2.0,0.0,17.0,0.0,6.4,0.0,0.0,0.0,,0.0,6.4,0.0,0.0,0.0,,3.2,3.2,6.4,3.2,6.4,3.2,6.4,12.7,0.0,,24.0,90.0
1999,17,3175,MIL,Milwaukee Bucks,30.0,NBA,C,5.0,0.0,29.0,9.5,28.5,0.33,0.0,0.0,,9.5,28.5,0.33,7.6,13.3,0.57,3.8,19.0,22.8,0.0,1.9,1.9,3.8,9.5,26.6,,80.0,92.0
2001,17,3175,MIL,Milwaukee Bucks,32.0,NBA,C,66.0,31.0,1272.0,7.0,14.8,0.47,0.0,0.2,0.25,7.0,14.6,0.48,2.5,2.9,0.86,4.0,10.9,14.9,1.4,2.0,1.3,1.7,7.3,16.5,,109.0,101.0
2002,8,3175,DEN,Denver Nuggets,33.0,NBA,PF,41.0,16.0,737.0,6.2,15.6,0.4,0.0,0.1,0.0,6.2,15.5,0.4,2.2,3.0,0.73,5.9,9.2,15.1,0.9,1.2,2.4,2.5,7.1,14.6,,93.0,106.0
2003,24,3175,PHO,Phoenix Suns,34.0,NBA,C,69.0,33.0,872.0,7.2,17.6,0.41,0.0,0.1,0.0,7.2,17.4,0.41,2.0,2.5,0.79,4.3,7.3,11.6,1.3,1.6,1.3,1.9,9.6,16.4,,96.0,102.0
2004,31,3175,TOT,Total After Trade,35.0,NBA,C,43.0,21.0,527.0,8.8,18.2,0.48,0.2,0.3,0.67,8.6,17.9,0.48,1.6,2.6,0.59,3.7,9.2,12.9,1.7,2.0,1.6,1.6,9.3,19.4,,106.0,103.0
2004,24,3175,PHO,Phoenix Suns,35.0,NBA,C,16.0,10.0,267.0,10.3,19.6,0.52,0.4,0.4,1.0,9.9,19.2,0.52,1.7,2.5,0.69,4.5,9.5,14.0,1.2,2.9,1.4,1.2,8.7,22.7,,115.0,101.0
2004,7,3175,DAL,Dallas Mavericks,35.0,NBA,C,27.0,11.0,260.0,7.3,16.8,0.44,0.0,0.2,0.0,7.3,16.6,0.44,1.4,2.8,0.5,3.0,8.9,11.9,2.2,1.0,1.8,2.0,9.9,16.0,,95.0,106.0
2005,6,3175,CLE,Cleveland Cavaliers,36.0,NBA,C,19.0,0.0,152.0,4.2,14.4,0.29,0.0,0.4,0.0,4.2,14.1,0.3,3.2,3.9,0.82,5.3,5.3,10.6,2.8,1.4,2.1,1.8,10.6,11.6,,92.0,106.0
