Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,8,DEN,Denver Nuggets,Alex English,34,11,11,438,116,255,0.46,0,3,0.0,116,252,0.46,0.46,35,43,0.81,31,28,59,48,7,3,16,34,267
1988,8,DEN,Denver Nuggets,Michael Adams,25,11,11,406,47,130,0.36,17,54,0.32,30,76,0.4,0.43,36,41,0.88,9,27,36,64,18,2,23,19,147
1988,8,DEN,Denver Nuggets,Danny Schayes,28,11,11,314,55,88,0.62,0,0,,55,88,0.62,0.62,70,83,0.84,30,49,79,18,3,10,24,46,180
1988,8,DEN,Denver Nuggets,Blair Rasmussen,25,11,11,277,60,127,0.47,0,0,,60,127,0.47,0.47,18,20,0.9,25,46,71,7,1,12,6,33,138
1988,8,DEN,Denver Nuggets,Fat Lever,27,7,7,273,45,98,0.46,3,7,0.43,42,91,0.46,0.47,26,33,0.79,16,49,65,49,13,4,4,15,119
1988,8,DEN,Denver Nuggets,Mike Evans,32,11,1,219,45,114,0.4,12,44,0.27,33,70,0.47,0.45,14,15,0.93,6,16,22,23,12,0,12,19,116
1988,8,DEN,Denver Nuggets,Bill Hanzlik,30,11,0,212,20,56,0.36,0,8,0.0,20,48,0.42,0.36,18,26,0.69,11,18,29,26,5,9,14,40,58
1988,8,DEN,Denver Nuggets,Jay Vincent,28,8,0,200,53,104,0.51,0,1,0.0,53,103,0.52,0.51,34,40,0.85,10,27,37,6,5,4,14,25,140
1988,8,DEN,Denver Nuggets,T.R. Dunn,32,11,3,185,11,20,0.55,0,0,,11,20,0.55,0.55,4,8,0.5,11,18,29,3,8,0,4,20,26
1988,8,DEN,Denver Nuggets,Wayne Cooper,31,9,0,96,8,23,0.35,0,0,,8,23,0.35,0.35,2,2,1.0,16,17,33,6,3,8,4,19,18
1988,8,DEN,Denver Nuggets,Michael Brooks,29,4,0,11,1,3,0.33,1,2,0.5,0,1,0.0,0.5,0,0,,1,3,4,2,0,0,0,1,3
1988,8,DEN,Denver Nuggets,Maurice Martin,23,3,0,9,1,5,0.2,0,1,0.0,1,4,0.25,0.2,5,6,0.83,0,1,1,0,0,1,1,1,7
