Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,21,756,SEA,Seattle Supersonics,23.0,NBA,C,68.0,,980.0,4.7,8.7,0.54,0.0,0.0,,4.7,8.7,0.54,3.7,6.2,0.59,3.9,7.4,11.4,1.5,0.3,2.7,2.5,2.9,13.2
1982,21,756,SEA,Seattle Supersonics,24.0,NBA,C,82.0,1.0,1710.0,5.4,8.8,0.61,0.0,0.0,,5.4,8.8,0.61,3.2,5.1,0.63,2.9,7.4,10.3,1.1,0.6,2.9,2.4,3.9,13.9
1983,21,756,SEA,Seattle Supersonics,25.0,NBA,C,82.0,11.0,1789.0,5.8,10.0,0.58,0.0,0.0,,5.8,10.0,0.58,3.0,4.4,0.69,2.6,7.4,10.1,2.0,0.4,2.0,2.7,3.4,14.6
1984,13,756,SDC,San Diego Clippers,26.0,NBA,C,82.0,67.0,2525.0,5.1,8.6,0.6,0.0,0.0,,5.1,8.6,0.6,3.6,4.7,0.76,2.4,6.9,9.3,1.3,0.6,2.0,2.4,3.1,13.8
1985,13,756,LAC,Los Angeles Clippers,27.0,NBA,C,82.0,58.0,2392.0,5.3,8.3,0.64,0.0,0.0,,5.3,8.3,0.64,3.4,4.6,0.75,2.5,7.5,10.1,0.7,0.4,2.0,3.1,3.3,14.0
1986,31,756,TOT,Total After Trade,28.0,NBA,C,83.0,78.0,2682.0,3.4,6.2,0.56,0.0,0.0,,3.4,6.2,0.56,2.7,3.4,0.8,2.3,8.4,10.7,1.3,0.4,1.9,1.7,2.5,9.6
1986,13,756,LAC,Los Angeles Clippers,28.0,NBA,C,14.0,14.0,441.0,3.5,6.9,0.51,0.0,0.0,,3.5,6.9,0.51,4.7,5.7,0.81,2.3,8.4,10.7,1.0,0.4,2.4,3.1,2.7,11.7
1986,7,756,DAL,Dallas Mavericks,28.0,NBA,C,69.0,64.0,2241.0,3.4,6.0,0.57,0.0,0.0,,3.4,6.0,0.57,2.4,3.0,0.8,2.3,8.4,10.7,1.3,0.4,1.8,1.4,2.5,9.2
1987,7,756,DAL,Dallas Mavericks,29.0,NBA,C,82.0,82.0,3028.0,3.7,6.3,0.59,0.0,0.0,,3.7,6.3,0.59,3.2,3.9,0.81,3.5,8.1,11.6,0.7,0.6,1.6,1.2,2.3,10.6
1988,7,756,DAL,Dallas Mavericks,30.0,NBA,C,81.0,81.0,2523.0,3.0,5.4,0.56,0.0,0.0,,3.0,5.4,0.56,2.1,2.7,0.78,3.5,7.2,10.8,0.9,0.6,1.5,1.6,2.5,8.1
1989,7,756,DAL,Dallas Mavericks,31.0,NBA,C,53.0,53.0,1746.0,4.0,6.9,0.57,0.0,0.0,,4.0,6.9,0.57,2.0,2.6,0.77,3.3,8.5,11.8,0.8,0.5,1.7,1.7,2.3,9.9
1990,7,756,DAL,Dallas Mavericks,32.0,NBA,C,73.0,73.0,2265.0,4.1,7.6,0.54,0.0,0.0,,4.1,7.6,0.54,2.4,3.4,0.7,2.5,7.5,10.0,0.9,0.3,0.7,1.9,2.1,10.6
1991,7,756,DAL,Dallas Mavericks,33.0,NBA,C,82.0,82.0,2800.0,4.2,7.9,0.53,0.0,0.0,,4.2,7.9,0.53,2.1,2.9,0.72,2.6,6.8,9.3,0.9,0.4,1.2,1.9,2.3,10.5
1992,31,756,TOT,Total After Trade,34.0,NBA,C,58.0,32.0,1075.0,3.8,8.2,0.46,0.0,0.0,,3.8,8.2,0.46,2.0,2.9,0.71,3.3,6.4,9.7,1.1,0.3,1.6,1.6,3.4,9.5
1992,7,756,DAL,Dallas Mavericks,34.0,NBA,C,44.0,32.0,994.0,3.9,8.2,0.47,0.0,0.0,,3.9,8.2,0.47,2.1,3.0,0.7,3.5,6.3,9.8,1.1,0.3,1.6,1.5,3.1,9.9
1992,20,756,NYK,New York Knicks,34.0,NBA,C,14.0,0.0,81.0,2.2,8.0,0.28,0.0,0.0,,2.2,8.0,0.28,0.9,0.9,1.0,0.9,7.6,8.4,0.9,0.0,2.2,3.1,7.6,5.3
1993,29,756,UTA,Utah Jazz,35.0,NBA,C,6.0,1.0,94.0,3.1,5.4,0.57,0.0,0.0,,3.1,5.4,0.57,1.9,3.4,0.56,2.3,8.8,11.1,0.4,0.4,2.7,1.5,5.0,8.0
1995,29,756,UTA,Utah Jazz,37.0,NBA,C,43.0,40.0,613.0,2.6,4.3,0.6,0.0,0.0,,2.6,4.3,0.6,1.3,1.8,0.71,1.1,5.2,6.3,0.8,0.4,1.6,1.3,3.9,6.5
