Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1993,24.0,ATL,NBA,SG,3.0,93.0,11.9,0.496,0.0,0.387,3.4,6.5,4.8,9.1,2.3,0.0,9.9,18.9,,0.0,-0.1,0.0,-0.007,,-1.0,-0.7,-1.7,0.0
1994,25.0,ATL,NBA,SG,11.0,324.0,13.4,0.563,0.0,0.427,4.4,5.7,5.1,14.8,1.2,0.5,12.4,17.1,,0.5,0.2,0.8,0.112,,0.0,0.5,0.5,0.2
1995,26.0,ATL,NBA,SG,3.0,52.0,16.7,0.545,0.0,0.857,6.2,9.2,7.6,19.1,3.2,0.0,9.4,19.2,,0.1,0.0,0.1,0.129,,0.5,1.9,2.4,0.1
1996,27.0,ATL,NBA,SF,10.0,314.0,14.3,0.575,0.014,0.556,3.4,10.9,7.1,14.8,2.0,1.5,15.9,16.4,,0.5,0.1,0.5,0.083,,-0.8,0.8,0.0,0.2
1997,28.0,POR,NBA,SG,4.0,35.0,5.3,0.451,0.0,0.667,3.5,0.0,1.8,13.7,1.6,0.0,11.4,12.0,,0.0,0.0,0.0,0.015,,-3.8,0.0,-3.8,0.0
1998,29.0,POR,NBA,SG,4.0,28.0,8.2,0.512,0.0,0.5,4.1,9.1,6.5,5.3,3.8,3.0,29.1,10.9,,0.0,0.0,0.0,-0.025,,-2.2,3.2,1.0,0.0
1999,30.0,POR,NBA,SF,13.0,176.0,12.2,0.487,0.036,0.643,7.2,16.0,11.7,5.1,2.6,1.4,7.7,11.0,,0.2,0.2,0.4,0.116,,-1.1,3.0,1.8,0.2
2001,32.0,POR,NBA,SG,2.0,28.0,14.2,0.46,0.0,0.2,3.9,12.1,7.9,27.3,1.9,0.0,8.4,19.8,,0.0,0.0,0.0,0.035,,-0.2,0.7,0.5,0.0
2002,33.0,CHH,NBA,SG,9.0,152.0,11.7,0.478,0.0,0.512,5.1,15.0,10.0,14.5,3.5,0.5,19.3,18.3,,0.0,0.2,0.2,0.054,,-3.4,2.0,-1.3,0.0
2003,34.0,NOH,NBA,SG,4.0,69.0,7.7,0.459,0.0,0.533,1.8,16.0,8.9,6.9,2.4,0.0,13.9,14.5,,0.0,0.1,0.0,0.03,,-4.2,1.4,-2.9,0.0
2004,35.0,NOH,NBA,SF,7.0,168.0,8.2,0.465,0.021,0.375,2.6,10.2,6.4,8.3,2.0,0.5,18.9,19.2,,-0.1,0.2,0.1,0.025,,-4.3,0.7,-3.6,-0.1
