Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,3,2950,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",22.0,NBA,PF,62.0,62.0,2325.0,10.1,23.7,0.43,1.6,5.1,0.31,8.5,18.7,0.46,5.9,6.9,0.85,3.2,6.0,9.3,2.4,1.5,0.6,3.7,4.9,27.6,,106.0,108.0
1999,3,2950,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",23.0,NBA,PF,42.0,42.0,1576.0,10.7,25.0,0.43,0.5,1.8,0.3,10.2,23.3,0.44,8.5,9.9,0.86,3.8,8.1,11.9,2.2,1.4,1.8,4.4,4.5,30.5,,102.0,103.0
2001,3,2950,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",25.0,NBA,SF,49.0,47.0,1733.0,9.3,21.4,0.44,2.0,5.1,0.38,7.3,16.2,0.45,4.5,5.6,0.81,2.4,8.1,10.5,2.5,1.2,0.6,3.1,4.5,25.1,,102.0,106.0
2002,3,2950,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",26.0,NBA,SF,81.0,81.0,2465.0,10.0,23.1,0.43,2.1,6.2,0.34,7.8,16.9,0.46,3.3,4.1,0.8,2.9,10.0,12.9,3.5,1.3,0.9,3.1,4.7,25.4,,102.0,99.0
2003,23,2950,PHI,Philadelphia 76Ers,Keith Van Horn,"October 23, 1975",27.0,NBA,PF,74.0,73.0,2337.0,10.3,21.4,0.48,1.5,4.0,0.37,8.9,17.4,0.51,4.3,5.4,0.8,3.6,8.2,11.8,2.1,1.4,0.7,3.4,5.6,26.4,,107.0,103.0
2004,31,2950,TOT,Total After Trade,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,72.0,62.0,2340.0,9.3,20.5,0.45,2.1,5.3,0.4,7.2,15.2,0.47,5.7,6.6,0.86,3.4,8.0,11.4,2.7,1.5,0.8,3.8,4.9,26.4,,107.0,104.0
2004,20,2950,NYK,New York Knicks,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,47.0,47.0,1574.0,9.3,20.9,0.44,2.0,5.5,0.37,7.3,15.4,0.47,5.6,6.8,0.82,3.3,8.3,11.7,2.8,1.8,0.6,4.1,5.1,26.2,,104.0,103.0
2004,17,2950,MIL,Milwaukee Bucks,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,25.0,15.0,766.0,9.4,19.8,0.47,2.3,4.9,0.46,7.1,14.9,0.48,5.9,6.2,0.94,3.5,7.3,10.8,2.5,1.1,1.0,3.4,4.4,26.9,,113.0,106.0
2005,31,2950,TOT,Total After Trade,Keith Van Horn,"October 23, 1975",29.0,NBA,"PF,SF",62.0,16.0,1502.0,9.0,19.7,0.46,1.9,5.0,0.38,7.1,14.7,0.48,4.5,5.5,0.82,3.1,7.1,10.3,2.6,1.3,0.7,2.8,5.9,24.3,,110.0,108.0
2005,17,2950,MIL,Milwaukee Bucks,Keith Van Horn,"October 23, 1975",29.0,NBA,SF,33.0,13.0,818.0,8.3,18.4,0.45,1.9,5.0,0.38,6.3,13.4,0.47,3.6,4.2,0.86,3.6,7.1,10.7,2.7,1.4,0.7,3.0,5.3,22.1,,107.0,110.0
2005,7,2950,DAL,Dallas Mavericks,Keith Van Horn,"October 23, 1975",29.0,NBA,PF,29.0,3.0,684.0,9.8,21.1,0.46,1.8,4.8,0.38,7.9,16.3,0.49,5.4,7.0,0.78,2.6,7.2,9.8,2.6,1.1,0.8,2.6,6.7,26.8,,112.0,106.0
2006,7,2950,DAL,Dallas Mavericks,Keith Van Horn,"October 23, 1975",30.0,NBA,SF,53.0,0.0,1090.0,8.2,19.4,0.42,2.5,6.8,0.37,5.7,12.6,0.45,4.7,5.7,0.83,2.7,6.9,9.6,1.9,1.6,0.6,3.6,6.1,23.7,,106.0,106.0
