Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",20.0,NBA,SF,78.0,43.0,27.0,4.1,9.7,0.42,0.7,1.8,0.36,3.4,7.9,0.44,0.46,1.9,2.7,0.73,1.2,3.3,4.5,1.3,0.9,0.9,1.8,2.5,10.8
2008,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",21.0,NBA,SF,81.0,81.0,37.0,7.7,16.7,0.46,1.7,4.8,0.35,6.1,12.0,0.51,0.51,3.1,3.9,0.78,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8,20.1
2009,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",22.0,NBA,SF,79.0,78.0,37.3,7.2,16.0,0.45,1.1,3.1,0.35,6.2,12.9,0.48,0.49,3.3,4.4,0.77,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9
2010,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",23.0,NBA,SF,80.0,80.0,39.7,7.5,16.1,0.47,0.8,2.5,0.33,6.7,13.6,0.49,0.49,3.8,5.0,0.75,1.4,4.5,5.9,1.9,1.5,0.8,2.1,2.5,19.6
2011,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",24.0,NBA,SF,54.0,54.0,39.9,7.6,16.1,0.47,1.1,2.7,0.4,6.5,13.4,0.49,0.5,3.6,4.5,0.8,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,19.8
2012,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",25.0,NBA,SF,65.0,65.0,37.3,7.5,16.4,0.46,0.8,2.7,0.31,6.6,13.8,0.48,0.48,3.2,4.0,0.79,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,19.0
2013,31,1011,TOT,Total After Trade,Rudy Gay,"August 17, 1986",26.0,NBA,SF,75.0,74.0,35.8,6.9,16.7,0.42,1.1,3.5,0.32,5.8,13.2,0.44,0.45,3.2,3.9,0.81,1.3,4.8,6.1,2.7,1.5,0.7,2.6,2.4,18.2
2013,15,1011,MEM,Memphis Grizzlies,Rudy Gay,"August 17, 1986",26.0,NBA,SF,42.0,42.0,36.7,6.7,16.4,0.41,1.0,3.1,0.31,5.7,13.3,0.43,0.44,2.9,3.7,0.78,1.3,4.6,5.9,2.6,1.3,0.7,2.5,2.1,17.2
2013,28,1011,TOR,Toronto Raptors,Rudy Gay,"August 17, 1986",26.0,NBA,SF,33.0,32.0,34.7,7.3,17.1,0.42,1.3,4.0,0.34,5.9,13.2,0.45,0.46,3.6,4.2,0.86,1.3,5.1,6.4,2.8,1.7,0.7,2.8,2.9,19.5
2014,31,1011,TOT,Total After Trade,Rudy Gay,"August 17, 1986",27.0,NBA,SF,73.0,73.0,34.7,7.4,16.2,0.46,0.9,2.7,0.33,6.5,13.5,0.48,0.48,4.4,5.3,0.82,1.5,4.4,6.0,2.9,1.3,0.8,3.1,2.3,20.0
2014,28,1011,TOR,Toronto Raptors,Rudy Gay,"August 17, 1986",27.0,NBA,SF,18.0,18.0,35.5,7.2,18.6,0.39,1.2,3.3,0.37,6.0,15.3,0.39,0.42,3.8,4.9,0.77,1.6,5.8,7.4,2.2,1.6,1.3,3.3,2.6,19.4
2014,26,1011,SAC,Sacramento Kings,Rudy Gay,"August 17, 1986",27.0,NBA,SF,55.0,55.0,34.4,7.4,15.3,0.48,0.8,2.5,0.31,6.6,12.8,0.52,0.51,4.5,5.4,0.84,1.5,4.0,5.5,3.1,1.2,0.6,3.0,2.3,20.1
2015,26,1011,SAC,Sacramento Kings,Rudy Gay,"August 17, 1986",28.0,NBA,SF,68.0,67.0,35.4,7.5,16.4,0.46,1.2,3.2,0.36,6.3,13.2,0.48,0.49,5.0,5.8,0.86,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1
2016,26,1011,SAC,Sacramento Kings,Rudy Gay,"August 17, 1986",29.0,NBA,SF,70.0,70.0,34.0,6.7,14.4,0.46,1.1,3.1,0.34,5.6,11.3,0.5,0.5,2.8,3.6,0.78,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,17.2
2017,26,1011,SAC,Sacramento Kings,Rudy Gay,"August 17, 1986",30.0,NBA,SF,30.0,30.0,33.8,6.7,14.7,0.46,1.4,3.8,0.37,5.3,11.0,0.48,0.5,3.9,4.6,0.86,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7
2018,27,1011,SAS,San Antonio Spurs,Rudy Gay,"August 17, 1986",31.0,NBA,PF,57.0,6.0,21.6,4.4,9.4,0.47,0.6,2.1,0.31,3.8,7.4,0.52,0.51,2.0,2.5,0.77,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5
2019,27,1011,SAS,San Antonio Spurs,Rudy Gay,"August 17, 1986",32.0,NBA,PF,69.0,51.0,26.7,5.4,10.8,0.5,1.1,2.7,0.4,4.4,8.1,0.54,0.55,1.7,2.1,0.82,0.9,5.9,6.8,2.6,0.8,0.5,1.7,2.3,13.7
2020,27,1011,SAS,San Antonio Spurs,Rudy Gay,"August 17, 1986",33.0,NBA,PF,67.0,5.0,21.8,4.0,8.9,0.45,1.1,3.3,0.34,2.9,5.6,0.51,0.51,1.8,2.0,0.88,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5,10.8
