Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,25,1599,POR,Portland Trail Blazers,22.0,NBA,SF,77.0,0.0,958.0,6.7,14.0,0.48,0.0,0.1,0.0,6.7,13.9,0.48,4.4,6.8,0.65,3.6,4.2,7.7,2.4,1.8,1.1,2.5,5.5,17.8
1986,25,1599,POR,Portland Trail Blazers,23.0,NBA,SF,79.0,2.0,1217.0,7.6,13.9,0.55,0.0,0.2,0.0,7.6,13.7,0.56,4.6,6.8,0.68,4.1,4.6,8.7,2.5,2.5,0.9,3.3,6.2,19.9
1987,25,1599,POR,Portland Trail Blazers,24.0,NBA,SF,82.0,8.0,2088.0,6.4,12.6,0.51,0.0,0.4,0.04,6.4,12.2,0.52,4.5,6.3,0.72,3.5,5.1,8.6,3.3,2.1,1.3,2.6,5.7,17.4
1988,25,1599,POR,Portland Trail Blazers,25.0,NBA,SF,79.0,75.0,2888.0,7.6,15.3,0.5,0.0,0.2,0.2,7.6,15.1,0.5,3.6,4.9,0.74,2.6,5.6,8.2,3.0,1.6,0.8,2.0,3.8,18.9
1989,25,1599,POR,Portland Trail Blazers,26.0,NBA,SF,76.0,76.0,2716.0,7.1,15.1,0.47,0.1,0.3,0.29,7.0,14.8,0.47,3.4,4.9,0.69,3.3,5.1,8.3,3.2,1.8,1.1,2.2,3.7,17.6
1990,25,1599,POR,Portland Trail Blazers,27.0,NBA,SF,82.0,82.0,2843.0,6.6,13.7,0.48,0.0,0.3,0.15,6.5,13.5,0.48,3.4,4.9,0.69,3.2,5.6,8.7,2.4,1.5,0.8,1.8,3.8,16.6
1991,25,1599,POR,Portland Trail Blazers,28.0,NBA,SF,73.0,72.0,2359.0,6.5,13.5,0.48,0.1,0.2,0.31,6.4,13.3,0.48,3.5,5.0,0.71,2.6,4.8,7.3,3.5,1.5,1.2,2.3,3.8,16.5
1992,25,1599,POR,Portland Trail Blazers,29.0,NBA,SF,77.0,76.0,2553.0,5.6,12.0,0.47,0.0,0.1,0.12,5.6,11.9,0.47,2.5,3.7,0.66,3.4,5.5,8.9,3.4,1.6,1.0,2.1,3.6,13.7
1993,25,1599,POR,Portland Trail Blazers,30.0,NBA,SF,65.0,50.0,1719.0,5.9,13.4,0.44,0.2,0.6,0.29,5.7,12.9,0.44,2.4,3.8,0.63,2.6,5.9,8.5,2.5,1.7,0.9,1.8,3.8,14.4
1994,25,1599,POR,Portland Trail Blazers,31.0,NBA,SF,78.0,6.0,1276.0,5.7,13.2,0.43,0.0,0.2,0.12,5.7,13.0,0.44,2.8,3.8,0.75,3.7,5.7,9.3,2.1,2.0,1.4,1.8,6.0,14.3
1995,25,1599,POR,Portland Trail Blazers,32.0,NBA,SF,63.0,0.0,1143.0,6.4,15.4,0.42,0.2,0.9,0.26,6.2,14.6,0.42,3.0,3.9,0.77,2.9,5.1,8.1,2.6,1.6,1.1,2.0,5.4,16.0
1996,10,1599,GSW,Golden State Warriors,33.0,NBA,SF,76.0,58.0,1620.0,4.6,11.1,0.41,0.1,0.4,0.18,4.5,10.7,0.42,2.2,3.3,0.66,3.4,4.6,8.1,2.5,2.0,1.0,1.7,4.6,11.3
1997,14,1599,LAL,Los Angeles Lakers,34.0,NBA,SF,70.0,44.0,1766.0,4.0,9.2,0.43,0.3,1.3,0.26,3.6,7.8,0.46,1.4,2.4,0.6,2.3,5.1,7.4,1.8,2.4,1.0,1.5,4.5,9.7
1998,21,1599,SEA,Seattle Supersonics,35.0,NBA,SF,37.0,2.0,717.0,4.9,11.7,0.42,0.1,0.5,0.1,4.8,11.2,0.43,2.0,3.3,0.6,2.8,4.0,6.8,2.2,2.6,0.7,1.8,5.2,11.7
1999,27,1599,SAS,San Antonio Spurs,36.0,NBA,SF,45.0,0.0,699.0,3.5,10.3,0.34,0.2,0.7,0.21,3.3,9.6,0.35,0.3,0.7,0.43,2.2,4.5,6.7,2.1,1.9,0.7,1.5,4.7,7.5
2001,17,1599,MIL,Milwaukee Bucks,38.0,NBA,SF,22.0,2.0,243.0,4.7,10.2,0.46,0.0,0.1,0.0,4.7,10.1,0.47,1.2,2.4,0.5,1.2,5.5,6.7,2.2,2.1,1.2,0.9,5.3,10.7
