Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,22.0,POR,NBA,SF,8.0,0.0,60.0,12.4,24.1,0.516,0.0,0.0,,12.4,24.1,0.516,4.7,6.2,0.75,3.9,3.1,7.0,4.7,5.4,1.6,1.6,8.5,29.5,,121.0,110.0
1986,23.0,POR,NBA,SF,4.0,0.0,56.0,7.5,18.2,0.409,0.0,0.8,0.0,7.5,17.4,0.429,3.3,3.3,1.0,5.8,6.6,12.4,3.3,0.8,3.3,5.0,10.8,18.2,,92.0,112.0
1987,24.0,POR,NBA,SF,4.0,0.0,60.0,8.1,20.2,0.4,0.0,0.0,,8.1,20.2,0.4,3.2,3.2,1.0,4.9,10.5,15.4,2.4,4.0,0.8,4.9,10.5,19.4,,90.0,106.0
1988,25.0,POR,NBA,SF,4.0,4.0,127.0,12.0,24.3,0.492,0.0,0.4,0.0,12.0,23.9,0.5,5.6,7.8,0.714,6.4,4.9,11.2,3.4,2.6,1.5,1.9,6.4,29.5,,119.0,105.0
1989,26.0,POR,NBA,SF,3.0,3.0,117.0,9.7,19.8,0.489,0.0,0.8,0.0,9.7,18.9,0.511,6.3,8.0,0.789,4.6,5.5,10.1,2.9,4.2,0.4,1.7,5.1,25.7,,121.0,116.0
1990,27.0,POR,NBA,SF,21.0,21.0,831.0,9.7,21.0,0.46,0.0,0.2,0.0,9.7,20.8,0.464,6.0,8.4,0.715,3.8,6.3,10.1,2.6,2.0,1.2,2.6,5.1,25.3,,108.0,107.0
1991,28.0,POR,NBA,SF,16.0,16.0,588.0,9.2,19.7,0.465,0.0,0.0,,9.2,19.7,0.465,6.6,8.8,0.752,4.5,5.1,9.7,4.3,2.4,0.6,1.5,5.9,25.0,,121.0,109.0
1992,29.0,POR,NBA,SF,21.0,21.0,756.0,8.8,17.3,0.51,0.0,0.2,0.0,8.8,17.1,0.516,5.3,7.7,0.693,4.0,6.9,10.9,5.0,2.8,1.3,3.6,5.7,22.9,,112.0,107.0
1993,30.0,POR,NBA,SF,4.0,1.0,98.0,11.8,22.6,0.524,0.5,0.5,1.0,11.3,22.0,0.512,6.4,9.1,0.706,5.4,12.9,18.3,2.1,2.1,1.1,1.1,8.1,30.6,,127.0,98.0
1994,31.0,POR,NBA,SF,3.0,0.0,38.0,6.7,21.5,0.313,0.0,0.0,,6.7,21.5,0.313,1.3,6.7,0.2,6.7,5.4,12.1,0.0,1.3,1.3,0.0,6.7,14.8,,83.0,117.0
1995,32.0,POR,NBA,SF,3.0,0.0,63.0,13.3,23.4,0.571,0.0,1.7,0.0,13.3,21.7,0.615,5.0,7.5,0.667,1.7,5.0,6.7,2.5,2.5,0.8,0.0,9.2,31.7,,128.0,125.0
1997,34.0,LAL,NBA,SF,9.0,0.0,210.0,4.5,9.3,0.486,0.0,0.3,0.0,4.5,9.0,0.5,4.0,5.0,0.789,3.7,9.0,12.7,3.7,2.4,1.6,0.8,9.0,13.0,,130.0,103.0
1998,35.0,SEA,NBA,SF,10.0,5.0,213.0,8.2,19.0,0.431,0.0,0.8,0.0,8.2,18.2,0.449,4.2,5.0,0.842,4.5,6.1,10.6,2.4,2.6,2.6,3.4,8.4,20.6,,100.0,111.0
1999,36.0,SAS,NBA,SF,14.0,0.0,152.0,5.5,15.9,0.349,0.4,1.5,0.25,5.2,14.4,0.359,1.8,2.6,0.714,3.7,7.4,11.1,1.5,2.2,0.4,2.2,7.0,13.3,,85.0,95.0
