Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2015,10,GSW,Golden State Warriors,26.6,67.0,15.0,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.24,0.31,0.57,0.54,13.1,24.1,0.18,74.5,Oracle Arena,803436,19596
2015,13,LAC,Los Angeles Clippers,28.8,56.0,26.0,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.3,0.32,0.56,0.53,11.6,22.8,0.22,75.7,STAPLES Center,785892,19168
2015,27,SAS,San Antonio Spurs,29.8,55.0,27.0,58,24,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.26,0.27,0.56,0.52,13.1,23.4,0.2,77.3,AT&T Center,762855,18606
2015,1,ATL,Atlanta Hawks,27.8,60.0,22.0,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.26,0.32,0.56,0.53,13.5,21.4,0.2,73.4,Philips Arena,713909,17412
2015,25,POR,Portland Trail Blazers,27.0,51.0,31.0,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.22,0.32,0.54,0.51,12.6,24.2,0.18,76.2,Moda Center,798368,19472
2015,6,CLE,Cleveland Cavaliers,26.9,53.0,29.0,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.29,0.33,0.56,0.52,13.4,26.8,0.22,74.7,Quicken Loans Arena,843042,20562
2015,11,HOU,Houston Rockets,27.6,56.0,26.0,50,32,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.31,0.39,0.55,0.51,15.0,26.8,0.22,72.9,Toyota Center,747412,18230
2015,15,MEM,Memphis Grizzlies,29.6,55.0,27.0,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.28,0.18,0.53,0.49,12.6,24.7,0.21,75.3,FedEx Forum,710502,17329
2015,7,DAL,Dallas Mavericks,29.9,50.0,32.0,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.26,0.3,0.55,0.52,11.9,23.6,0.2,72.2,American Airlines Center,827702,20188
2015,5,CHI,Chicago Bulls,28.8,50.0,32.0,50,32,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.3,0.27,0.54,0.49,12.9,27.0,0.24,74.4,United Center,886612,21625
2015,21,OKC,Oklahoma City Thunder,25.4,45.0,37.0,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.28,0.26,0.53,0.49,13.1,28.9,0.21,75.6,Chesapeake Energy Arena,746323,18203
2015,28,TOR,Toronto Raptors,26.1,49.0,33.0,49,33,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.3,0.3,0.55,0.51,12.0,25.6,0.23,73.3,Air Canada Centre,809824,19752
2015,19,NOP,New Orleans Pelicans,25.3,45.0,37.0,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.26,0.23,0.54,0.5,12.5,27.1,0.2,75.1,Smoothie King Center,683757,16677
2015,29,UTA,Utah Jazz,23.4,38.0,44.0,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.3,0.27,0.53,0.49,14.6,29.1,0.21,76.3,EnergySolutions Arena,772059,18831
2015,30,WAS,Washington Wizards,28.6,46.0,36.0,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.26,0.2,0.53,0.5,14.0,24.9,0.19,77.3,Verizon Center,747796,18239
2015,17,MIL,Milwaukee Bucks,24.6,41.0,41.0,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.26,0.22,0.54,0.5,15.5,25.4,0.2,73.3,BMO Harris Bradley Center,593910,14813
2015,12,IND,Indiana Pacers,28.3,38.0,44.0,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.27,0.26,0.52,0.48,13.1,24.0,0.2,77.9,Bankers Life Fieldhouse,691434,16864
2015,24,PHO,Phoenix Suns,25.7,39.0,43.0,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.25,0.29,0.54,0.5,13.7,24.5,0.19,73.5,US Airways Center,693862,16923
2015,2,BOS,Boston Celtics,25.0,40.0,42.0,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.23,0.28,0.52,0.49,12.5,24.7,0.18,75.0,TD Garden,721350,17594
