Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2009,6,CLE,Cleveland Cavaliers,26.6,66.0,16.0,65,17,8.93,-0.25,8.68,112.4,102.4,10.0,88.7,0.31,0.26,0.56,0.52,12.5,27.7,0.24,74.6,Quicken Loans Arena,841000,20512
2009,2,BOS,Boston Celtics,27.8,62.0,20.0,61,21,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.33,0.21,0.57,0.53,15.0,27.9,0.25,75.6,TD Banknorth Garden,763584,18624
2009,14,LAL,Los Angeles Lakers,27.4,65.0,17.0,61,21,7.66,-0.55,7.11,112.8,104.7,8.1,94.3,0.3,0.22,0.56,0.51,12.3,29.4,0.23,73.0,STAPLES Center,778877,18997
2009,22,ORL,Orlando Magic,27.3,59.0,23.0,59,23,6.7,-0.21,6.48,109.2,101.9,7.3,92.3,0.35,0.34,0.56,0.52,13.4,24.0,0.25,75.9,Amway Arena,698768,17043
2009,25,POR,Portland Trail Blazers,24.0,54.0,28.0,56,26,5.34,-0.35,5.0,113.9,107.8,6.1,86.6,0.31,0.24,0.55,0.51,12.5,32.6,0.23,75.0,Rose Garden Arena,841499,20524
2009,11,HOU,Houston Rockets,27.9,53.0,29.0,53,29,4.0,-0.27,3.73,108.4,104.0,4.4,90.2,0.29,0.25,0.55,0.5,13.6,26.4,0.24,75.3,Toyota Center,717669,17504
2009,27,SAS,San Antonio Spurs,30.4,54.0,28.0,52,30,3.76,-0.4,3.36,108.5,104.3,4.2,88.4,0.25,0.25,0.55,0.51,11.7,22.1,0.19,78.0,AT&T Center,749048,18269
2009,8,DEN,Denver Nuggets,27.7,54.0,28.0,50,32,3.41,-0.29,3.13,110.4,106.8,3.6,94.3,0.38,0.23,0.56,0.51,14.2,27.5,0.29,71.7,Pepsi Center,706165,17224
2009,29,UTA,Utah Jazz,25.5,48.0,34.0,48,34,2.65,-0.34,2.31,110.1,107.3,2.8,93.1,0.36,0.17,0.55,0.5,13.6,28.2,0.27,72.7,EnergySolutions Arena,816042,19903
2009,1,ATL,Atlanta Hawks,25.8,47.0,35.0,46,36,1.57,0.13,1.7,109.3,107.6,1.7,89.6,0.32,0.25,0.55,0.5,12.5,26.0,0.24,71.6,Philips Arena,686688,16748
2009,7,DAL,Dallas Mavericks,29.0,50.0,32.0,47,35,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.27,0.24,0.55,0.5,12.1,26.6,0.22,74.6,American Airlines Center,821723,20042
2009,24,PHO,Phoenix Suns,29.5,46.0,36.0,46,36,1.93,-0.31,1.62,113.6,111.6,2.0,96.0,0.34,0.22,0.58,0.55,14.4,27.7,0.25,71.7,US Airways Center,755302,18422
2009,19,NOH,New Orleans Hornets,28.2,49.0,33.0,46,36,1.55,-0.14,1.41,108.7,107.0,1.7,87.8,0.29,0.24,0.55,0.5,12.5,24.6,0.23,74.9,New Orleans Arena,695727,16969
2009,16,MIA,Miami Heat,25.6,43.0,39.0,42,40,0.26,0.23,0.49,107.8,107.6,0.2,89.9,0.28,0.24,0.54,0.5,12.1,24.6,0.21,72.9,AmericanAirlines Arena,748778,18263
2009,23,PHI,Philadelphia 76Ers,26.1,41.0,41.0,41,41,0.07,0.09,0.16,107.9,107.8,0.1,90.0,0.34,0.16,0.53,0.48,13.4,31.3,0.25,71.4,Wachovia Center,647898,15802
2009,5,CHI,Chicago Bulls,24.9,41.0,41.0,40,42,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,0.3,0.19,0.54,0.49,13.3,28.0,0.24,70.9,United Center,868667,21187
2009,9,DET,Detroit Pistons,28.2,39.0,43.0,40,42,-0.49,0.13,-0.36,107.4,108.0,-0.6,86.7,0.28,0.16,0.52,0.48,11.7,27.9,0.21,74.0,The Palace of Auburn Hills,896971,21877
2009,12,IND,Indiana Pacers,26.5,36.0,46.0,38,44,-1.11,0.35,-0.76,108.1,109.2,-1.1,96.5,0.27,0.24,0.55,0.5,13.1,25.4,0.22,74.5,Conseco Fieldhouse,581472,14182
2009,17,MIL,Milwaukee Bucks,26.3,34.0,48.0,38,44,-1.09,0.21,-0.88,106.7,107.9,-1.2,92.6,0.31,0.21,0.53,0.48,13.1,27.8,0.24,74.0,Bradley Center,630976,15390
2009,4,CHA,Charlotte Bobcats,25.8,35.0,47.0,37,45,-1.27,0.07,-1.2,104.7,106.1,-1.4,88.3,0.31,0.21,0.54,0.49,15.1,27.7,0.23,73.0,Time Warner Cable Arena,597548,14574
2009,3,NJN,New Jersey Nets,25.7,34.0,48.0,34,48,-2.44,0.13,-2.31,108.3,111.0,-2.7,89.9,0.3,0.26,0.54,0.5,12.7,25.2,0.24,73.5,Izod Center,621062,15148
2009,20,NYK,New York Knicks,25.7,32.0,50.0,34,48,-2.61,0.28,-2.33,108.1,110.8,-2.7,96.7,0.27,0.32,0.54,0.5,12.9,24.4,0.21,72.7,Madison Square Garden (IV),790801,19288
2009,28,TOR,Toronto Raptors,27.0,33.0,49.0,33,49,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,0.28,0.19,0.54,0.49,12.8,24.0,0.23,73.7,Air Canada Centre,769707,18773
2009,10,GSW,Golden State Warriors,25.0,29.0,53.0,31,51,-3.74,-0.06,-3.8,109.5,113.3,-3.8,98.2,0.34,0.21,0.55,0.5,12.9,26.1,0.27,68.1,Oracle Arena,776660,18943
2009,18,MIN,Minnesota Timberwolves,25.4,24.0,58.0,27,55,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.29,0.23,0.53,0.48,13.3,27.7,0.22,75.0,Target Center,595013,14513
2009,15,MEM,Memphis Grizzlies,23.3,24.0,58.0,26,56,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,0.33,0.18,0.53,0.49,14.8,25.8,0.25,73.5,FedEx Forum,519895,12680
2009,21,OKC,Oklahoma City Thunder,24.5,23.0,59.0,24,58,-6.1,0.06,-6.04,102.9,109.4,-6.5,93.6,0.31,0.14,0.52,0.47,14.8,28.6,0.24,73.9,Ford Center,766868,18704
2009,30,WAS,Washington Wizards,26.9,19.0,63.0,21,61,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,0.29,0.18,0.52,0.48,13.2,27.7,0.22,71.4,Verizon Center,681119,16613
2009,13,LAC,Los Angeles Clippers,26.6,19.0,63.0,18,64,-8.77,0.3,-8.47,102.3,111.7,-9.4,92.1,0.28,0.23,0.52,0.48,14.0,25.1,0.2,71.2,STAPLES Center,663587,16185
2009,26,SAC,Sacramento Kings,26.3,17.0,65.0,19,63,-8.76,0.16,-8.6,105.5,114.7,-9.2,94.2,0.32,0.24,0.54,0.49,14.3,24.5,0.25,69.9,ARCO Arena (II),520169,12687
