Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2008,6,CLE,Cleveland Cavaliers,27.1,45.0,37.0,40,42,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,0.31,0.23,0.52,0.48,13.1,30.4,0.22,75.9,Quicken Loans Arena,839074,20465
2008,30,WAS,Washington Wizards,27.2,43.0,39.0,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,0.3,0.24,0.54,0.49,12.5,28.9,0.23,72.8,Verizon Center,736461,17962
2008,26,SAC,Sacramento Kings,27.3,38.0,44.0,35,47,-2.26,0.4,-1.86,107.5,109.9,-2.4,94.7,0.35,0.21,0.56,0.5,14.8,25.2,0.28,71.7,ARCO Arena (II),580181,14151
2008,12,IND,Indiana Pacers,26.7,36.0,46.0,37,45,-1.4,-0.46,-1.87,106.0,107.5,-1.5,97.7,0.29,0.29,0.54,0.5,13.5,24.4,0.22,73.9,Conseco Fieldhouse,501092,12222
2008,1,ATL,Atlanta Hawks,24.2,37.0,45.0,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,0.34,0.16,0.54,0.48,14.0,29.7,0.26,71.7,Philips Arena,667518,16281
2008,5,CHI,Chicago Bulls,25.7,33.0,49.0,32,50,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93.0,0.3,0.19,0.52,0.47,13.4,28.9,0.22,73.1,United Center,901502,21988
2008,4,CHA,Charlotte Bobcats,26.3,32.0,50.0,29,53,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,0.32,0.22,0.53,0.49,13.9,25.6,0.23,71.0,Charlotte Bobcats Arena,603403,14717
2008,3,NJN,New Jersey Nets,27.4,34.0,48.0,27,55,-5.06,-0.09,-5.15,104.0,109.4,-5.4,91.5,0.35,0.22,0.53,0.48,14.2,26.6,0.26,73.8,Izod Center,641921,15657
2008,15,MEM,Memphis Grizzlies,24.5,22.0,60.0,25,57,-6.21,0.45,-5.76,105.0,111.4,-6.4,95.3,0.31,0.26,0.54,0.5,14.0,23.8,0.22,73.4,FedEx Forum,523578,12770
2008,18,MIN,Minnesota Timberwolves,24.6,22.0,60.0,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.25,0.18,0.52,0.48,13.6,27.5,0.18,73.6,Target Center,593537,14477
2008,20,NYK,New York Knicks,25.7,23.0,59.0,23,59,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,0.31,0.22,0.52,0.48,13.4,28.6,0.23,72.7,Madison Square Garden (IV),783739,19116
2008,13,LAC,Los Angeles Clippers,28.5,23.0,59.0,21,61,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,0.34,0.17,0.52,0.46,13.7,23.1,0.26,73.1,STAPLES Center,692408,16888
2008,17,MIL,Milwaukee Bucks,25.8,26.0,56.0,23,59,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,0.29,0.2,0.52,0.48,13.7,30.0,0.22,73.0,Bradley Center,639421,15596
2008,21,SEA,Seattle Supersonics,25.4,20.0,62.0,19,63,-8.76,0.72,-8.04,100.5,109.5,-9.0,96.3,0.26,0.13,0.51,0.47,14.3,26.8,0.2,73.7,KeyArena at Seattle Center,547556,13355
2008,16,MIA,Miami Heat,27.4,15.0,67.0,18,64,-8.65,0.11,-8.53,100.5,110.0,-9.5,90.2,0.3,0.22,0.52,0.48,14.4,22.1,0.22,71.9,AmericanAirlines Arena,798004,19464
